candidate,family,description,behavior,n,ann_ret,sharpe,t_ret,lambda_ann_fmb,t_fmb,lambda_ann_gx_obs,t_gx_obs,lambda_ann_gx_full,t_gx_full,k_hidden,max_abs_corr_to_09,nearest_09_factor,passes_t2,passes_t165
maxret_3w__low_minus_high,maxret,"maxret_3w, low minus high",low maximum-return lottery salience,263,-0.2753888424277161,-0.7323751425427208,-1.357621394869746,-1.0522159653784404,-2.115361815542265,-1.333057101172178,-7.162394266949744,-1.6736355031105843,-5.530692668592494,2,0.7894351195834429,MAXRET,True,True
maxret_3w__high_minus_low,maxret,"maxret_3w, high minus low",high maximum-return lottery salience,263,0.2753888424277161,0.7323751425427208,1.357621394869746,1.0522159653784404,2.115361815542265,1.333057101172178,7.162394266949744,1.6736355031105843,5.530692668592494,2,0.7894351195834429,MAXRET,True,True
attention_absret_xs_4w__high_minus_low,attention,"attention_absret_xs_4w, high minus low",high attention shock from large absolute moves,263,0.2743868513550203,0.6183126544078078,1.189223679590615,0.6832653944964809,0.9559248183347375,1.3165984853471346,5.615890629074101,1.5081620861455503,5.394998805930283,2,0.8917518143732374,VolC,True,True
attention_absret_xs_4w__low_minus_high,attention,"attention_absret_xs_4w, low minus high",low attention shock from large absolute moves,263,-0.2743868513550203,-0.6183126544078078,-1.189223679590615,-0.6832653944964809,-0.9559248183347375,-1.3165984853471346,-5.615890629074101,-1.5081620861455503,-5.394998805930283,2,0.8917518143732374,VolC,True,True
absret_mean_4w__low_minus_high,absret,"absret_mean_4w, low minus high",low attention shock from large absolute moves,263,-0.2743868513550203,-0.6183126544078078,-1.189223679590615,-0.6832653944964809,-0.9559248183347375,-1.3165984853471346,-5.615890629074101,-1.5081620861455503,-5.394998805930283,2,0.8917518143732374,VolC,True,True
absret_mean_4w__high_minus_low,absret,"absret_mean_4w, high minus low",high attention shock from large absolute moves,263,0.2743868513550203,0.6183126544078078,1.189223679590615,0.6832653944964809,0.9559248183347375,1.3165984853471346,5.615890629074101,1.5081620861455503,5.394998805930283,2,0.8917518143732374,VolC,True,True
vol_26w__high_minus_low,vol,"vol_26w, high minus low",high volatility/lottery demand,263,0.03457163824064512,0.07921609147969112,0.16209828096133047,0.609033263647731,0.9068035606093677,1.4800629588991276,4.965719165801473,2.11951741308679,5.186776158897981,2,0.6898110095173944,VolC,True,True
vol_26w__low_minus_high,vol,"vol_26w, low minus high",low volatility/lottery demand,263,-0.03457163824064512,-0.07921609147969112,-0.16209828096133047,-0.609033263647731,-0.9068035606093677,-1.4800629588991276,-4.965719165801473,-2.11951741308679,-5.186776158897981,2,0.6898110095173944,VolC,True,True
maxret_26w__low_minus_high,maxret,"maxret_26w, low minus high",low maximum-return lottery salience,263,-0.06513803969152153,-0.17845772079339184,-0.35754646059746026,-0.9515463173468593,-1.495196450935391,-1.34133264660195,-5.5468256012954935,-1.9895109843590522,-5.138939003787917,2,0.5774575076233196,RC,True,True
maxret_26w__high_minus_low,maxret,"maxret_26w, high minus low",high maximum-return lottery salience,263,0.06513803969152153,0.17845772079339184,0.35754646059746026,0.9515463173468593,1.495196450935391,1.34133264660195,5.5468256012954935,1.9895109843590522,5.138939003787917,2,0.5774575076233196,RC,True,True
absret_mean_8w__low_minus_high,absret,"absret_mean_8w, low minus high",low attention shock from large absolute moves,263,-0.13643403518853645,-0.30791779848680906,-0.6438383354406274,-0.6058988247972205,-0.8498708284673093,-1.6068133221752539,-6.144424898411193,-1.8970851202873265,-4.903268784308126,2,0.8439831066719959,VolC,True,True
absret_mean_8w__high_minus_low,absret,"absret_mean_8w, high minus low",high attention shock from large absolute moves,263,0.13643403518853645,0.30791779848680906,0.6438383354406274,0.6058988247972205,0.8498708284673093,1.6068133221752539,6.144424898411193,1.8970851202873265,4.903268784308126,2,0.8439831066719959,VolC,True,True
attention_absret_xs_8w__high_minus_low,attention,"attention_absret_xs_8w, high minus low",high attention shock from large absolute moves,263,0.13643403518853645,0.30791779848680906,0.6438383354406274,0.6058988247972205,0.8498708284673093,1.6068133221752539,6.144424898411193,1.8970851202873265,4.903268784308126,2,0.8439831066719959,VolC,True,True
attention_absret_xs_8w__low_minus_high,attention,"attention_absret_xs_8w, low minus high",low attention shock from large absolute moves,263,-0.13643403518853645,-0.30791779848680906,-0.6438383354406274,-0.6058988247972205,-0.8498708284673093,-1.6068133221752539,-6.144424898411193,-1.8970851202873265,-4.903268784308126,2,0.8439831066719959,VolC,True,True
skew_52w__low_minus_high,skew,"skew_52w, low minus high",low realized skewness; lottery memory and right-tail salience,263,0.034813089165204376,0.10845741300624362,0.24251784278522126,-0.37558942438638787,-0.5403768201098834,-1.1223023899542608,-5.1781497046829745,-1.5031833537109602,-4.658074740481357,2,0.3326235818261217,RC,True,True
SKEW52_high_minus_low,skew,"skew_52w, high minus low",high realized skewness; lottery memory and right-tail salience,263,-0.034813089165204376,-0.10845741300624362,-0.24251784278522126,0.37558942438638787,0.5403768201098834,1.1223023899542608,5.1781497046829745,1.5031833537109602,4.658074740481357,2,0.3326235818261217,RC,True,True
idvol_8w__high_minus_low,idvol,"idvol_8w, high minus low",high volatility/lottery demand,248,0.159236774001116,0.3793146209606584,0.7471017253378115,0.50979720343265,0.7231584437242592,1.4866145123761516,4.77540002863882,2.0139314889619384,4.457882121757534,2,0.8178528171560655,VolC,True,True
idvol_8w__low_minus_high,idvol,"idvol_8w, low minus high",low volatility/lottery demand,248,-0.159236774001116,-0.3793146209606584,-0.7471017253378115,-0.50979720343265,-0.7231584437242592,-1.4866145123761516,-4.77540002863882,-2.0139314889619384,-4.457882121757534,2,0.8178528171560655,VolC,True,True
vol_8w__high_minus_low,vol,"vol_8w, high minus low",high volatility/lottery demand,263,0.18659115486468497,0.4099139385513456,0.8650085059266793,0.5098514162270338,0.6571897671386778,1.5055522715809533,4.671995104310589,2.236975445884002,4.4162120586735005,2,0.8437940251011775,VolC,True,True
vol_8w__low_minus_high,vol,"vol_8w, low minus high",low volatility/lottery demand,263,-0.18659115486468497,-0.4099139385513456,-0.8650085059266793,-0.5098514162270338,-0.6571897671386778,-1.5055522715809533,-4.671995104310589,-2.236975445884002,-4.4162120586735005,2,0.8437940251011775,VolC,True,True
idvol_26w__high_minus_low,idvol,"idvol_26w, high minus low",high volatility/lottery demand,212,0.033848750805996516,0.07960588666390779,0.15401740601407063,0.9662452736349422,1.276542280774227,1.4801640503442821,4.968394752184102,1.8608948680658708,4.329976476493055,2,0.6912724936246564,RC,True,True
idvol_26w__low_minus_high,idvol,"idvol_26w, low minus high",low volatility/lottery demand,212,-0.033848750805996516,-0.07960588666390779,-0.15401740601407063,-0.9662452736349422,-1.276542280774227,-1.4801640503442821,-4.968394752184102,-1.8608948680658708,-4.329976476493055,2,0.6912724936246564,RC,True,True
age_weeks__high_minus_low,age,"age_weeks, high minus low",seasoning preference,263,0.07508162353490475,0.16510082466734102,0.3297048234704806,-0.15395076059007082,-0.2664425848536288,-1.0859662768582679,-2.7052294141459066,-1.4731805697039657,-4.193952251216869,2,0.48921109241919003,SMBC,True,True
NEWC_young_minus_old,age,"age_weeks, low minus high",newness/seasoning preference,263,-0.07508162353490475,-0.16510082466734102,-0.3297048234704806,0.15395076059007082,0.2664425848536288,1.0859662768582679,2.7052294141459066,1.4731805697039657,4.193952251216869,2,0.48921109241919003,SMBC,True,True
vol_52w__high_minus_low,vol,"vol_52w, high minus low",high volatility/lottery demand,263,-0.038764312458285224,-0.08556412308000673,-0.1823990455656791,-0.07232777603121104,-0.07958538605854634,1.5327007151758174,4.223146008941293,1.880236232107444,4.16383450430402,2,0.5971532578807885,RC,True,True
vol_52w__low_minus_high,vol,"vol_52w, low minus high",low volatility/lottery demand,263,0.038764312458285224,0.08556412308000673,0.1823990455656791,0.07232777603121104,0.07958538605854634,-1.5327007151758174,-4.223146008941293,-1.880236232107444,-4.16383450430402,2,0.5971532578807885,RC,True,True
minret_8w__high_minus_low,minret,"minret_8w, high minus low",crash resilience,263,-0.10229566651556404,-0.20786779113311385,-0.41546818139082903,-0.15257184143969246,-0.2581861704105772,-1.1963497172326205,-3.1617605459941016,-1.6526048769840087,-4.07723189908045,2,0.6765076366783656,VolC,True,True
CRASH8_crashed_minus_resilient,minret,"minret_8w, low minus high",capitulation/crash rebound,263,0.10229566651556404,0.20786779113311385,0.41546818139082903,0.15257184143969246,0.2581861704105772,1.1963497172326205,3.1617605459941016,1.6526048769840087,4.07723189908045,2,0.6765076366783656,VolC,True,True
absret_mean_52w__high_minus_low,absret,"absret_mean_52w, high minus low",high attention shock from large absolute moves,263,-0.02513571997093217,-0.054877982574851374,-0.11717906084162302,-0.23467058179807507,-0.2614477313979104,1.6430905893352965,4.193800384564955,1.9243406340695919,4.0042745037189755,2,0.6170575464548415,RC,True,True
absret_mean_52w__low_minus_high,absret,"absret_mean_52w, low minus high",low attention shock from large absolute moves,263,0.02513571997093217,0.054877982574851374,0.11717906084162302,0.23467058179807507,0.2614477313979104,-1.6430905893352965,-4.193800384564955,-1.9243406340695919,-4.0042745037189755,2,0.6170575464548415,RC,True,True
beta_26w__low_minus_high,beta,"beta_26w, low minus high",low market beta; speculative risk-on demand,237,-0.11309727128303733,-0.3115285035305803,-0.6884921908418915,-0.23707673075257263,-0.5146603435393514,-0.853783881035142,-3.3098448714402973,-1.1794031363044302,-3.929688918955711,2,0.24916328046973246,MAXRET,True,True
BETA26_high_minus_low,beta,"beta_26w, high minus low",high market beta; speculative risk-on demand,237,0.11309727128303733,0.3115285035305803,0.6884921908418915,0.23707673075257263,0.5146603435393514,0.853783881035142,3.3098448714402973,1.1794031363044302,3.929688918955711,2,0.24916328046973246,MAXRET,True,True
idvol_52w__high_minus_low,idvol,"idvol_52w, high minus low",high volatility/lottery demand,160,0.025333196085639238,0.05346873084829892,0.09250898912265967,0.5918665606799618,0.8040458875479268,1.5689637495195419,5.256812768647233,1.7500683722963166,3.921592612016557,2,0.6250439117767029,VolC,True,True
idvol_52w__low_minus_high,idvol,"idvol_52w, low minus high",low volatility/lottery demand,160,-0.025333196085639238,-0.05346873084829892,-0.09250898912265967,-0.5918665606799618,-0.8040458875479268,-1.5689637495195419,-5.256812768647233,-1.7500683722963166,-3.921592612016557,2,0.6250439117767029,VolC,True,True
absret_mean_26w__low_minus_high,absret,"absret_mean_26w, low minus high",low attention shock from large absolute moves,263,0.03747874427194148,0.0838222051629626,0.1805245946660257,-0.25310098664958836,-0.38771281350753567,-1.2587174714348766,-3.865693043107108,-1.7814058806245296,-3.8048692479790756,2,0.6564193671918129,VolC,True,True
absret_mean_26w__high_minus_low,absret,"absret_mean_26w, high minus low",high attention shock from large absolute moves,263,-0.03747874427194148,-0.0838222051629626,-0.1805245946660257,0.25310098664958836,0.38771281350753567,1.2587174714348766,3.865693043107108,1.7814058806245296,3.8048692479790756,2,0.6564193671918129,VolC,True,True
skew_8w__low_minus_high,skew,"skew_8w, low minus high",low realized skewness; lottery memory and right-tail salience,263,0.026175355285390067,0.07850328341679232,0.17764862336568907,-1.488414178909541,-2.2043510806736153,-1.0153958784582324,-3.5484621482996954,-1.2391961309314905,-3.7668690165427106,2,0.4116049587504894,MAXRET,True,True
skew_8w__high_minus_low,skew,"skew_8w, high minus low",high realized skewness; lottery memory and right-tail salience,263,-0.026175355285390067,-0.07850328341679232,-0.17764862336568907,1.488414178909541,2.2043510806736153,1.0153958784582324,3.5484621482996954,1.2391961309314905,3.7668690165427106,2,0.4116049587504894,MAXRET,True,True
skew_3w__low_minus_high,skew,"skew_3w, low minus high",low realized skewness; lottery memory and right-tail salience,263,-0.0273263102923296,-0.08379141961633163,-0.2126118690619816,-0.40138863469437724,-1.0319833556369564,-0.6329376933855266,-4.785937273456842,-0.9323425971248438,-3.737543027174253,2,0.3037008629454053,MAXRET,True,True
skew_3w__high_minus_low,skew,"skew_3w, high minus low",high realized skewness; lottery memory and right-tail salience,263,0.0273263102923296,0.08379141961633163,0.2126118690619816,0.40138863469437724,1.0319833556369564,0.6329376933855266,4.785937273456842,0.9323425971248438,3.737543027174253,2,0.3037008629454053,MAXRET,True,True
price_to_low_12w__high_minus_low,price,"price_to_low_12w, high minus low",distance from recent low; rebound anchoring,263,0.2542991660625999,0.6796276898733447,1.6782788647307043,0.6196483834388192,1.0302374592941728,0.7132084874185021,2.6099861492302567,1.1434363982077753,3.5235860201866327,2,0.5766585159713904,MAXRET,True,True
price_to_low_12w__low_minus_high,price,"price_to_low_12w, low minus high",distance from recent low; rebound anchoring,263,-0.2542991660625999,-0.6796276898733447,-1.6782788647307043,-0.6196483834388192,-1.0302374592941728,-0.7132084874185021,-2.6099861492302567,-1.1434363982077753,-3.5235860201866327,2,0.5766585159713904,MAXRET,True,True
price_to_high_12w__high_minus_low,price,"price_to_high_12w, high minus low",distance from recent high; anchoring to prior peak,263,0.08032304676938237,0.17736854091759816,0.40258704474555573,0.17923906476004628,0.2756473222754042,-0.6992293588328391,-1.4631300638787985,-1.312853146847083,-3.3859085041230106,2,0.6293959517557774,NetRel,True,True
price_to_high_12w__low_minus_high,price,"price_to_high_12w, low minus high",distance from recent high; anchoring to prior peak,263,-0.08032304676938237,-0.17736854091759816,-0.40258704474555573,-0.17923906476004628,-0.2756473222754042,0.6992293588328391,1.4631300638787985,1.312853146847083,3.3859085041230106,2,0.6293959517557774,NetRel,True,True
absret_mean_1w__high_minus_low,absret,"absret_mean_1w, high minus low",high attention shock from large absolute moves,263,0.23998993669433655,0.6174769633205844,1.0927224935196207,1.050939421715057,1.6713764947439727,0.9306181676455842,4.061905892938858,0.8836224628593898,3.3554467870535443,2,0.6044989273632287,VolC,True,True
absret_mean_1w__low_minus_high,absret,"absret_mean_1w, low minus high",low attention shock from large absolute moves,263,-0.23998993669433655,-0.6174769633205844,-1.0927224935196207,-1.050939421715057,-1.6713764947439727,-0.9306181676455842,-4.061905892938858,-0.8836224628593898,-3.3554467870535443,2,0.6044989273632287,VolC,True,True
attention_absret_xs_1w__low_minus_high,attention,"attention_absret_xs_1w, low minus high",low attention shock from large absolute moves,263,-0.23998993669433655,-0.6174769633205844,-1.0927224935196207,-1.050939421715057,-1.6713764947439727,-0.9306181676455842,-4.061905892938858,-0.8836224628593898,-3.3554467870535443,2,0.6044989273632287,VolC,True,True
attention_absret_xs_1w__high_minus_low,attention,"attention_absret_xs_1w, high minus low",high attention shock from large absolute moves,263,0.23998993669433655,0.6174769633205844,1.0927224935196207,1.050939421715057,1.6713764947439727,0.9306181676455842,4.061905892938858,0.8836224628593898,3.3554467870535443,2,0.6044989273632287,VolC,True,True
minret_12w__low_minus_high,minret,"minret_12w, low minus high",capitulation/crash rebound,263,0.02297938204889332,0.04590541319426284,0.09679233158195201,-0.2026469293958456,-0.3142148912709804,1.1480883329244196,2.7823512075777073,1.420633570504015,3.33595454813781,2,0.6603633890588835,VolC,True,True
minret_12w__high_minus_low,minret,"minret_12w, high minus low",crash resilience,263,-0.02297938204889332,-0.04590541319426284,-0.09679233158195201,0.2026469293958456,0.3142148912709804,-1.1480883329244196,-2.7823512075777073,-1.420633570504015,-3.33595454813781,2,0.6603633890588835,VolC,True,True
attention_absret_xs_2w__low_minus_high,attention,"attention_absret_xs_2w, low minus high",low attention shock from large absolute moves,263,-0.21491989597346278,-0.5388219292469423,-0.967534394067488,-0.6430398979983245,-1.1578079330399615,-1.0826476522590553,-3.96879054206038,-1.4393010685408172,-3.223683211640857,2,0.7319146766573673,VolC,True,True
attention_absret_xs_2w__high_minus_low,attention,"attention_absret_xs_2w, high minus low",high attention shock from large absolute moves,263,0.21491989597346278,0.5388219292469423,0.967534394067488,0.6430398979983245,1.1578079330399615,1.0826476522590553,3.96879054206038,1.4393010685408172,3.223683211640857,2,0.7319146766573673,VolC,True,True
absret_mean_2w__low_minus_high,absret,"absret_mean_2w, low minus high",low attention shock from large absolute moves,263,-0.21491989597346278,-0.5388219292469423,-0.967534394067488,-0.6430398979983245,-1.1578079330399615,-1.0826476522590553,-3.96879054206038,-1.4393010685408172,-3.223683211640857,2,0.7319146766573673,VolC,True,True
absret_mean_2w__high_minus_low,absret,"absret_mean_2w, high minus low",high attention shock from large absolute moves,263,0.21491989597346278,0.5388219292469423,0.967534394067488,0.6430398979983245,1.1578079330399615,1.0826476522590553,3.96879054206038,1.4393010685408172,3.223683211640857,2,0.7319146766573673,VolC,True,True
skew_12w__low_minus_high,skew,"skew_12w, low minus high",low realized skewness; lottery memory and right-tail salience,263,-0.1805643758476999,-0.556755725989755,-1.170384553181974,-0.7617642522851042,-1.4163221843461211,-0.8092331603742695,-3.134196633963409,-1.089152251324861,-3.1487857928393503,2,0.3462491722760752,VolC,True,True
skew_12w__high_minus_low,skew,"skew_12w, high minus low",high realized skewness; lottery memory and right-tail salience,263,0.1805643758476999,0.556755725989755,1.170384553181974,0.7617642522851042,1.4163221843461211,0.8092331603742695,3.134196633963409,1.089152251324861,3.1487857928393503,2,0.3462491722760752,VolC,True,True
minret_4w__low_minus_high,minret,"minret_4w, low minus high",capitulation/crash rebound,263,-0.07717800969531617,-0.16903821403684444,-0.3647737226778555,0.1378480973009012,0.23802308378577103,0.7618480030395897,2.3001412122501197,1.1754996037749719,3.146865854197063,2,0.6541019164645888,VolC,True,True
minret_4w__high_minus_low,minret,"minret_4w, high minus low",crash resilience,263,0.07717800969531617,0.16903821403684444,0.3647737226778555,-0.1378480973009012,-0.23802308378577103,-0.7618480030395897,-2.3001412122501197,-1.1754996037749719,-3.146865854197063,2,0.6541019164645888,VolC,True,True
price_to_high_2w__low_minus_high,price,"price_to_high_2w, low minus high",distance from recent high; anchoring to prior peak,263,-0.24865156056034682,-0.6511348306968813,-1.365952255461397,-0.3104351261450118,-0.5216832506161214,0.10646562504305201,0.4463854935811872,0.883084582829911,3.082974523538694,2,0.4394023278954392,RMOM1w,True,True
price_to_high_2w__high_minus_low,price,"price_to_high_2w, high minus low",distance from recent high; anchoring to prior peak,263,0.24865156056034682,0.6511348306968813,1.365952255461397,0.3104351261450118,0.5216832506161214,-0.10646562504305201,-0.4463854935811872,-0.883084582829911,-3.082974523538694,2,0.4394023278954392,RMOM1w,True,True
skew_26w__high_minus_low,skew,"skew_26w, high minus low",high realized skewness; lottery memory and right-tail salience,263,-0.01530294211779724,-0.04618808800521772,-0.09344426376198864,0.31862997299355544,0.5295336461395769,0.5422193334698637,2.3470968810267308,1.001721970176718,3.0400084184873184,2,0.2914096287407143,VolC,True,True
skew_26w__low_minus_high,skew,"skew_26w, low minus high",low realized skewness; lottery memory and right-tail salience,263,0.01530294211779724,0.04618808800521772,0.09344426376198864,-0.31862997299355544,-0.5295336461395769,-0.5422193334698637,-2.3470968810267308,-1.001721970176718,-3.0400084184873184,2,0.2914096287407143,VolC,True,True
absret_mean_3w__high_minus_low,absret,"absret_mean_3w, high minus low",high attention shock from large absolute moves,263,0.2565053237803275,0.5740027558073696,1.1032833269620788,0.8913328265399836,1.4408941488435325,1.3549397034914583,4.21298520537638,1.929731258490234,3.0132072843073625,2,0.7944920791930533,VolC,True,True
absret_mean_3w__low_minus_high,absret,"absret_mean_3w, low minus high",low attention shock from large absolute moves,263,-0.2565053237803275,-0.5740027558073696,-1.1032833269620788,-0.8913328265399836,-1.4408941488435325,-1.3549397034914583,-4.21298520537638,-1.929731258490234,-3.0132072843073625,2,0.7944920791930533,VolC,True,True
upfreq_52w__high_minus_low,upfreq,"upfreq_52w, high minus low",trend consistency and representativeness,263,0.1826804257510341,0.4464345269165179,0.9059281380528532,-0.5351382011376581,-0.9965200308698549,-0.9970752541962035,-2.4147346624167674,-1.2665311176772385,-2.969017813482992,2,0.4359381997452529,RC,True,True
upfreq_52w__low_minus_high,upfreq,"upfreq_52w, low minus high",trend consistency and representativeness,263,-0.1826804257510341,-0.4464345269165179,-0.9059281380528532,0.5351382011376581,0.9965200308698549,0.9970752541962035,2.4147346624167674,1.2665311176772385,2.969017813482992,2,0.4359381997452529,RC,True,True
price_to_high_52w__high_minus_low,price,"price_to_high_52w, high minus low",distance from recent high; anchoring to prior peak,263,0.09908260302178207,0.2089491589381989,0.497302430802347,-0.6758293868018131,-1.0977049173022013,-1.0894907709263495,-1.8679892099714375,-1.6009118125209518,-2.9006157149051894,2,0.5070038853008957,RC,True,True
price_to_high_52w__low_minus_high,price,"price_to_high_52w, low minus high",distance from recent high; anchoring to prior peak,263,-0.09908260302178207,-0.2089491589381989,-0.497302430802347,0.6758293868018131,1.0977049173022013,1.0894907709263495,1.8679892099714375,1.6009118125209518,2.9006157149051894,2,0.5070038853008957,RC,True,True
price_to_low_8w__high_minus_low,price,"price_to_low_8w, high minus low",distance from recent low; rebound anchoring,263,0.32546192271338775,0.9611786385415958,2.1154520546279483,0.7321035209195889,1.1310166453150357,1.009544019198492,3.1231278921172327,1.0168113637326142,2.8813347011008315,2,0.7347429755304575,MAXRET,True,True
price_to_low_8w__low_minus_high,price,"price_to_low_8w, low minus high",distance from recent low; rebound anchoring,263,-0.32546192271338775,-0.9611786385415958,-2.1154520546279483,-0.7321035209195889,-1.1310166453150357,-1.009544019198492,-3.1231278921172327,-1.0168113637326142,-2.8813347011008315,2,0.7347429755304575,MAXRET,True,True
price_to_high_26w__low_minus_high,price,"price_to_high_26w, low minus high",distance from recent high; anchoring to prior peak,263,-0.0040255138980007325,-0.008104949351807042,-0.019443966400080847,0.6626606728671777,1.0905601775981748,1.1234789708625414,2.553176381409846,1.356487199105742,2.8144364639304715,2,0.5250728240746299,RC,True,True
price_to_high_26w__high_minus_low,price,"price_to_high_26w, high minus low",distance from recent high; anchoring to prior peak,263,0.0040255138980007325,0.008104949351807042,0.019443966400080847,-0.6626606728671777,-1.0905601775981748,-1.1234789708625414,-2.553176381409846,-1.356487199105742,-2.8144364639304715,2,0.5250728240746299,RC,True,True
price_to_high_1w__high_minus_low,price,"price_to_high_1w, high minus low",distance from recent high; anchoring to prior peak,263,0.2265643484447669,0.735076336834826,1.5712999844155386,-0.0026096596420923076,-0.0051158931742143424,0.4050079260518617,2.3097052487033607,0.7941815512146577,2.734623146596004,2,0.27271308445338927,SMBC,True,True
price_to_high_1w__low_minus_high,price,"price_to_high_1w, low minus high",distance from recent high; anchoring to prior peak,263,-0.2265643484447669,-0.735076336834826,-1.5712999844155386,0.0026096596420923076,0.0051158931742143424,-0.4050079260518617,-2.3097052487033607,-0.7941815512146577,-2.734623146596004,2,0.27271308445338927,SMBC,True,True
price_to_low_1w__high_minus_low,price,"price_to_low_1w, high minus low",distance from recent low; rebound anchoring,263,0.2265643484447669,0.735076336834826,1.5712999844155386,-0.0026096596420923076,-0.0051158931742143424,0.4050079260518617,2.3097052487033607,0.7941815512146577,2.734623146596004,2,0.27271308445338927,SMBC,True,True
price_to_low_1w__low_minus_high,price,"price_to_low_1w, low minus high",distance from recent low; rebound anchoring,263,-0.2265643484447669,-0.735076336834826,-1.5712999844155386,0.0026096596420923076,0.0051158931742143424,-0.4050079260518617,-2.3097052487033607,-0.7941815512146577,-2.734623146596004,2,0.27271308445338927,SMBC,True,True
vol_2w__low_minus_high,vol,"vol_2w, low minus high",low volatility/lottery demand,263,-0.10193207216344013,-0.2746972000570731,-0.5241180527359196,-0.060477679656782746,-0.10312009513603458,-0.850827640283227,-2.1335108181597042,-1.2220615944212194,-2.6338152642753836,2,0.5622228255832772,VolC,True,True
vol_2w__high_minus_low,vol,"vol_2w, high minus low",high volatility/lottery demand,263,0.10193207216344013,0.2746972000570731,0.5241180527359196,0.060477679656782746,0.10312009513603458,0.850827640283227,2.1335108181597042,1.2220615944212194,2.6338152642753836,2,0.5622228255832772,VolC,True,True
price_to_low_4w__high_minus_low,price,"price_to_low_4w, high minus low",distance from recent low; rebound anchoring,263,0.4929169726367309,1.393053958227835,2.8426732018581653,0.6789459464472021,1.551517092844266,0.4830396203080902,2.2966341360656872,0.5921977422639504,2.627709267107466,2,0.6053626475312708,MAXRET,True,True
price_to_low_4w__low_minus_high,price,"price_to_low_4w, low minus high",distance from recent low; rebound anchoring,263,-0.4929169726367309,-1.393053958227835,-2.8426732018581653,-0.6789459464472021,-1.551517092844266,-0.4830396203080902,-2.2966341360656872,-0.5921977422639504,-2.627709267107466,2,0.6053626475312708,MAXRET,True,True
price_to_low_52w__high_minus_low,price,"price_to_low_52w, high minus low",distance from recent low; rebound anchoring,263,0.18184742066482504,0.5360980963324584,1.307956278692378,0.7182939467471985,1.2082619005740827,1.0664542086412048,4.579174677842845,1.151961736451542,2.5590674246121674,2,0.31981492479087725,TVLC,True,True
price_to_low_52w__low_minus_high,price,"price_to_low_52w, low minus high",distance from recent low; rebound anchoring,263,-0.18184742066482504,-0.5360980963324584,-1.307956278692378,-0.7182939467471985,-1.2082619005740827,-1.0664542086412048,-4.579174677842845,-1.151961736451542,-2.5590674246121674,2,0.31981492479087725,TVLC,True,True
maxret_2w__high_minus_low,maxret,"maxret_2w, high minus low",high maximum-return lottery salience,263,0.26546099596213196,0.7215117256311551,1.372166952331619,0.7552534333023756,1.2617625889677537,0.6521709062641621,3.275687465759275,0.5297832485763736,2.2532949068080823,2,0.548704468068076,RMOM2w,True,True
maxret_2w__low_minus_high,maxret,"maxret_2w, low minus high",low maximum-return lottery salience,263,-0.26546099596213196,-0.7215117256311551,-1.372166952331619,-0.7552534333023756,-1.2617625889677537,-0.6521709062641621,-3.275687465759275,-0.5297832485763736,-2.2532949068080823,2,0.548704468068076,RMOM2w,True,True
minret_26w__low_minus_high,minret,"minret_26w, low minus high",capitulation/crash rebound,263,0.02571184327007818,0.05336776226716756,0.11031941259886978,0.5950495472104685,0.7952653142327333,1.2003371729692889,2.7006259010839675,1.2090263415409346,2.199083508039489,2,0.5739372990931355,VolC,True,True
minret_26w__high_minus_low,minret,"minret_26w, high minus low",crash resilience,263,-0.02571184327007818,-0.05336776226716756,-0.11031941259886978,-0.5950495472104685,-0.7952653142327333,-1.2003371729692889,-2.7006259010839675,-1.2090263415409346,-2.199083508039489,2,0.5739372990931355,VolC,True,True
beta_12w__low_minus_high,beta,"beta_12w, low minus high",low market beta; speculative risk-on demand,251,0.08150872522403835,0.19878207270790915,0.4883862706253746,0.24214330717838933,0.33079935068132227,0.8870858769055557,3.3901605042411345,0.7728160128190551,2.111166783938553,2,0.16204287534378892,SMBC,True,True
beta_12w__high_minus_low,beta,"beta_12w, high minus low",high market beta; speculative risk-on demand,251,-0.08150872522403835,-0.19878207270790915,-0.4883862706253746,-0.24214330717838933,-0.33079935068132227,-0.8870858769055557,-3.3901605042411345,-0.7728160128190551,-2.111166783938553,2,0.16204287534378892,SMBC,True,True
vol_3w__low_minus_high,vol,"vol_3w, low minus high",low volatility/lottery demand,263,-0.12196297519824623,-0.30172999463934214,-0.5940954358161746,-0.6419791702246793,-0.9427685772180607,-1.3770947160987252,-3.20871282703997,-0.6919666633417598,-2.0965418961166598,2,0.7630431602002625,VolC,True,True
vol_3w__high_minus_low,vol,"vol_3w, high minus low",high volatility/lottery demand,263,0.12196297519824623,0.30172999463934214,0.5940954358161746,0.6419791702246793,0.9427685772180607,1.3770947160987252,3.20871282703997,0.6919666633417598,2.0965418961166598,2,0.7630431602002625,VolC,True,True
minret_52w__low_minus_high,minret,"minret_52w, low minus high",capitulation/crash rebound,263,0.07154273994199536,0.17213683894902138,0.3679349979462973,0.15960666018795688,0.24266265102394605,1.0393898462333022,2.758964915737369,1.0839050182472534,1.9414256262713054,2,0.5460889706464364,VolC,False,True
minret_52w__high_minus_low,minret,"minret_52w, high minus low",crash resilience,263,-0.07154273994199536,-0.17213683894902138,-0.3679349979462973,-0.15960666018795688,-0.24266265102394605,-1.0393898462333022,-2.758964915737369,-1.0839050182472534,-1.9414256262713054,2,0.5460889706464364,VolC,False,True
