week,factor,ic
2020-06-22,MAXRET,-0.5818181818181818
2020-06-22,CRASH8,-0.044155844155844164
2020-06-22,BETA26,0.11688311688311687
2020-06-22,NEWC,-0.23261863260208737
2020-06-22,SKEW52,0.3025974025974026
2020-06-22,TVLC,
2020-06-29,VOLC,-0.2792207792207792
2020-06-29,MAXRET,-0.36363636363636365
2020-06-29,CRASH8,-0.0012987012987012987
2020-06-29,BETA26,0.23376623376623373
2020-06-29,NEWC,0.14100067953813678
2020-06-29,SKEW52,-0.2038961038961039
2020-06-29,TVLC,
2020-07-06,VOLC,-0.34675324675324676
2020-07-06,MAXRET,-0.41038961038961036
2020-07-06,CRASH8,0.0987012987012987
2020-07-06,BETA26,0.6025974025974027
2020-07-06,NEWC,-0.1923327241626197
2020-07-06,SKEW52,0.251948051948052
2020-07-06,TVLC,
2020-07-13,VOLC,0.6116883116883116
2020-07-13,MAXRET,0.5168831168831168
2020-07-13,CRASH8,-0.3675324675324675
2020-07-13,BETA26,-0.374025974025974
2020-07-13,NEWC,-0.34113067630194377
2020-07-13,SKEW52,0.287012987012987
2020-07-13,TVLC,
2020-07-20,VOLC,0.3506493506493506
2020-07-20,MAXRET,0.28441558441558445
2020-07-20,CRASH8,-0.34155844155844156
2020-07-20,BETA26,-0.4636363636363636
2020-07-20,NEWC,-0.21052636023205668
2020-07-20,SKEW52,0.3922077922077922
2020-07-20,TVLC,
2020-07-27,VOLC,-0.29740259740259745
2020-07-27,MAXRET,-0.21428571428571425
2020-07-27,CRASH8,0.374025974025974
2020-07-27,BETA26,0.7233766233766233
2020-07-27,NEWC,0.39051340277612984
2020-07-27,SKEW52,-0.05714285714285714
2020-07-27,TVLC,
2020-08-03,VOLC,-0.17922077922077922
2020-08-03,MAXRET,-0.22077922077922077
2020-08-03,CRASH8,0.5064935064935064
2020-08-03,BETA26,0.21038961038961035
2020-08-03,NEWC,0.2358674961859154
2020-08-03,SKEW52,-0.045454545454545456
2020-08-03,TVLC,
2020-08-10,VOLC,0.20779220779220778
2020-08-10,MAXRET,0.30129870129870134
2020-08-10,CRASH8,-0.09090909090909091
2020-08-10,BETA26,-0.22077922077922077
2020-08-10,NEWC,0.18453545156143245
2020-08-10,SKEW52,0.015584415584415586
2020-08-10,TVLC,
2020-08-17,VOLC,0.125974025974026
2020-08-17,MAXRET,0.12337662337662336
2020-08-17,CRASH8,0.05584415584415584
2020-08-17,BETA26,-0.21688311688311687
2020-08-17,NEWC,-0.22150809553136408
2020-08-17,SKEW52,0.5493506493506494
2020-08-17,TVLC,
2020-08-24,VOLC,0.5961038961038961
2020-08-24,MAXRET,0.5376623376623377
2020-08-24,CRASH8,-0.39350649350649347
2020-08-24,BETA26,-0.4896103896103896
2020-08-24,NEWC,-0.43637163958319125
2020-08-24,SKEW52,0.2597402597402597
2020-08-24,TVLC,
2020-08-31,VOLC,0.251948051948052
2020-08-31,MAXRET,0.27792207792207796
2020-08-31,CRASH8,-0.007792207792207793
2020-08-31,BETA26,0.07142857142857142
2020-08-31,NEWC,0.04742224198860204
2020-08-31,SKEW52,-0.1077922077922078
2020-08-31,TVLC,
2020-09-07,VOLC,0.47727272727272735
2020-09-07,MAXRET,0.43280632411067194
2020-09-07,CRASH8,-0.2324675324675325
2020-09-07,BETA26,-0.34675324675324676
2020-09-07,NEWC,-0.129214732757934
2020-09-07,SKEW52,0.087012987012987
2020-09-07,TVLC,
2020-09-14,VOLC,0.25304347826086954
2020-09-14,MAXRET,0.21130434782608692
2020-09-14,CRASH8,-0.3337662337662338
2020-09-14,BETA26,-0.2324675324675325
2020-09-14,NEWC,-0.27409185736531455
2020-09-14,SKEW52,0.31428571428571433
2020-09-14,TVLC,
2020-09-21,VOLC,0.14869565217391303
2020-09-21,MAXRET,0.09565217391304347
2020-09-21,CRASH8,-0.2964426877470355
2020-09-21,BETA26,-0.3363636363636363
2020-09-21,NEWC,-0.4013854815380722
2020-09-21,SKEW52,0.23636363636363636
2020-09-21,TVLC,
2020-09-28,VOLC,0.14260869565217388
2020-09-28,MAXRET,-0.04434782608695652
2020-09-28,CRASH8,-0.05391304347826086
2020-09-28,BETA26,0.13766233766233765
2020-09-28,NEWC,-0.2767231422906083
2020-09-28,SKEW52,0.13506493506493505
2020-09-28,TVLC,
2020-10-05,VOLC,0.1443478260869565
2020-10-05,MAXRET,0.023478260869565212
2020-10-05,CRASH8,-0.5252173913043477
2020-10-05,BETA26,-0.12467532467532469
2020-10-05,NEWC,-0.25209512468254425
2020-10-05,SKEW52,0.16753246753246753
2020-10-05,TVLC,
2020-10-12,VOLC,0.34384615384615386
2020-10-12,MAXRET,-0.036923076923076927
2020-10-12,CRASH8,-0.4434782608695652
2020-10-12,BETA26,-0.3090909090909091
2020-10-12,NEWC,-0.44809309814672044
2020-10-12,SKEW52,0.24545454545454545
2020-10-12,TVLC,
2020-10-19,VOLC,0.2957264957264957
2020-10-19,MAXRET,-0.3217094017094017
2020-10-19,CRASH8,-0.797391304347826
2020-10-19,BETA26,-0.612987012987013
2020-10-19,NEWC,-0.5159622282911485
2020-10-19,SKEW52,0.13636363636363635
2020-10-19,TVLC,
2020-10-26,VOLC,0.0030769230769230765
2020-10-26,MAXRET,-0.02427350427350427
2020-10-26,CRASH8,0.04076923076923076
2020-10-26,BETA26,0.10389610389610389
2020-10-26,NEWC,0.011586347219151444
2020-10-26,SKEW52,0.08051948051948052
2020-10-26,TVLC,
2020-11-02,VOLC,-0.1323076923076923
2020-11-02,MAXRET,0.13641025641025642
2020-11-02,CRASH8,0.08170940170940172
2020-11-02,BETA26,-0.1155844155844156
2020-11-02,NEWC,0.1898188799733322
2020-11-02,SKEW52,-0.22597402597402597
2020-11-02,TVLC,
2020-11-09,VOLC,0.3270935960591132
2020-11-09,MAXRET,0.18522167487684724
2020-11-09,CRASH8,-0.5083760683760683
2020-11-09,BETA26,-0.0909090909090909
2020-11-09,NEWC,-0.5058549892276333
2020-11-09,SKEW52,0.03506493506493507
2020-11-09,TVLC,
2020-11-16,VOLC,0.08620689655172412
2020-11-16,MAXRET,-0.003940886699507388
2020-11-16,CRASH8,-0.35521367521367525
2020-11-16,BETA26,-0.19913043478260867
2020-11-16,NEWC,-0.39023803506205823
2020-11-16,SKEW52,-0.38311688311688313
2020-11-16,TVLC,
2020-11-23,VOLC,0.04334975369458127
2020-11-23,MAXRET,0.03399014778325122
2020-11-23,CRASH8,0.18719211822660095
2020-11-23,BETA26,-0.07130434782608694
2020-11-23,NEWC,0.08036487645624193
2020-11-23,SKEW52,0.18311688311688312
2020-11-23,TVLC,
2020-11-30,VOLC,0.07142857142857141
2020-11-30,MAXRET,0.1004926108374384
2020-11-30,CRASH8,-0.21083743842364527
2020-11-30,BETA26,-0.07565217391304348
2020-11-30,NEWC,-0.2889191264009679
2020-11-30,SKEW52,0.14025974025974028
2020-11-30,TVLC,
2020-12-07,VOLC,0.044334975369458116
2020-12-07,MAXRET,-0.009359605911330046
2020-12-07,CRASH8,-0.3660098522167487
2020-12-07,BETA26,-0.3278260869565217
2020-12-07,NEWC,-0.261309107495756
2020-12-07,SKEW52,0.42987012987012985
2020-12-07,TVLC,
2020-12-14,VOLC,-0.10640394088669947
2020-12-14,MAXRET,-0.21379310344827585
2020-12-14,CRASH8,-0.3798029556650246
2020-12-14,BETA26,-0.32692307692307687
2020-12-14,NEWC,-0.17108351000193833
2020-12-14,SKEW52,0.5025974025974026
2020-12-14,TVLC,
2020-12-21,VOLC,0.20985221674876844
2020-12-21,MAXRET,-0.0901477832512315
2020-12-21,CRASH8,-0.3541871921182265
2020-12-21,BETA26,0.09196581196581195
2020-12-21,NEWC,0.05127574939539363
2020-12-21,SKEW52,0.22337662337662337
2020-12-21,TVLC,
2020-12-28,VOLC,0.4364532019704433
2020-12-28,MAXRET,0.5137931034482758
2020-12-28,CRASH8,0.3911330049261083
2020-12-28,BETA26,-0.1569230769230769
2020-12-28,NEWC,-0.05423396570666634
2020-12-28,SKEW52,-0.1077922077922078
2020-12-28,TVLC,
2021-01-04,VOLC,-0.004433497536945812
2021-01-04,MAXRET,-0.003448275862068965
2021-01-04,CRASH8,0.09261083743842362
2021-01-04,BETA26,0.4899145299145299
2021-01-04,NEWC,0.48169622268557283
2021-01-04,SKEW52,0.13376623376623376
2021-01-04,TVLC,
2021-01-11,VOLC,0.07586206896551723
2021-01-11,MAXRET,-0.014778325123152707
2021-01-11,CRASH8,-0.1650246305418719
2021-01-11,BETA26,0.10098522167487682
2021-01-11,NEWC,0.2849748379859377
2021-01-11,SKEW52,-0.08831168831168833
2021-01-11,TVLC,
2021-01-18,VOLC,-0.06453201970443348
2021-01-18,MAXRET,-0.06157635467980294
2021-01-18,CRASH8,0.1926108374384236
2021-01-18,BETA26,0.17487684729064035
2021-01-18,NEWC,0.022679658386424106
2021-01-18,SKEW52,0.13506493506493505
2021-01-18,TVLC,
2021-01-25,VOLC,-0.23596059113300488
2021-01-25,MAXRET,-0.234975369458128
2021-01-25,CRASH8,-0.4901477832512314
2021-01-25,BETA26,0.47044334975369445
2021-01-25,NEWC,0.030075199164605878
2021-01-25,SKEW52,0.2545454545454545
2021-01-25,TVLC,
2021-02-01,VOLC,0.3389162561576354
2021-02-01,MAXRET,0.502463054187192
2021-02-01,CRASH8,0.3325123152709359
2021-02-01,BETA26,-0.5177339901477831
2021-02-01,NEWC,-0.10772837733551449
2021-02-01,SKEW52,0.1753246753246753
2021-02-01,TVLC,
2021-02-08,VOLC,0.267487684729064
2021-02-08,MAXRET,0.25418719211822655
2021-02-08,CRASH8,-0.28620689655172404
2021-02-08,BETA26,-0.2344827586206896
2021-02-08,NEWC,-0.09959328247951453
2021-02-08,SKEW52,0.2766798418972332
2021-02-08,TVLC,
2021-02-15,VOLC,0.15960591133004923
2021-02-15,MAXRET,0.08472906403940884
2021-02-15,CRASH8,-0.12167487684729061
2021-02-15,BETA26,0.0024630541871921174
2021-02-15,NEWC,0.20165174521842302
2021-02-15,SKEW52,0.15217391304347824
2021-02-15,TVLC,
2021-02-22,VOLC,0.16847290640394083
2021-02-22,MAXRET,0.28472906403940884
2021-02-22,CRASH8,0.10935960591133002
2021-02-22,BETA26,-0.48522167487684714
2021-02-22,NEWC,0.1298007741306135
2021-02-22,SKEW52,0.5295652173913042
2021-02-22,TVLC,
2021-03-01,VOLC,-0.31034482758620685
2021-03-01,MAXRET,-0.21231527093596053
2021-03-01,CRASH8,0.0881773399014778
2021-03-01,BETA26,0.19014778325123147
2021-03-01,NEWC,-0.029388854520138907
2021-03-01,SKEW52,0.014782608695652172
2021-03-01,TVLC,
2021-03-08,VOLC,0.2389162561576354
2021-03-08,MAXRET,0.22019704433497533
2021-03-08,CRASH8,0.08571428571428569
2021-03-08,BETA26,-0.18768472906403935
2021-03-08,NEWC,-0.01669821279553347
2021-03-08,SKEW52,0.2269565217391304
2021-03-08,TVLC,
2021-03-15,VOLC,0.035817575083426034
2021-03-15,MAXRET,-0.17063403781979977
2021-03-15,CRASH8,-0.267487684729064
2021-03-15,BETA26,0.18177339901477826
2021-03-15,NEWC,-0.16742741362988223
2021-03-15,SKEW52,-0.21846153846153843
2021-03-15,TVLC,
2021-03-22,VOLC,0.3699666295884316
2021-03-22,MAXRET,0.22447163515016688
2021-03-22,CRASH8,0.3270935960591132
2021-03-22,BETA26,-0.167487684729064
2021-03-22,NEWC,-0.0013358570236426774
2021-03-22,SKEW52,0.09743589743589742
2021-03-22,TVLC,
2021-03-29,VOLC,0.37263626251390436
2021-03-29,MAXRET,0.35661846496106786
2021-03-29,CRASH8,0.23159065628476083
2021-03-29,BETA26,0.04729064039408866
2021-03-29,NEWC,-0.21663148066738752
2021-03-29,SKEW52,-0.0441025641025641
2021-03-29,TVLC,
2021-04-05,VOLC,-0.15016685205784203
2021-04-05,MAXRET,-0.18264738598442715
2021-04-05,CRASH8,0.21067853170189096
2021-04-05,BETA26,0.0354679802955665
2021-04-05,NEWC,-0.23800519304567036
2021-04-05,SKEW52,-0.06598290598290597
2021-04-05,TVLC,
2021-04-12,VOLC,0.33125695216907675
2021-04-12,MAXRET,0.2774193548387097
2021-04-12,CRASH8,-0.13726362625139044
2021-04-12,BETA26,-0.44334975369458113
2021-04-12,NEWC,0.18078598386630904
2021-04-12,SKEW52,0.48325123152709354
2021-04-12,TVLC,
2021-04-19,VOLC,-0.22580645161290322
2021-04-19,MAXRET,-0.13236929922135707
2021-04-19,CRASH8,0.4553948832035596
2021-04-19,BETA26,0.5773399014778323
2021-04-19,NEWC,0.01781142698190237
2021-04-19,SKEW52,-0.4980295566502462
2021-04-19,TVLC,
2021-04-26,VOLC,0.029588431590656286
2021-04-26,MAXRET,0.02246941045606229
2021-04-26,CRASH8,0.0028921023359288096
2021-04-26,BETA26,0.18275862068965515
2021-04-26,NEWC,-0.4392743179411671
2021-04-26,SKEW52,-0.08325123152709359
2021-04-26,TVLC,
2021-05-03,VOLC,0.13681868743047831
2021-05-03,MAXRET,-0.03270300333704116
2021-05-03,CRASH8,-0.03136818687430478
2021-05-03,BETA26,-0.15123152709359602
2021-05-03,NEWC,0.0970722770513679
2021-05-03,SKEW52,-0.15418719211822657
2021-05-03,TVLC,
2021-05-10,VOLC,0.12169076751946609
2021-05-10,MAXRET,0.008231368186874304
2021-05-10,CRASH8,-0.14527252502780869
2021-05-10,BETA26,-0.2266009852216748
2021-05-10,NEWC,-0.2560392628648465
2021-05-10,SKEW52,-0.005911330049261082
2021-05-10,TVLC,
2021-05-17,VOLC,-0.39488320355951056
2021-05-17,MAXRET,-0.1408231368186874
2021-05-17,CRASH8,0.575083426028921
2021-05-17,BETA26,0.20800889877641823
2021-05-17,NEWC,-0.25000006728503404
2021-05-17,SKEW52,0.1251231527093596
2021-05-17,TVLC,
2021-05-24,VOLC,0.3032258064516129
2021-05-24,MAXRET,0.25739710789766407
2021-05-24,CRASH8,-0.1221357063403782
2021-05-24,BETA26,-0.07052280311457175
2021-05-24,NEWC,0.07630229493072205
2021-05-24,SKEW52,-0.11527093596059108
2021-05-24,TVLC,
2021-05-31,VOLC,0.14838709677419354
2021-05-31,MAXRET,0.1332591768631813
2021-05-31,CRASH8,-0.05850945494994438
2021-05-31,BETA26,-0.06473859844271414
2021-05-31,NEWC,-0.461848987104707
2021-05-31,SKEW52,0.1339901477832512
2021-05-31,TVLC,
2021-06-07,VOLC,-0.3687683284457478
2021-06-07,MAXRET,-0.1033724340175953
2021-06-07,CRASH8,0.4082313681868743
2021-06-07,BETA26,0.12347052280311456
2021-06-07,NEWC,0.051907570830274856
2021-06-07,SKEW52,0.03399014778325122
2021-06-07,TVLC,
2021-06-14,VOLC,0.2778592375366568
2021-06-14,MAXRET,0.26099706744868034
2021-06-14,CRASH8,-0.7201334816462737
2021-06-14,BETA26,-0.2978865406006674
2021-06-14,NEWC,-0.2107484059504799
2021-06-14,SKEW52,-0.11133004926108372
2021-06-14,TVLC,
2021-06-21,VOLC,-0.04728739002932551
2021-06-21,MAXRET,0.2071114369501466
2021-06-21,CRASH8,0.26392961876832843
2021-06-21,BETA26,-0.03848720800889878
2021-06-21,NEWC,0.19570804973817413
2021-06-21,SKEW52,0.3798029556650246
2021-06-21,TVLC,
2021-06-28,VOLC,-0.21774193548387094
2021-06-28,MAXRET,-0.282258064516129
2021-06-28,CRASH8,0.2657624633431085
2021-06-28,BETA26,-0.18086763070077863
2021-06-28,NEWC,0.15719006431641538
2021-06-28,SKEW52,0.351231527093596
2021-06-28,TVLC,
2021-07-05,VOLC,0.6030058651026393
2021-07-05,MAXRET,0.5414222873900293
2021-07-05,CRASH8,-0.12096774193548386
2021-07-05,BETA26,0.016240266963292546
2021-07-05,NEWC,-0.4977991068316818
2021-07-05,SKEW52,-0.2866995073891625
2021-07-05,TVLC,
2021-07-12,VOLC,-0.3541055718475073
2021-07-12,MAXRET,-0.2730938416422287
2021-07-12,CRASH8,0.3020527859237536
2021-07-12,BETA26,-0.160845383759733
2021-07-12,NEWC,-0.02824652264262307
2021-07-12,SKEW52,0.2507389162561576
2021-07-12,TVLC,
2021-07-19,VOLC,0.005498533724340175
2021-07-19,MAXRET,0.18951612903225803
2021-07-19,CRASH8,0.0406891495601173
2021-07-19,BETA26,-0.15283648498331479
2021-07-19,NEWC,-0.045121068636917366
2021-07-19,SKEW52,0.35911330049261075
2021-07-19,TVLC,
2021-07-26,VOLC,-0.08431085043988269
2021-07-26,MAXRET,0.11473607038123164
2021-07-26,CRASH8,0.2104105571847507
2021-07-26,BETA26,-0.14972191323692993
2021-07-26,NEWC,0.38762550477635555
2021-07-26,SKEW52,0.08275862068965516
2021-07-26,TVLC,
2021-08-02,VOLC,0.2551319648093841
2021-08-02,MAXRET,0.06928152492668621
2021-08-02,CRASH8,-0.038489736070381225
2021-08-02,BETA26,0.36062291434927696
2021-08-02,NEWC,-0.38648531917026197
2021-08-02,SKEW52,-0.43842364532019695
2021-08-02,TVLC,
2021-08-09,VOLC,0.04142228739002932
2021-08-09,MAXRET,0.05865102639296187
2021-08-09,CRASH8,0.2921554252199413
2021-08-09,BETA26,-0.37903225806451607
2021-08-09,NEWC,0.13178415550821432
2021-08-09,SKEW52,0.21379310344827585
2021-08-09,TVLC,
2021-08-16,VOLC,-0.10427807486631017
2021-08-16,MAXRET,-0.1483957219251337
2021-08-16,CRASH8,0.10887096774193547
2021-08-16,BETA26,-0.08760997067448678
2021-08-16,NEWC,0.2022626887904496
2021-08-16,SKEW52,0.04160177975528365
2021-08-16,TVLC,
2021-08-23,VOLC,0.2360580595874713
2021-08-23,MAXRET,0.20061115355233
2021-08-23,CRASH8,0.04875366568914955
2021-08-23,BETA26,0.06524926686217009
2021-08-23,NEWC,-0.10288948568100723
2021-08-23,SKEW52,0.06963292547274749
2021-08-23,TVLC,
2021-08-30,VOLC,-0.042933537051184106
2021-08-30,MAXRET,-0.17830404889228418
2021-08-30,CRASH8,0.02840909090909091
2021-08-30,BETA26,-0.1997800586510264
2021-08-30,NEWC,0.12337565370664612
2021-08-30,SKEW52,0.09410456062291435
2021-08-30,TVLC,
2021-09-06,VOLC,-0.05454545454545454
2021-09-06,MAXRET,0.20061115355233
2021-09-06,CRASH8,0.09243697478991594
2021-09-06,BETA26,-0.19684750733137826
2021-09-06,NEWC,0.3407736457399184
2021-09-06,SKEW52,0.34905450500556173
2021-09-06,TVLC,
2021-09-13,VOLC,0.20091673032849505
2021-09-13,MAXRET,0.08235294117647057
2021-09-13,CRASH8,-0.22597402597402597
2021-09-13,BETA26,-0.03262463343108504
2021-09-13,NEWC,-0.3028589467073928
2021-09-13,SKEW52,0.15016685205784203
2021-09-13,TVLC,
2021-09-20,VOLC,-0.30572956455309397
2021-09-20,MAXRET,-0.21283422459893048
2021-09-20,CRASH8,0.2213903743315508
2021-09-20,BETA26,-0.044721407624633426
2021-09-20,NEWC,-0.15807983386948216
2021-09-20,SKEW52,-0.13770856507230256
2021-09-20,TVLC,
2021-09-27,VOLC,0.3833460656990068
2021-09-27,MAXRET,0.43346065699006875
2021-09-27,CRASH8,0.11841100076394193
2021-09-27,BETA26,0.19354838709677416
2021-09-27,NEWC,-0.2568415095751741
2021-09-27,SKEW52,-0.08698553948832036
2021-09-27,TVLC,
2021-10-04,VOLC,0.007181054239877769
2021-10-04,MAXRET,-0.10649350649350649
2021-10-04,CRASH8,-0.1343009931245225
2021-10-04,BETA26,-0.249633431085044
2021-10-04,NEWC,-0.17092190934824084
2021-10-04,SKEW52,0.2729699666295884
2021-10-04,TVLC,
2021-10-11,VOLC,-0.17158135981665393
2021-10-11,MAXRET,-0.12452253628724218
2021-10-11,CRASH8,0.173109243697479
2021-10-11,BETA26,0.24926686217008792
2021-10-11,NEWC,0.009937320310944235
2021-10-11,SKEW52,0.16751946607341492
2021-10-11,TVLC,
2021-10-18,VOLC,-0.2595874713521772
2021-10-18,MAXRET,-0.19052711993888463
2021-10-18,CRASH8,0.08143621084797555
2021-10-18,BETA26,-0.0945855614973262
2021-10-18,NEWC,-0.060846976673166235
2021-10-18,SKEW52,-0.23648498331479423
2021-10-18,TVLC,
2021-10-25,VOLC,-0.10129870129870129
2021-10-25,MAXRET,-0.15874713521772343
2021-10-25,CRASH8,-0.1437738731856379
2021-10-25,BETA26,-0.003819709702062643
2021-10-25,NEWC,-0.152728969086666
2021-10-25,SKEW52,0.13548387096774192
2021-10-25,TVLC,
2021-11-01,VOLC,0.1602750190985485
2021-11-01,MAXRET,0.10374331550802139
2021-11-01,CRASH8,0.19572192513368983
2021-11-01,BETA26,0.006264323911382734
2021-11-01,NEWC,-0.24338790669266494
2021-11-01,SKEW52,-0.0932146829810901
2021-11-01,TVLC,
2021-11-08,VOLC,0.02704354469060351
2021-11-08,MAXRET,0.09029793735676088
2021-11-08,CRASH8,-0.174025974025974
2021-11-08,BETA26,-0.06921313980137508
2021-11-08,NEWC,-0.14615504949634905
2021-11-08,SKEW52,-0.01063049853372434
2021-11-08,TVLC,
2021-11-15,VOLC,0.199694423223835
2021-11-15,MAXRET,0.1679144385026738
2021-11-15,CRASH8,-0.24216959511077155
2021-11-15,BETA26,-0.21436210847975554
2021-11-15,NEWC,-0.10380677678663286
2021-11-15,SKEW52,0.038489736070381225
2021-11-15,TVLC,
2021-11-22,VOLC,0.40748663101604277
2021-11-22,MAXRET,0.2510313216195569
2021-11-22,CRASH8,-0.23361344537815126
2021-11-22,BETA26,-0.42582123758594337
2021-11-22,NEWC,-0.07644092546880181
2021-11-22,SKEW52,-0.056085043988269793
2021-11-22,TVLC,
2021-11-29,VOLC,-0.0802139037433155
2021-11-29,MAXRET,-0.012987012987012986
2021-11-29,CRASH8,0.07990832696715049
2021-11-29,BETA26,0.21680672268907558
2021-11-29,NEWC,0.011466138820320272
2021-11-29,SKEW52,0.08174486803519061
2021-11-29,TVLC,
2021-12-06,VOLC,0.2968678380443086
2021-12-06,MAXRET,0.21405653170359049
2021-12-06,CRASH8,-0.10954927425515659
2021-12-06,BETA26,-0.10710466004583649
2021-12-06,NEWC,-0.1741324282179305
2021-12-06,SKEW52,0.12756598240469205
2021-12-06,TVLC,
2021-12-13,VOLC,0.21161191749427039
2021-12-13,MAXRET,0.4044308632543927
2021-12-13,CRASH8,0.1706646294881589
2021-12-13,BETA26,0.26569900687547743
2021-12-13,NEWC,0.1985935243679471
2021-12-13,SKEW52,-0.028592375366568914
2021-12-13,TVLC,
2021-12-20,VOLC,-0.16852559205500378
2021-12-20,MAXRET,-0.14102368220015277
2021-12-20,CRASH8,-0.038044308632543926
2021-12-20,BETA26,-0.31673032849503435
2021-12-20,NEWC,0.07414769770473775
2021-12-20,SKEW52,0.09494134897360704
2021-12-20,TVLC,
2021-12-27,VOLC,0.01390374331550802
2021-12-27,MAXRET,-0.03498854087089381
2021-12-27,CRASH8,0.16638655462184873
2021-12-27,BETA26,0.1755538579067991
2021-12-27,NEWC,-0.04433573677190505
2021-12-27,SKEW52,0.23240469208211137
2021-12-27,TVLC,
2022-01-03,VOLC,-0.2320855614973262
2022-01-03,MAXRET,-0.11199388846447668
2022-01-03,CRASH8,-0.21925133689839568
2022-01-03,BETA26,0.17433155080213902
2022-01-03,NEWC,-0.09524539313412704
2022-01-03,SKEW52,-0.16165689149560114
2022-01-03,TVLC,
2022-01-10,VOLC,0.253781512605042
2022-01-10,MAXRET,0.3203972498090145
2022-01-10,CRASH8,-0.3790679908326967
2022-01-10,BETA26,-0.2213903743315508
2022-01-10,NEWC,-0.6252867703347987
2022-01-10,SKEW52,-0.2994868035190616
2022-01-10,TVLC,
2022-01-17,VOLC,0.3851795263559969
2022-01-17,MAXRET,0.2647822765469824
2022-01-17,CRASH8,-0.2189457601222307
2022-01-17,BETA26,-0.17249809014514894
2022-01-17,NEWC,-0.34520721941710897
2022-01-17,SKEW52,-0.043114973262032084
2022-01-17,TVLC,
2022-01-24,VOLC,0.08999236058059586
2022-01-24,MAXRET,0.1336898395721925
2022-01-24,CRASH8,0.1605805958747135
2022-01-24,BETA26,0.43651642475171887
2022-01-24,NEWC,0.31631254958990185
2022-01-24,SKEW52,-0.05087853323147441
2022-01-24,TVLC,
2022-01-31,VOLC,0.5431627196333079
2022-01-31,MAXRET,0.36134453781512604
2022-01-31,CRASH8,-0.4502673796791444
2022-01-31,BETA26,-0.24736440030557674
2022-01-31,NEWC,-0.2757988590914369
2022-01-31,SKEW52,-0.2519480519480519
2022-01-31,TVLC,
2022-02-07,VOLC,0.08388082505729565
2022-02-07,MAXRET,0.06982429335370512
2022-02-07,CRASH8,-0.147135217723453
2022-02-07,BETA26,-0.2085561497326203
2022-02-07,NEWC,0.008255619950630596
2022-02-07,SKEW52,0.01145912910618793
2022-02-07,TVLC,
2022-02-14,VOLC,0.018487394957983194
2022-02-14,MAXRET,0.011153552330022918
2022-02-14,CRASH8,-0.03559969442322383
2022-02-14,BETA26,0.10527119938884644
2022-02-14,NEWC,-0.08805994614005967
2022-02-14,SKEW52,0.25469824293353704
2022-02-14,TVLC,
2022-02-21,VOLC,-0.35462184873949576
2022-02-21,MAXRET,-0.37845683728036666
2022-02-21,CRASH8,-0.0612681436210848
2022-02-21,BETA26,0.12543926661573718
2022-02-21,NEWC,-0.12505735406695975
2022-02-21,SKEW52,-0.045072574484339184
2022-02-21,TVLC,
2022-02-28,VOLC,0.093353705118411
2022-02-28,MAXRET,0.049350649350649346
2022-02-28,CRASH8,-0.1865546218487395
2022-02-28,BETA26,0.05546218487394957
2022-02-28,NEWC,-0.26310966546361586
2022-02-28,SKEW52,0.26019862490450724
2022-02-28,TVLC,
2022-03-07,VOLC,0.0239877769289534
2022-03-07,MAXRET,0.2592818945760122
2022-03-07,CRASH8,0.147135217723453
2022-03-07,BETA26,-0.09427043544690604
2022-03-07,NEWC,-0.09004741020224852
2022-03-07,SKEW52,0.29106187929717336
2022-03-07,TVLC,
2022-03-14,VOLC,-0.12177234530175705
2022-03-14,MAXRET,-0.017265087853323147
2022-03-14,CRASH8,0.2724216959511077
2022-03-14,BETA26,0.30450725744843393
2022-03-14,NEWC,0.09539827498506466
2022-03-14,SKEW52,-0.13216195569136746
2022-03-14,TVLC,
2022-03-21,VOLC,-0.0802139037433155
2022-03-21,MAXRET,-0.03284950343773873
2022-03-21,CRASH8,0.3757066462948816
2022-03-21,BETA26,0.2855614973262032
2022-03-21,NEWC,0.3071396385336457
2022-03-21,SKEW52,-0.030404889228418636
2022-03-21,TVLC,
2022-03-28,VOLC,0.2779220779220779
2022-03-28,MAXRET,0.33475935828877
2022-03-28,CRASH8,-0.10618792971734149
2022-03-28,BETA26,-0.1489686783804431
2022-03-28,NEWC,-0.2663201843333055
2022-03-28,SKEW52,0.08418640183346066
2022-03-28,TVLC,
2022-04-04,VOLC,0.34178762414056535
2022-04-04,MAXRET,0.30572956455309397
2022-04-04,CRASH8,-0.2553093964858671
2022-04-04,BETA26,-0.1865546218487395
2022-04-04,NEWC,0.06742089626348319
2022-04-04,SKEW52,0.093353705118411
2022-04-04,TVLC,
2022-04-11,VOLC,-0.17616501145912908
2022-04-11,MAXRET,-0.08449197860962566
2022-04-11,CRASH8,0.23880825057295646
2022-04-11,BETA26,-0.0019862490450725744
2022-04-11,NEWC,0.11145086933351303
2022-04-11,SKEW52,0.2663101604278075
2022-04-11,TVLC,
2022-04-18,VOLC,0.4062643239113827
2022-04-18,MAXRET,0.18594346829640948
2022-04-18,CRASH8,-0.42184873949579826
2022-04-18,BETA26,-0.4212375859434683
2022-04-18,NEWC,-0.33756312687022877
2022-04-18,SKEW52,0.28617265087853316
2022-04-18,TVLC,
2022-04-25,VOLC,0.12971734148204736
2022-04-25,MAXRET,0.05546218487394957
2022-04-25,CRASH8,-0.1902215431627196
2022-04-25,BETA26,-0.05851795263559969
2022-04-25,NEWC,-0.4269990096687269
2022-04-25,SKEW52,0.07929717341482047
