week,pnl_gross,turnover,cost,pnl_net,gross_exposure
2018-10-29,-0.006853431067764207,0.055999999999999994,5.599999999999999e-05,-0.006909431067764206,0.14399999999999996
2018-11-05,-0.0065522712580300775,0.027999999999999997,2.7999999999999996e-05,-0.006580271258030078,0.14399999999999996
2018-11-12,2.7403673483513812e-05,0.068,6.8e-05,-4.059632651648619e-05,0.19199999999999998
2018-11-19,-0.0005095812950919947,0.08399999999999999,8.399999999999998e-05,-0.0005935812950919947,0.168
2018-11-26,-0.0016820418194673586,0.055999999999999994,5.599999999999999e-05,-0.0017380418194673586,0.168
2018-12-03,-0.006910648399596406,0.055999999999999994,5.599999999999999e-05,-0.006966648399596405,0.168
2018-12-10,-0.005772281110415674,0.056,5.6000000000000006e-05,-0.005828281110415673,0.192
2018-12-17,-0.0038162162262258283,0.08399999999999999,8.399999999999998e-05,-0.003900216226225828,0.144
2018-12-24,-0.0035509748474555247,0.0,0.0,-0.0035509748474555247,0.144
2018-12-31,0.0011153330695037212,0.0,0.0,0.0011153330695037212,0.144
2019-01-07,-0.00036054550527521174,0.027999999999999997,2.7999999999999996e-05,-0.0003885455052752117,0.14399999999999996
2019-01-14,-0.0010462586425280243,0.055999999999999994,5.599999999999999e-05,-0.0011022586425280243,0.192
2019-01-21,-0.006012648067925714,0.055999999999999994,5.599999999999999e-05,-0.006068648067925714,0.19199999999999998
2019-01-28,-0.02533494668153774,0.055999999999999994,5.599999999999999e-05,-0.02539094668153774,0.192
2019-02-04,0.00212899619191401,0.092,9.199999999999999e-05,0.00203699619191401,0.21599999999999997
2019-02-11,0.0021446050004739372,0.027999999999999997,2.7999999999999996e-05,0.0021166050004739374,0.216
2019-02-18,0.0010577364029028056,0.0,0.0,0.0010577364029028056,0.216
2019-02-25,-0.0020095812268712296,0.0,0.0,-0.0020095812268712296,0.216
2019-03-04,0.0045280295253233415,0.062,6.2e-05,0.004466029525323341,0.172
2019-03-11,0.005336458469348707,0.0,0.0,0.005336458469348707,0.172
2019-03-18,0.0004752755812873268,0.027999999999999997,2.7999999999999996e-05,0.00044727558128732683,0.172
2019-03-25,0.00573042334840517,0.027999999999999997,2.7999999999999996e-05,0.00570242334840517,0.22799999999999998
2019-04-01,0.004543751108139316,0.09799999999999999,9.799999999999998e-05,0.004445751108139316,0.19999999999999998
2019-04-08,0.006021145522410844,0.0,0.0,0.006021145522410844,0.19999999999999998
2019-04-15,-0.001010934372816655,0.0,0.0,-0.001010934372816655,0.19999999999999998
2019-04-22,0.008743494851994098,0.08399999999999999,8.399999999999998e-05,0.008659494851994097,0.248
2019-04-29,0.0007577035766360542,0.16399999999999998,0.00016399999999999997,0.0005937035766360542,0.27199999999999996
2019-05-06,-0.010403930187190219,0.08399999999999999,8.399999999999998e-05,-0.01048793018719022,0.29600000000000004
2019-05-13,0.008239735401304588,0.14,0.00014000000000000001,0.008099735401304589,0.27199999999999996
2019-05-20,0.010571438783891565,0.0,0.0,0.010571438783891565,0.27199999999999996
2019-05-27,-0.008761943462772093,0.04,4e-05,-0.008801943462772093,0.248
2019-06-03,-0.00846875023753538,0.027999999999999997,2.7999999999999996e-05,-0.008496750237535381,0.248
2019-06-10,-0.00717188762028214,0.11199999999999999,0.00011199999999999998,-0.00728388762028214,0.24800000000000003
2019-06-17,-0.020399584463978368,0.027999999999999997,2.7999999999999996e-05,-0.020427584463978368,0.248
2019-06-24,-0.004933507164918062,0.148,0.000148,-0.005081507164918062,0.272
2019-07-01,-0.00016416189364730147,0.13999999999999999,0.00014,-0.00030416189364730145,0.24799999999999997
2019-07-08,0.005435242355548861,0.027999999999999997,2.7999999999999996e-05,0.005407242355548861,0.28
2019-07-15,0.04525278630030367,0.26599999999999996,0.00026599999999999996,0.044986786300303665,0.6759999999999999
2019-07-22,-0.008115068343856377,0.17799999999999994,0.00017799999999999994,-0.008293068343856376,0.344
2019-07-29,-0.0012623849107583356,0.16799999999999998,0.00016799999999999996,-0.0014303849107583355,0.25599999999999995
2019-08-05,0.03205376163278868,0.30000000000000004,0.00030000000000000003,0.03175376163278868,0.632
2019-08-12,0.01592704420773374,0.3,0.0003,0.01562704420773374,0.29982860887815965
2019-08-19,-0.0004628264803471834,0.1377338211260712,0.0001377338211260712,-0.0006005603014732547,0.32799999999999996
2019-08-26,0.0031158190681003966,0.11199999999999999,0.00011199999999999998,0.0030038190681003964,0.30400000000000005
2019-09-02,-0.004688948064362153,0.14,0.00014000000000000001,-0.004828948064362153,0.27999999999999997
2019-09-09,0.013553372520789073,0.055999999999999994,5.599999999999999e-05,0.013497372520789072,0.23199999999999998
2019-09-16,-0.0004343047045076401,0.124,0.000124,-0.0005583047045076401,0.25599999999999995
2019-09-23,-0.002949248469633156,0.08399999999999999,8.399999999999998e-05,-0.003033248469633156,0.28
2019-09-30,-0.0019863834765675896,0.11199999999999999,0.00011199999999999998,-0.0020983834765675898,0.28
2019-10-07,-0.022571212678882083,0.08399999999999999,8.399999999999998e-05,-0.022655212678882083,0.25599999999999995
2019-10-14,0.005537369255869802,0.06399999999999999,6.399999999999998e-05,0.005473369255869802,0.20799999999999993
2019-10-21,-0.012819124524130369,0.14,0.00014000000000000001,-0.012959124524130368,0.28
2019-10-28,0.017049645925213727,0.14,0.00014000000000000001,0.016909645925213726,0.27999999999999997
2019-11-04,-0.07359235264709911,0.29399999999999993,0.00029399999999999994,-0.07388635264709911,0.7
2019-11-11,0.01593189303233342,0.29999999999999993,0.0002999999999999999,0.01563189303233342,0.34053038674033154
2019-11-18,0.015159465616729484,0.10155801104972376,0.00010155801104972375,0.01505790760567976,0.35200000000000004
2019-11-25,0.0005047999084481472,0.0,0.0,0.0005047999084481472,0.35200000000000004
2019-12-02,0.010289488975258845,0.055999999999999994,5.599999999999999e-05,0.010233488975258845,0.40800000000000003
2019-12-09,0.001589146235817828,0.036000000000000004,3.6e-05,0.001553146235817828,0.43199999999999994
2019-12-16,-0.015522485446737174,0.2999999999999999,0.00029999999999999987,-0.015822485446737172,0.8123636363636361
2019-12-23,0.007213721170779619,0.29999999999999993,0.0002999999999999999,0.006913721170779619,0.4232264929822952
2019-12-30,-0.008042705794960574,0.1349832125493074,0.0001349832125493074,-0.008177689007509882,0.3360000000000001
2020-01-06,-0.0418610743700179,0.136,0.000136,-0.0419970743700179,0.384
2020-01-13,-0.003071614109805808,0.055999999999999994,5.599999999999999e-05,-0.003127614109805808,0.40800000000000003
2020-01-20,-0.010221405413850434,0.027999999999999997,2.7999999999999996e-05,-0.010249405413850434,0.43199999999999994
2020-01-27,0.023732646949223717,0.08399999999999999,8.399999999999998e-05,0.023648646949223716,0.45599999999999996
2020-02-03,-0.019215559278542602,0.16400000000000003,0.00016400000000000003,-0.019379559278542603,0.31200000000000006
2020-02-10,-0.005480411100173147,0.08399999999999999,8.399999999999998e-05,-0.005564411100173147,0.31200000000000006
2020-02-17,0.07173724595280741,0.3,0.0003,0.07143724595280741,0.6439999999999999
2020-02-24,-0.015300084593217403,0.25299999999999995,0.0002529999999999999,-0.015553084593217402,0.31200000000000006
2020-03-02,-0.07066392481067128,0.248,0.000248,-0.07091192481067128,0.52
2020-03-09,0.013909182175869034,0.055999999999999994,5.599999999999999e-05,0.013853182175869033,0.52
2020-03-16,0.0009874606510634231,0.11199999999999999,0.00011199999999999998,0.0008754606510634231,0.44000000000000006
2020-03-23,0.028243937193386325,0.08399999999999999,8.399999999999998e-05,0.028159937193386324,0.4640000000000001
2020-03-30,0.00983127911611737,0.236,0.000236,0.00959527911611737,0.288
2020-04-06,-0.0024597478026597464,0.08399999999999999,8.399999999999998e-05,-0.0025437478026597462,0.288
2020-04-13,0.006576892076730952,0.14,0.00014000000000000001,0.006436892076730952,0.33599999999999997
2020-04-20,-0.004306792547594649,0.08399999999999999,8.399999999999998e-05,-0.004390792547594649,0.33599999999999997
2020-04-27,-0.0009802255632188686,0.08399999999999999,8.399999999999998e-05,-0.0010642255632188685,0.384
2020-05-04,-0.010325924104474351,0.08399999999999999,8.399999999999998e-05,-0.010409924104474352,0.36
2020-05-11,-0.0034607974068510622,0.16799999999999998,0.00016799999999999996,-0.003628797406851062,0.33599999999999997
2020-05-18,0.015456424149873332,0.027999999999999997,2.7999999999999996e-05,0.015428424149873332,0.3360000000000001
2020-05-25,0.0009511541469156862,0.1,0.0001,0.0008511541469156861,0.33599999999999997
2020-06-01,-0.001614696178832255,0.0,0.0,-0.001614696178832255,0.33599999999999997
2020-06-08,-0.010554480555356176,0.0,0.0,-0.010554480555356176,0.33599999999999997
2020-06-15,-0.002912483305563209,0.19599999999999998,0.00019599999999999997,-0.003108483305563209,0.35999999999999993
2020-06-22,-0.03515032858970186,0.092,9.199999999999999e-05,-0.03524232858970186,0.33599999999999997
2020-06-29,-0.030049818920260547,0.11199999999999999,0.00011199999999999998,-0.03016181892026055,0.336
2020-07-06,-0.007752079390498662,0.11199999999999999,0.00011199999999999998,-0.007864079390498662,0.384
2020-07-13,0.012967090079445286,0.14,0.00014000000000000001,0.012827090079445286,0.33599999999999997
2020-07-20,-0.0202987175558045,0.244,0.000244,-0.0205427175558045,0.704
2020-07-27,-0.04284221059032879,0.027999999999999997,2.7999999999999996e-05,-0.04287021059032879,0.728
2020-08-03,0.013402556693113497,0.19599999999999995,0.00019599999999999994,0.013206556693113497,0.33599999999999997
2020-08-10,-0.005919777281161066,0.0,0.0,-0.005919777281161066,0.33599999999999997
2020-08-17,0.017988358470558366,0.047999999999999994,4.7999999999999994e-05,0.017940358470558367,0.38399999999999995
2020-08-24,0.008172642143407577,0.08399999999999999,8.399999999999998e-05,0.008088642143407576,0.33599999999999997
2020-08-31,0.006855817167575254,0.11199999999999999,0.00011199999999999998,0.006743817167575254,0.33599999999999997
2020-09-07,0.009001102539804365,0.196,0.000196,0.008805102539804365,0.36
2020-09-14,0.007147889451487912,0.09599999999999999,9.599999999999999e-05,0.007051889451487913,0.36
2020-09-21,0.005879042198761114,0.11199999999999999,0.00011199999999999998,0.0057670421987611135,0.368
2020-09-28,0.0018846048945201088,0.08399999999999999,8.399999999999998e-05,0.001800604894520109,0.368
2020-10-05,0.0013983546328242722,0.13999999999999999,0.00014,0.0012583546328242723,0.344
2020-10-12,0.010592481936156885,0.06799999999999999,6.8e-05,0.010524481936156885,0.392
2020-10-19,-0.0071062086569154935,0.14,0.00014000000000000001,-0.007246208656915494,0.44800000000000006
2020-10-26,0.006263630581868983,0.11199999999999999,0.00011199999999999998,0.006151630581868983,0.4
2020-11-02,-0.0347981994245448,0.3,0.0003,-0.0350981994245448,0.6502857142857141
2020-11-09,0.010214763286379675,0.2863928571428572,0.00028639285714285724,0.009928370429236819,0.76
2020-11-16,-0.010296041758859472,0.3,0.0003,-0.010596041758859472,0.46065934065934055
2020-11-23,0.0034443257170457715,0.11015384615384616,0.00011015384615384616,0.0033341718708919253,0.496
2020-11-30,0.0003741100389217126,0.08399999999999999,8.399999999999998e-05,0.00029011003892171264,0.496
2020-12-07,-0.00483447654819567,0.176,0.00017599999999999997,-0.00501047654819567,0.5760000000000001
2020-12-14,-0.03058778182881313,0.196,0.000196,-0.030783781828813132,0.5760000000000001
2020-12-21,0.022922054188259135,0.13999999999999996,0.00013999999999999993,0.022782054188259133,0.5760000000000001
2020-12-28,0.05070361033205953,0.196,0.000196,0.05050761033205953,0.6560000000000001
2021-01-04,0.004071716445348927,0.20800000000000005,0.00020800000000000004,0.0038637164453489276,0.42400000000000004
2021-01-11,-0.0029885679302772035,0.027999999999999997,2.7999999999999996e-05,-0.0030165679302772033,0.4
2021-01-18,-0.0732221536426241,0.055999999999999994,5.599999999999999e-05,-0.0732781536426241,0.4
2021-01-25,-0.07064121138616415,0.3,0.0003,-0.07094121138616415,0.722909090909091
2021-02-01,-0.07555684754833498,0.3,0.0003,-0.07585684754833498,0.7124838080374561
2021-02-08,-0.08285693573716639,0.30000000000000004,0.00030000000000000003,-0.08315693573716638,0.7210994285204485
2021-02-15,0.09877861701435917,0.12907836697463673,0.0001290783669746367,0.09864953864738453,0.8480000000000002
2021-02-22,-0.01893762660136416,0.2520000000000001,0.0002520000000000001,-0.019189626601364158,0.544
2021-03-01,-0.15305413357573583,0.29028571428571437,0.0002902857142857144,-0.15334441929002154,0.36000000000000004
2021-03-08,0.033548714429302136,0.29999999999999993,0.0002999999999999999,0.033248714429302134,0.7255384615384616
2021-03-15,-0.0598306450550585,0.24698901098901105,0.00024698901098901106,-0.06007763406604751,0.8480000000000002
2021-03-22,-0.021724543444866993,0.08400000000000002,8.400000000000002e-05,-0.021808543444866994,0.8480000000000002
2021-03-29,-0.007148502896163622,0.29999999999999993,0.0002999999999999999,-0.007448502896163622,0.9319107806691449
2021-04-05,-0.041493260937956376,0.29999999999999993,0.0002999999999999999,-0.04179326093795638,0.6148932394040576
2021-04-12,0.0830630961611631,0.3,0.0003,0.0827630961611631,0.7908651206823237
2021-04-19,-0.09978548985417679,0.13646071906785362,0.00013646071906785363,-0.09992195057324464,0.8525714285714288
2021-04-26,-0.09024652964212858,0.29999999999999993,0.0002999999999999999,-0.09054652964212857,0.6496221198156682
2021-05-03,0.03536893267776254,0.3,0.0003,0.03506893267776254,0.7772891705069125
2021-05-10,-0.06885624880993704,0.19848991935483878,0.0001984899193548388,-0.06905473872929188,0.552
2021-05-17,0.001171757384214163,0.13999999999999999,0.00014,0.001031757384214163,0.576
2021-05-24,0.011442016092368074,0.22342857142857142,0.0002234285714285714,0.011218587520939504,0.44799999999999995
2021-05-31,0.0057774060679884765,0.19599999999999998,0.00019599999999999997,0.0055814060679884765,0.44799999999999995
2021-06-07,0.0028766266577128575,0.055999999999999994,5.599999999999999e-05,0.0028206266577128574,0.472
2021-06-14,-0.0020706652605872664,0.11199999999999999,0.00011199999999999998,-0.0021826652605872665,0.472
2021-06-21,0.016081998469881887,0.29999999999999993,0.0002999999999999999,0.01578199846988189,0.5465060240963855
2021-06-28,-0.028487232447264293,0.30000000000000004,0.00030000000000000003,-0.028787232447264294,0.46934066287838516
2021-07-05,0.024272640242652525,0.3,0.0003,0.023972640242652523,0.6996375421022725
2021-07-12,-0.012516555547527359,0.29999999999999993,0.0002999999999999999,-0.012816555547527359,0.563538672944628
2021-07-19,0.02854199783308685,0.22947538020587924,0.00022947538020587924,0.02831252245288097,0.632
2021-07-26,0.0007809923803034528,0.30000000000000004,0.00030000000000000003,0.00048099238030345276,0.5858801843317972
2021-08-02,0.029257663674963935,0.18838709677419352,0.00018838709677419351,0.02906927657818974,0.472
2021-08-09,0.06737554990002427,0.252,0.000252,0.06712354990002427,0.5760000000000001
2021-08-16,0.00024006517561912474,0.3,0.0003,-5.9934824380875236e-05,0.7245451579670328
2021-08-23,-0.040827147554442535,0.19309684065934057,0.00019309684065934056,-0.04102024439510187,0.9199999999999999
2021-08-30,-0.016730984870303854,0.21699999999999997,0.000217,-0.016947984870303853,0.944
2021-09-06,0.042027487626411744,0.3,0.0003,0.04172748762641174,0.9199999999999999
2021-09-13,0.025748333012813984,0.3,0.0003,0.025448333012813983,0.6054963021833675
2021-09-20,-0.00789280202390949,0.17380428063668674,0.00017380428063668675,-0.008066606304546177,0.6239999999999999
2021-09-27,0.039848843364308696,0.30000000000000004,0.00030000000000000003,0.039548843364308695,0.8
2021-10-04,-0.0029879195162911014,0.27199999999999996,0.000272,-0.0032599195162911015,0.9079999999999999
2021-10-11,-0.00891207085394432,0.26049999999999995,0.00026049999999999994,-0.00917257085394432,0.9999999999999998
2021-10-18,-0.05474400671640086,0.10500000000000005,0.00010500000000000005,-0.05484900671640086,1.0
2021-10-25,-0.00216936443155087,0.30000000000000004,0.00030000000000000003,-0.00246936443155087,0.974
2021-11-01,-0.020403516444614397,0.2565714285714285,0.0002565714285714285,-0.020660087873185826,0.9759999999999998
2021-11-08,-0.015176842493589223,0.30000000000000004,0.00030000000000000003,-0.015476842493589223,1.1742509410288582
2021-11-15,0.017785426365892556,0.15535947302383937,0.00015535947302383938,0.017630066892868716,0.956
2021-11-22,0.016580311751257338,0.3,0.0003,0.016280311751257336,0.5851891891891892
2021-11-29,0.00013693538290163176,0.27995945945945944,0.00027995945945945945,-0.00014302407655782768,0.5519999999999999
2021-12-06,0.017661956622848574,0.284,0.00028399999999999996,0.017377956622848575,0.5039999999999999
2021-12-13,0.021819879866006427,0.13999999999999999,0.00014,0.021679879866006425,0.5039999999999999
2021-12-20,-0.00412382713035435,0.3,0.0003,-0.00442382713035435,0.45907692307692305
2021-12-27,0.050818314584107946,0.30000000000000004,0.00030000000000000003,0.050518314584107944,0.8359013402410181
2022-01-03,-0.019063217030027717,0.3,0.0003,-0.01936321703002772,0.5560348178626299
2022-01-10,-0.03776866945167489,0.14035289867782,0.00014035289867782,-0.03790902235035271,0.5879999999999999
2022-01-17,0.005381236349119798,0.14,0.00014000000000000001,0.005241236349119798,0.596
2022-01-24,0.04467481496192112,0.027999999999999997,2.7999999999999996e-05,0.04464681496192112,0.62
2022-01-31,0.01736027659034087,0.3,0.0003,0.01706027659034087,0.44573684210526315
2022-02-07,-0.0009490021730034289,0.15399999999999997,0.00015399999999999995,-0.001103002173003429,0.48
2022-02-14,0.00022804531800943917,0.027999999999999997,2.7999999999999996e-05,0.00020004531800943916,0.48
2022-02-21,-0.016913863480938252,0.027999999999999997,2.7999999999999996e-05,-0.016941863480938252,0.48
2022-02-28,0.0025446308083011985,0.29999999999999993,0.0002999999999999999,0.0022446308083011986,0.5196144578313253
2022-03-07,-0.02631279517643928,0.3,0.0003,-0.02661279517643928,0.7317056837829679
2022-03-14,-0.00719540273564721,0.3,0.0003,-0.00749540273564721,0.5477033724111948
2022-03-21,-0.00017850792732631952,0.25829820042036294,0.00025829820042036294,-0.00043680612774668246,0.528
2022-03-28,0.006094066374220402,0.116,0.00011600000000000001,0.005978066374220402,0.576
2022-04-04,0.0013517575452028287,0.11199999999999999,0.00011199999999999998,0.0012397575452028288,0.576
2022-04-11,0.0026717500918261652,0.16799999999999998,0.00016799999999999996,0.0025037500918261655,0.576
2022-04-18,0.044415157456724176,0.29999999999999993,0.0002999999999999999,0.044115157456724174,0.6543448275862069
2022-04-25,-0.008334644333018814,0.3,0.0003,-0.008634644333018814,0.49542314567734913
2022-05-02,0.0033068654981578925,0.1393660716598875,0.0001393660716598875,0.003167499426498005,0.528
2022-05-09,-0.005031972610811144,0.11199999999999999,0.00011199999999999998,-0.005143972610811144,0.5760000000000001
2022-05-16,-0.011129404498701504,0.16799999999999998,0.00016799999999999996,-0.011297404498701504,0.624
2022-05-23,-0.003731409368934559,0.234,0.00023400000000000002,-0.003965409368934559,0.45999999999999985
2022-05-30,0.02931378988994841,0.14,0.00014000000000000001,0.02917378988994841,0.4839999999999999
2022-06-06,-0.00884120540273288,0.08399999999999999,8.399999999999998e-05,-0.00892520540273288,0.4839999999999999
2022-06-13,-0.013463850849363966,0.08399999999999999,8.399999999999998e-05,-0.013547850849363966,0.5079999999999999
2022-06-20,0.0018508279907984617,0.186,0.000186,0.0016648279907984617,0.504
2022-06-27,-0.015346055095516634,0.055999999999999994,5.599999999999999e-05,-0.015402055095516634,0.456
2022-07-04,-0.013789083876220857,0.26599999999999996,0.00026599999999999996,-0.014055083876220857,0.836
2022-07-11,-0.02011920501885164,0.15399999999999997,0.00015399999999999995,-0.02027320501885164,1.1439999999999997
2022-07-18,-0.007400087181935928,0.21399999999999997,0.00021399999999999997,-0.0076140871819359275,0.8599999999999999
2022-07-25,-0.021425389738347143,0.09450000000000008,9.450000000000009e-05,-0.021519889738347144,0.8360000000000001
2022-08-01,-0.037985671685701446,0.10500000000000008,0.00010500000000000007,-0.03809067168570145,0.8599999999999999
2022-08-08,0.06826993237102019,0.18899999999999997,0.00018899999999999996,0.0680809323710202,0.8359999999999999
2022-08-15,0.011307627218867664,0.2945,0.0002945,0.011013127218867665,0.8359999999999999
2022-08-22,0.005977922174840164,0.29399999999999993,0.00029399999999999994,0.005683922174840164,0.588
2022-08-29,0.016793696118160333,0.19599999999999998,0.00019599999999999997,0.016597696118160334,0.596
2022-09-05,-0.028877425901714833,0.22399999999999998,0.00022399999999999997,-0.02910142590171483,0.5399999999999999
2022-09-12,0.009683818081080594,0.13349999999999995,0.00013349999999999997,0.009550318081080594,0.48
2022-09-19,0.012897005819007927,0.14,0.00014000000000000001,0.012757005819007928,0.4799999999999999
2022-09-26,-0.00448337658812044,0.196,0.000196,-0.00467937658812044,0.5519999999999999
2022-10-03,0.016272868575653802,0.30000000000000004,0.00030000000000000003,0.0159728685756538,0.745103448275862
2022-10-10,0.014514761388273744,0.3,0.0003,0.014214761388273744,0.9270156241676114
2022-10-17,-0.010628159913720047,0.1953200926730253,0.0001953200926730253,-0.010823480006393073,0.84
2022-10-24,-0.015209935417255651,0.3,0.0003,-0.015509935417255651,0.8556995708154508
2022-10-31,0.11442865257984156,0.19365855984740102,0.000193658559847401,0.11423499401999415,0.8360000000000001
2022-11-07,0.021213178312095,0.29999999999999993,0.0002999999999999999,0.020913178312095,0.8269413927782673
2022-11-14,-0.015135146789928595,0.10392887061153004,0.00010392887061153005,-0.015239075660540126,0.8640000000000001
2022-11-21,0.003245366364232661,0.30000000000000004,0.00030000000000000003,0.002945366364232661,0.5105396825396825
2022-11-28,9.040039035498881e-05,0.21253968253968253,0.00021253968253968255,-0.00012213929218469373,0.536
2022-12-05,0.02680528284003087,0.30000000000000004,0.00030000000000000003,0.02650528284003087,0.8673207547169812
2022-12-12,-0.007526195124581182,0.16598742138364783,0.00016598742138364785,-0.0076921825459648294,1.0053333333333332
2022-12-19,-0.009101247833393718,0.3,0.0003,-0.009401247833393718,0.8217907227615965
2022-12-26,-0.008739068521233418,0.30000000000000004,0.00030000000000000003,-0.009039068521233418,0.89374049567986
2023-01-02,-0.05228634547139692,0.3,0.0003,-0.05258634547139692,0.6211893529073518
2023-01-09,-0.011987020741356321,0.3,0.0003,-0.012287020741356321,0.7699781635850651
2023-01-16,-0.008349596129041096,0.3,0.0003,-0.008649596129041096,0.6829284466479798
2023-01-23,-0.010968415780372104,0.30000000000000004,0.00030000000000000003,-0.011268415780372104,0.8600782443044902
2023-01-30,0.011000183397089922,0.29999999999999993,0.0002999999999999999,0.010700183397089922,0.7203095712762398
2023-02-06,0.02089836188643496,0.29312023773002455,0.00029312023773002453,0.020605241648704937,0.9394285714285715
2023-02-13,0.02393594119699666,0.21000000000000002,0.00021,0.023725941196996662,0.8617142857142859
2023-02-20,0.024991503857081383,0.16100000000000003,0.00016100000000000004,0.024830503857081382,0.8857142857142859
2023-02-27,0.014876889436786436,0.3,0.0003,0.014576889436786436,0.7487080250426864
2023-03-06,-0.03473374899282682,0.27186321381142103,0.000271863213811421,-0.03500561220663825,0.88
2023-03-13,0.02111191307118421,0.3000000000000001,0.0003000000000000001,0.02081191307118421,0.8728130081300814
2023-03-20,0.014721266318299718,0.3,0.0003,0.014421266318299718,1.026025146780621
2023-03-27,0.003397028441355216,0.19307694556801147,0.00019307694556801148,0.0032039514957872047,1.0266666666666666
2023-04-03,0.013173288390805086,0.20222222222222225,0.00020222222222222226,0.012971066168582865,0.9520000000000001
2023-04-10,-0.008961943930618908,0.3,0.0003,-0.009261943930618908,0.5508571428571429
2023-04-17,-0.0059035072286505,0.2122857142857143,0.00021228571428571428,-0.0061157929429362145,0.3946666666666666
2023-04-24,-0.009588023157827611,0.21200000000000002,0.000212,-0.009800023157827612,0.42400000000000004
2023-05-01,-0.009195001483472262,0.027999999999999997,2.7999999999999996e-05,-0.009223001483472262,0.4
2023-05-08,-0.0006523629341728092,0.196,0.000196,-0.0008483629341728092,0.4746666666666667
2023-05-15,0.0055700520716971125,0.252,0.000252,0.005318052071697113,0.6213333333333333
2023-05-22,-0.0004461196323438342,0.256,0.000256,-0.0007021196323438342,0.536
2023-05-29,-0.006923869920535612,0.13999999999999999,0.00014,-0.0070638699205356125,0.584
2023-06-05,-0.004583581594459051,0.3,0.0003,-0.004883581594459051,0.5419999999999999
2023-06-12,0.03414953208682542,0.12999999999999998,0.00013,0.03401953208682542,0.6079999999999999
2023-06-19,-0.002346173190264907,0.30000000000000004,0.00030000000000000003,-0.002646173190264907,0.4631724137931035
2023-06-26,0.01007227402757744,0.16140229885057467,0.00016140229885057466,0.009910871728726865,0.5253333333333333
2023-07-03,0.010270757861730982,0.3,0.0003,0.009970757861730982,1.0133333333333334
2023-07-10,0.002349943828418734,0.2746363636363636,0.0002746363636363636,0.0020753074647823703,0.9786666666666668
2023-07-17,-0.0059796785770409346,0.30000000000000004,0.00030000000000000003,-0.0062796785770409345,0.8970832008479068
2023-07-24,0.019220445122459635,0.3,0.0003,0.018920445122459634,0.8523224389885216
2023-07-31,-0.00756397133388771,0.2803140058723812,0.0002803140058723812,-0.007844285339760091,1.0606666666666666
2023-08-07,0.01643021270999795,0.29999999999999993,0.0002999999999999999,0.016130212709997947,1.0059080459770113
2023-08-14,-0.0015946959513009425,0.3,0.0003,-0.0018946959513009424,0.6139318028902132
2023-08-21,0.0012715099027655178,0.3,0.0003,0.0009715099027655179,0.7577670027006399
2023-08-28,0.008551787979434242,0.18505148558455725,0.00018505148558455725,0.008366736493849685,0.4983999999999999
2023-09-04,0.0036847794048597803,0.29999999999999993,0.0002999999999999999,0.0033847794048597803,0.8748521739130434
2023-09-11,0.00257731566217318,0.29999999999999993,0.0002999999999999999,0.0022773156621731802,0.9556498889241511
2023-09-18,-0.013582179362230305,0.1842020945731515,0.0001842020945731515,-0.013766381456803456,0.8872000000000002
2023-09-25,-0.006754431279615442,0.2688000000000001,0.0002688000000000001,-0.007023231279615442,0.9807999999999999
2023-10-02,-0.0032541168080407685,0.30000000000000004,0.00030000000000000003,-0.0035541168080407684,0.6626064516129032
2023-10-09,-0.015261751863631485,0.3,0.0003,-0.015561751863631484,0.5700918902217572
