week,MAXRET,SKEW52,VOLC,BETA26,CRASH8,NEWC,TVLC
2019-09-02,0.3217370731396887,0.0,0.6782629268603114,0.006474350156273498,0.39933718063532464,0.0032457219387190097,0.590942747269683
2019-09-09,0.0,0.007183226992894291,0.9928167730071057,0.03481883346868585,0.39632510072514515,0.017516647805446397,0.5513394180007225
2019-09-16,0.15957261146011056,0.0013366666196294402,0.83909072192026,0.004993476925241186,0.3980176567306635,0.0033206248941829862,0.5936682414499121
2019-09-23,0.18874249538761026,0.44412729004966606,0.3671302145627237,0.3746231838653374,0.25037680862463996,0.2496231880375722,0.1253768194724505
2019-09-30,0.0,0.0,1.0,0.258867881390381,0.36613211860961903,0.133867881390381,0.24113211860961906
2019-10-07,0.0,0.02268893373540273,0.9773110662645973,0.25105008246052035,0.3739499175394796,0.12605008246052035,0.24894991753947962
2019-10-14,0.0,0.03780223735827121,0.9621977626417287,0.25004137464370213,0.37495862535629787,0.1250413746437021,0.2499586253562979
2019-10-21,0.0,0.6124391758531931,0.387560824146807,0.375,0.25,0.25,0.125
2019-10-28,0.0,0.9261597756875942,0.07384022431240576,0.3705425142839136,0.2544574857160864,0.24554251428391363,0.1294574857160864
2019-11-04,0.0,0.7315024788600134,0.26849752113998665,0.3749999999969744,0.2500000000023779,0.24999999999733427,0.12500000000331343
2019-11-11,0.0,1.0,0.0,0.37499974530314406,0.25000025469685594,0.24999974530314403,0.12500025469685597
2019-11-18,0.0,1.0,0.0,0.37452858621353363,0.25047141378646376,0.24952858621353508,0.12547141378646748
2019-11-25,0.0,1.0,0.0,0.32620149374769003,0.2976329326969238,0.20184903461179346,0.17431653894359272
2019-12-02,0.0,1.0,0.0,0.3749949164189084,0.2500020514202643,0.24999660095270138,0.12500643120812593
2019-12-09,0.0,1.0,0.0,0.2652103984840259,0.35264126767684306,0.14418169506132092,0.23796663877781007
2019-12-16,0.0,1.0,0.0,0.20586493297519368,0.3776637315142499,0.10390456381439166,0.3125667716961647
2019-12-23,0.15501714482122986,0.36804639099597974,0.47693646418279034,0.27714884563265935,0.31929339958966135,0.1680142649535923,0.23554348982408704
2019-12-30,0.13331266369199637,0.07529322092864076,0.7913941153793629,0.08605516196989622,0.3884528332261107,0.04466183130544792,0.4808301734985451
2020-01-06,0.0,0.0531949416852418,0.9468050583147581,0.08213122728759456,0.3910691707088641,0.041464339511784215,0.4853352624917572
2020-01-13,0.0,0.15008479015024792,0.8499152098497521,0.14562262641401189,0.36439173650793666,0.08450353590181825,0.40548210117623323
2020-01-20,0.0,0.0,1.0,0.375,0.25,0.25,0.125
2020-01-27,0.0,0.0,1.0,0.37495197544688025,0.2500480245531197,0.24995197544688028,0.1250480245531197
2020-02-03,0.0,0.0,1.0,0.37438389276897704,0.250616107231023,0.24938389276897702,0.125616107231023
2020-02-10,0.0,0.0,1.0,0.375,0.25,0.25,0.125
2020-02-17,0.0,0.8440163184715225,0.1559836815284774,0.375,0.25,0.25,0.125
2020-02-24,0.4284914751355831,0.42793180108466494,0.143576723779752,0.37451083275387503,0.250489167246125,0.249510832753875,0.12548916724612502
2020-03-02,0.0,1.0,0.0,0.32426936620420094,0.3007306337953409,0.19926936620445548,0.17573063379600268
2020-03-09,0.0,1.0,0.0,0.36521967344994083,0.2562192966338692,0.24219802340337973,0.13636300651281028
2020-03-16,0.3709228631863325,0.5093975775178047,0.1196795592958627,0.24998277645598554,0.37497922921442456,0.12500388441686883,0.25003410991272107
2020-03-23,0.5097653320334694,0.18325973567830098,0.3069749322882296,0.2493179523627181,0.37506275473286993,0.12466200397628029,0.2509572889281316
2020-03-30,0.49792108459097095,0.27702429467445405,0.22505462073457505,0.23413091816962125,0.37650738660611277,0.11710963773865793,0.27225205748560816
2020-04-06,0.5588608781863033,0.25742051886581213,0.1837186029478846,0.20162705378049672,0.37924704837586865,0.10114144147140489,0.3179844563722297
2020-04-13,0.3068483740975572,0.6931516259024427,0.0,0.37050047705354644,0.25238150723841635,0.24667715244690044,0.13044086326113677
2020-04-20,0.2477637136796789,0.7156009497430948,0.03663533657722622,0.36739443908781094,0.25760556066941415,0.2423944392226859,0.13260556102008908
2020-04-27,0.42296905977851346,0.4698938214065412,0.10713711881494538,0.372899269663938,0.2521007289235535,0.24789927044866492,0.12710073096384353
2020-05-04,0.38806017656551345,0.5561516441999976,0.055788179234488984,0.3653389477418334,0.25966078517800273,0.2403390961197022,0.1346611709604617
2020-05-11,0.20242874942871933,0.7975712505712806,0.0,0.25465502711063676,0.36327850599754974,0.13358084205053317,0.24848562484128042
2020-05-18,0.0,1.0,0.0,0.2565393682955079,0.3674574312898285,0.13209670185920988,0.2439064985554537
2020-05-25,0.0,1.0,0.0,0.16991400916830987,0.37579905778530137,0.0889623053051925,0.36532462774119623
2020-06-01,0.0,1.0,0.0,0.26953088041947004,0.35465607678261685,0.14498257086275512,0.23083047193515796
2020-06-08,0.0,1.0,0.0,0.3160530537767364,0.3089437429646317,0.19105483336486526,0.18394836989376673
2020-06-15,0.4056141673465321,0.24491319785921495,0.34947263479425283,0.2685877131000232,0.3564121819271139,0.1435877714182804,0.2314123335545825
2020-06-22,0.40310153478962385,0.22460170139681,0.37229676381356624,0.25983675731277145,0.36501037932454733,0.1349216814031499,0.2402311819595313
2020-06-29,0.4004800235526629,0.194473691130573,0.4050462853167642,0.24404942842510902,0.37421410958893425,0.12279190730619609,0.25894455467976074
2020-07-06,0.42712681039066996,0.40690215638190863,0.16597103322742127,0.3583039409948322,0.25667842387778556,0.2388692938433779,0.14614834128400433
2020-07-13,0.0,1.0,0.0,0.3749999997670081,0.25000000009319673,0.24999999984467208,0.125000000295123
2020-07-20,0.0,1.0,0.0,0.37445214837189156,0.25054785162677984,0.2494521483726297,0.12554785162869891
2020-07-27,0.0,1.0,0.0,0.3741855514176233,0.25081444857839386,0.24918555141983598,0.12581444858414687
2020-08-03,0.0,1.0,0.0,0.3749923983912411,0.2500076016080337,0.24999239839164394,0.1250076016090812
2020-08-10,0.0,1.0,0.0,0.3749999999996926,0.25000000000012296,0.24999999999979505,0.12500000000038938
2020-08-17,0.0,1.0,0.0,0.37499999999999994,0.25000000000000006,0.24999999999999994,0.12500000000000006
2020-08-24,0.013296321450657074,0.9356350632020097,0.051068615347333216,0.37450264991748483,0.2504973500825151,0.24950264991748483,0.12549735008251514
2020-08-31,0.3136182205695969,0.5646901648017774,0.12169161462862575,0.37499995570052297,0.2500000349352503,0.24999996090287116,0.12500004846135557
2020-09-07,0.4412861111658274,0.28476009863981755,0.2739537901943552,0.31287438164066544,0.31212456429563545,0.18787496723160943,0.18712608683208967
2020-09-14,0.4042601233536507,0.03646652620445437,0.5592733504418949,0.08633620176943277,0.3909775929372603,0.043384093599047706,0.4793021116942592
2020-09-21,0.40303513262465823,0.004403260600676922,0.5925616067746649,0.012169485131935512,0.39875996550045195,0.006097568113942508,0.5829729812536701
2020-09-28,0.3840700893577161,0.0005519306392142687,0.6153779800030696,0.0015100647076506154,0.3998395522722979,0.0007602774965681509,0.5978901055234835
2020-10-05,0.3696023562045404,0.0013602299480305457,0.629037413847429,0.0035496636038457557,0.3995678971785652,0.001817685391395212,0.5950647538261937
2020-10-12,0.34074709987763163,0.0015294305842361187,0.6577234695381322,0.003346928649531115,0.3995865419336575,0.00171722276998188,0.5953493066468295
2020-10-19,0.3004686829737826,0.011253654162097422,0.68827766286412,0.02517464396801222,0.3952518388454085,0.013826597960556254,0.565746919226023
2020-10-26,0.19030882874203364,0.15836499254014272,0.6513261787178237,0.22885283506051582,0.37659840197883604,0.11471325892754256,0.2798355040331056
2020-11-02,0.11753665794642677,0.22885285773555264,0.6536104843180206,0.23896835177743334,0.3758561648296944,0.11962139810680678,0.26555408528606544
2020-11-09,0.025757240926576632,0.6972540869264965,0.27698867214692696,0.3689615724954613,0.2558952588337381,0.24404111064590608,0.13110205802489455
2020-11-16,0.00887372119544222,0.36787957638333557,0.6232467024212223,0.28649109475359563,0.3385089052463938,0.16149109475360152,0.21350890524640906
2020-11-23,0.0,0.07921786467474436,0.9207821353252555,0.25444253505505626,0.37050097323711123,0.1294739193371854,0.24558257237064707
2020-11-30,0.0,0.31011815095933437,0.6898818490406657,0.3472109210138546,0.27778907895848026,0.22221092102922407,0.15278907899844105
2020-12-07,0.07898073874807972,0.18993821400604813,0.7310810472458722,0.30912814881059464,0.31587130411374287,0.18412845274151826,0.19087209433414426
2020-12-14,0.09868688952595395,0.23787367813239,0.6634394323416559,0.26580250476411466,0.3591701456564415,0.14081769897491675,0.234209650604527
2020-12-21,0.22297767443496136,0.40772262092103095,0.3692997046440077,0.24629700244604638,0.3744642585905084,0.12365185742573818,0.2555868815377071
2020-12-28,0.12229948100378253,0.4007613828231898,0.4769391361730278,0.25045644454069693,0.3745435515704539,0.1254564467011687,0.24954355718768054
2021-01-04,0.27019586666738366,0.5352966415575171,0.19450749177509927,0.37478050033445115,0.25021949966554885,0.24978050033445112,0.12521949966554885
2021-01-11,0.19157948857183743,0.6561855809456096,0.15223493048255288,0.3749829592714215,0.2500170407285785,0.24998295927142153,0.1250170407285785
2021-01-18,0.1591345432728369,0.7118419079045986,0.1290235488225646,0.37499999999999584,0.25000000000000167,0.24999999999999722,0.12500000000000525
2021-01-25,0.12214163401336169,0.7558978863063704,0.12196047968026778,0.3749998468427961,0.25000015315717844,0.24999984684281024,0.12500015315721522
2021-02-01,0.0,0.9260754066272079,0.0739245933727921,0.375,0.25,0.25,0.125
2021-02-08,0.2157369452860454,0.6667260737836385,0.11753698093031614,0.37499999999999944,0.2500000000000002,0.2499999999999996,0.1250000000000007
2021-02-15,0.39174308306868166,0.4537951957395501,0.15446172119176838,0.37498553503836407,0.25001446496163593,0.24998553503836407,0.1250144649616359
2021-02-22,0.45306389051958024,0.4055776095281789,0.14135849995224078,0.37495882822594045,0.2500411717740595,0.24995882822594048,0.1250411717740595
2021-03-01,0.3145052403304624,0.573699020731706,0.11179573893783167,0.3549031935246287,0.2700968056771594,0.22990319396807976,0.14509680683013218
2021-03-08,0.27786585851887746,0.6560861362651708,0.06604800521595186,0.36806620296406656,0.2569337965005636,0.24306620326149422,0.13193379727387558
2021-03-15,0.30015153432710606,0.6326380632235916,0.06721040244930222,0.3749999999207148,0.2500000000792852,0.24999999992071478,0.12500000007928522
2021-03-22,0.33644997929363585,0.40981888138237993,0.2537311393239843,0.27342996071733605,0.351570039276931,0.14842996072052103,0.2265700392852119
2021-03-29,0.38866684680658353,0.23118085817940073,0.3801522950140157,0.26096955405510064,0.36396715350145703,0.1360047165236797,0.23905857591976262
2021-04-05,0.3695920540570108,0.2059413929959059,0.4244665529470834,0.2605885272280732,0.36440900452336444,0.13558989847727448,0.23941256977128786
2021-04-12,0.3347935944494276,0.21408051492473912,0.4511258906258333,0.2602159017218023,0.36478409505967874,0.13521590350986837,0.2397840997086505
2021-04-19,0.3670746627307862,0.47082699741013984,0.16209833985907382,0.37496361547488793,0.250036384525112,0.24996361547488793,0.12503638452511204
2021-04-26,0.44213319150932306,0.0,0.5578668084906769,0.2897906199122776,0.3352093800194555,0.16479061995020367,0.21020938011806323
2021-05-03,0.40378247813900314,0.0,0.5962175218609969,0.2622097963609123,0.3627901265980125,0.1372098391615096,0.23779023787956557
2021-05-10,0.3192302278355754,0.0,0.6807697721644246,0.26894325720223233,0.3560567405500929,0.14394325845094053,0.2310567437967342
2021-05-17,0.3574910170552342,0.0,0.6425089829447659,0.2516298434598856,0.37336912172336556,0.12663041835807937,0.2483706164586694
2021-05-24,0.3584025282657195,0.0,0.6415974717342805,0.054003587465033295,0.39456777969132295,0.027019494600390985,0.5244091382432529
2021-05-31,0.25279022257955347,0.0,0.7472097774204465,0.00032335484822651136,0.3999675635273434,0.00016173352846546787,0.5995473480959647
2021-06-07,0.3677683156578626,0.0,0.6322316843421375,2.5203550288799323e-05,0.3999974796057134,1.260179695424469e-05,0.5999647150470436
2021-06-14,1.0,0.0,0.0,4.629314143613828e-05,0.3999953706440013,2.3146593970901985e-05,0.5999351896205916
2021-06-21,0.5160651346205415,0.0,0.48393486537945846,0.0020913814152839424,0.3997908603360581,0.0010456915534272802,0.5970720666952307
2021-06-28,0.6896306315918176,3.1715999510792536e-05,0.31033765240867167,7.583778039029499e-05,0.39999241304849703,3.792065323068178e-05,0.599893828517882
2021-07-05,0.9997972002064855,0.00020279979351437352,0.0,6.979916479607022e-05,0.39999302001649667,3.489961963342021e-05,0.5999022811990739
2021-07-12,0.6571983121052684,9.838115233830979e-05,0.3427033067423935,0.00020477035096430848,0.39997952279491905,0.00010238526991801287,0.5997133215841987
2021-07-19,0.5892212633493724,9.100626296698495e-05,0.41068773038766054,0.00014391556457081777,0.399985608027658,7.195801333261575e-05,0.5997985183944387
2021-07-26,0.8995323767856488,0.006915776878351854,0.09355184633599943,0.0037087551022412083,0.3996291166902863,0.0018543818841703812,0.5948077463233021
2021-08-02,0.9950761352146283,0.004923864785371625,0.0,0.0024378701119331762,0.3997560879452008,0.0012190045246365344,0.5965870374182295
2021-08-09,0.5564107585159868,0.007426044133068801,0.43616319735094444,0.014715797155547314,0.39852765586623917,0.00735832325455485,0.5793982237236587
2021-08-16,0.4886946408691561,0.3532093828094377,0.15809597632140615,0.24807183747249648,0.37468977861924924,0.12431538408819331,0.252922999820061
2021-08-23,0.3782386204653293,0.4275109998281872,0.19425037970648354,0.2553220160172325,0.36967437087912003,0.13032402329703666,0.24467958980661086
2021-08-30,0.5036896838670422,0.09891503911299941,0.3973952770199584,0.25069194431191116,0.3739145994049615,0.12591053113587078,0.2494829251472566
2021-09-06,0.08768624939660011,0.9123137506033999,0.0,0.2516531235035746,0.37331184448015414,0.12667258573483642,0.2483624462814348
2021-09-13,0.44270396363177045,0.3375540729647806,0.21974196340344893,0.24959705111173047,0.3744005242146048,0.12515395370821086,0.2508484709654538
2021-09-20,0.36191409471910363,0.1475812255566455,0.4905046797242509,0.1716529212245856,0.38268539565737314,0.08590941184571964,0.3597522712723217
2021-09-27,0.17447697607367646,0.010542349732754697,0.8149806741935688,0.009992822069955007,0.39899434850799165,0.004999949526651306,0.5860128798954021
2021-10-04,0.4507213695977402,0.0002953344535688607,0.548983295948691,0.00032929818759965836,0.39996702820230956,0.00016467241542785117,0.5995390011946629
2021-10-11,0.29193159310353345,0.3322153109268287,0.3758530959696379,0.21969463929097563,0.3780136139617749,0.10985672081722532,0.29243502593002413
2021-10-18,0.4209771054722004,0.053173225058824054,0.5258496694689756,0.032142861402005216,0.3967447159324461,0.01609420732731007,0.5550182153382387
2021-10-25,0.0,1.0,0.0,0.01984794648649866,0.398009779657727,0.009926987517484413,0.57221528633829
2021-11-01,0.0,1.0,0.0,0.012330806368460505,0.39876303527121515,0.006167561013085118,0.5827385973472392
2021-11-08,0.0,1.0,0.0,0.02692356927452107,0.39730304068253575,0.013464341520600614,0.5623090485223425
2021-11-15,0.0,1.0,0.0,0.03292595444681829,0.39669711503029853,0.016468693626197836,0.5539082368966853
2021-11-22,0.36930019407684006,0.00117114871878196,0.6295286572043779,0.0029013794297997604,0.39970919154903267,0.00145106221933732,0.5959383668018303
2021-11-29,0.07490783730143201,0.00023276413801861655,0.9248593985605493,0.00037250230311883226,0.3999627344621199,0.00018625965576398219,0.5994785035789972
2021-12-06,0.316358773615844,2.672884907538323e-06,0.6836385534992485,3.1800102070248806e-05,0.3999968198027842,1.5900154928901932e-05,0.5999554799402167
2021-12-13,0.3227298393196141,0.0,0.6772701606803858,2.9973973202898212e-05,0.3999970025874263,1.498699507555451e-05,0.5999580364442952
2021-12-20,0.3865010869764707,4.499867332828167e-06,0.6134944131561965,5.067583884220135e-05,0.3999949323970375,2.533793002017168e-05,0.5999290538341002
2021-12-27,0.40546546455887594,9.500622991282298e-05,0.5944395292112111,0.0013070698795191636,0.39986929219109985,0.0006535353958419695,0.5981701025335391
2022-01-03,0.4083573476011067,0.0008459467395882979,0.5907967056593051,0.0032262418750048814,0.39967729707790906,0.0016131646789415692,0.5954832963681443
2022-01-10,0.43086065953187663,0.00019187293516809788,0.5689474675329552,0.0007968523654613667,0.3999202823081776,0.0003984442134396802,0.5988844211129213
2022-01-17,0.458258974242013,0.0,0.541741025757987,0.0038250301153529044,0.3996174492766636,0.0019125415642326192,0.5946449790437508
2022-01-24,0.46930414625029443,6.653249946980542e-08,0.5306957872172061,2.689286215779219e-05,0.3999973089616698,1.34474044758051e-05,0.5999623507716966
2022-01-31,0.4512566661096257,0.0,0.5487433338903743,4.026119474959815e-05,0.3999959738555113,2.0130611271368743e-05,0.5999436343384679
2022-02-07,0.42122888780293155,0.0,0.5787711121970684,0.0009772008656216797,0.39990227923978355,0.0004886008070631916,0.5986319190875315
2022-02-14,0.37226553785391,0.0,0.6277344621460901,0.0002712130693076125,0.39997287426251593,0.00013560899607228884,0.5996203036721041
2022-02-21,0.36966189530560517,0.0,0.6303381046943949,0.0034754116948631938,0.39965244041040315,0.0017377160808263164,0.5951344318139072
2022-02-28,0.3628497317799317,0.0,0.6371502682200684,0.00390585104780424,0.39960920117706666,0.0019530442562092933,0.5945319035189198
2022-03-07,0.3326310423970071,0.0,0.6673689576029929,0.00027491107067416994,0.399972497764886,0.0001374617175851722,0.5996151294468547
2022-03-14,0.3679026267706416,0.00023225968430285075,0.6318651135450555,0.0009119030320156545,0.3999088069227884,0.0004559530571245101,0.5987233369880713
2022-03-21,0.4643962209310973,0.006672953705762359,0.5289308253631404,0.016252520405143835,0.3983743937454342,0.008126456988156033,0.5772466288612659
2022-03-28,0.46171474804925533,0.22535454384600476,0.3129307081047399,0.22974945111101314,0.3765717029891157,0.11512658772205267,0.2785522581778185
2022-04-04,0.44893227333134045,0.5510677266686597,0.0,0.2539025451353409,0.37104151648366873,0.1289336220136689,0.24612231636732154
2022-04-11,0.47411004373849186,0.3500460891283405,0.1758438671331677,0.250694160055134,0.37370921721199807,0.12602561712894952,0.2495710056039184
