week,MAXRET,SKEW52,VOLC,BETA26,CRASH8,NEWC,TVLC
2022-04-18,0.5339648575895143,0.46068562049427425,0.005349521916211448,0.24241389506059746,0.375262673836333,0.12148246789563606,0.26084096320743344
2022-04-25,0.46008151668744357,0.03835301826914206,0.5015654650434145,0.054650572136502436,0.3945023866771362,0.027343372795592114,0.5235036683907693
2022-05-02,0.45569205178761835,6.27880452524872e-05,0.5442451601671291,0.00011818313814081041,0.39998814985349906,5.910925389643805e-05,0.5998345577544637
2022-05-09,0.3582610875369787,0.00019827921613696438,0.6415406332468843,0.0003240114106544439,0.3999675985392038,0.00016200588295542295,0.5995463841671863
2022-05-16,0.2729889928575352,3.684282786505921e-05,0.7269741643145997,3.6407066319609925e-05,0.3999963591779009,1.8203597308181074e-05,0.5999490301584712
2022-05-23,0.1793965183162884,3.063992195397152e-05,0.8205728417617577,3.021157002208719e-05,0.39999697883018603,1.5105792128668886e-05,0.5999577038076631
2022-05-30,0.0,9.792966827995816e-05,0.9999020703317201,5.57615897546057e-05,0.3999944238219986,2.788080544725486e-05,0.5999219337827995
2022-06-06,0.0,0.0006565831317577103,0.9993434168682422,0.00023773110403492768,0.3999762267274568,0.00011886564209503466,0.5996671765264131
2022-06-13,0.0,0.0007605187577999734,0.9992394812422001,0.000258241150505786,0.39997417508297217,0.00012912102079577553,0.5996384627457262
2022-06-20,0.0,0.016620340521931617,0.9833796594780684,0.0013642586525631517,0.39986357130387,0.0006821308989891703,0.5980900391445777
2022-06-27,0.0,0.21655586650769548,0.7834441334923046,0.05077233027401643,0.394921999544149,0.02538659148614671,0.5289190786956878
2022-07-04,0.0,1.0,0.0,0.01234524525288589,0.39876197094298826,0.006174569588511358,0.5827182142156145
2022-07-11,0.0,1.0,0.0,0.2475100816262571,0.37512136924217326,0.1238259422549069,0.2535426068766627
2022-07-18,0.0,1.0,0.0,0.2509867701303175,0.3739326916360019,0.1260315135934734,0.2490490246402072
2022-07-25,0.0,1.0,0.0,0.2506956945759133,0.37409232756414607,0.12581346005365812,0.24939851780628258
2022-08-01,0.0,1.0,0.0,0.26413582650130313,0.3608641634463938,0.1391358320859159,0.23586417796638715
2022-08-08,0.0,1.0,0.0,0.25762952891715896,0.36736995655857574,0.13262981476397304,0.24237069976029227
2022-08-15,0.1730325015447713,0.8269674984552288,0.0,0.25696452149833593,0.36803479680975376,0.13196490021606389,0.24303578147584634
2022-08-22,0.34859240863996627,0.627388059562381,0.024019531797652705,0.24963077549733345,0.3742967298038335,0.12522660588557405,0.250845888813259
2022-08-29,0.5071266875798627,0.17899557398746066,0.31387773843267663,0.21190765593971148,0.37865315076781003,0.10604054110219951,0.303398652190279
2022-09-05,0.5440758915230164,0.09256608230077157,0.36335802617621216,0.19993118957606976,0.37986097946260006,0.10004665122125321,0.32016117974007696
2022-09-12,0.4083772171934041,0.10000452324995669,0.4916182595566392,0.15997608470731212,0.3838754335551084,0.08005857456152295,0.37608990717605656
2022-09-19,0.373822533815162,0.05253123460084464,0.5736462315839933,0.13982210484034355,0.385892172286175,0.06998083977005545,0.4043048831034259
2022-09-26,0.4193040972682467,0.1184125332653704,0.4622833694663828,0.25030953328725936,0.3742413799524616,0.12555902593185883,0.2498900608284202
2022-10-03,0.36963607556456435,0.14867341535034664,0.481690509085089,0.25159955102538584,0.3733315940360816,0.12663780376901504,0.24843105116951755
2022-10-10,0.314665695965225,0.10616789437523068,0.5791664096595444,0.23375732877600677,0.37624599867139846,0.11708881352744831,0.2729078590251464
2022-10-17,0.34145262297506807,0.09463645281184237,0.5639109242130895,0.24589990637956466,0.3750018643816291,0.12317670040112372,0.25592152883768265
2022-10-24,0.3541249199286911,0.1248874764306242,0.5209876036406846,0.24689999866905932,0.3745575147804707,0.12386804675265377,0.25467443979781623
2022-10-31,0.3997440933644916,0.37073271934719626,0.22952318728831203,0.37454757719888004,0.25045242280111996,0.24954757719888002,0.12545242280111996
2022-11-07,0.36740366275659464,0.17510547197606924,0.4574908652673361,0.27104769085232316,0.3539463664555369,0.1460509923479565,0.22895495034418342
2022-11-14,0.37721087034682454,0.16069989261814097,0.46208923703503446,0.2446064086580535,0.3750111150856276,0.12259667324489731,0.2577858030114216
2022-11-21,0.3766225619613425,0.10085295489015846,0.5225244831484991,0.14769944784706598,0.3851170936981083,0.07391248032196912,0.39327097813285644
2022-11-28,0.4242804713601659,0.02051216230227815,0.5552073663375559,0.04837542489919382,0.39513701799503775,0.024201845513509606,0.5322857115922588
2022-12-05,0.45513488595681656,0.010439698410514734,0.5344254156326687,0.020735851571211814,0.397916818284542,0.010373257206904149,0.570974072937342
2022-12-12,0.3972830684979551,0.25936957071243333,0.3433473607896116,0.25890453057963203,0.366093974517318,0.13390536108132647,0.2410961338217235
2022-12-19,0.26302255575754735,0.308194106504669,0.42878333773778365,0.24129913575645728,0.3751879121044469,0.12102855361151052,0.26248439852758526
2022-12-26,0.2900940854660601,0.22441797704036526,0.48548793749357466,0.19676393156721056,0.379823456370851,0.09865982715717635,0.3247527849047621
2023-01-02,0.5874336568639956,0.07285125482775663,0.3397150883082477,0.062270473481736095,0.3936805715111239,0.03118655959681386,0.5128623954103262
2023-01-09,0.0,1.0,0.0,0.2533755819600765,0.3715781588173463,0.12840128152817495,0.24664497769440225
2023-01-16,0.42857136083514585,0.4285708866811668,0.14285775248368743,0.3749995851156617,0.2500004148843383,0.2499995851156617,0.12500041488433827
2023-01-23,0.0,1.0,0.0,0.3746099557444783,0.25039004425552164,0.2496099557444783,0.12539004425552167
2023-01-30,0.42816784875157354,0.4253427899658708,0.14648936128255563,0.37254196177207155,0.25245803818219953,0.2475419617974765,0.1274580382482524
2023-02-06,0.4280086253219754,0.4240690025529379,0.1479223721250867,0.3715797788415334,0.2534202211361343,0.24657977885394022,0.12842022116839194
2023-02-13,0.40504655321956223,0.24007774726684863,0.35487569951358905,0.26637571853980196,0.35840594662886904,0.14149701566831807,0.23372131916301095
2023-02-20,0.4858133987211368,0.5141866012788632,0.0,0.3749994445901542,0.25000055540984584,0.24999944459015416,0.12500055540984584
2023-02-27,0.26523892071696903,0.3735935073839751,0.3611675718990559,0.26194841760741483,0.3630515090360689,0.13694845836103497,0.23805161499548128
2023-03-06,0.3256128695756612,0.19767016622257785,0.476716964201761,0.22902446998131507,0.3764038120811979,0.1148976466132523,0.2796740713242348
2023-03-13,0.31473747896641124,0.2003332660575386,0.4849292549760502,0.19298079501869245,0.3804585621656395,0.09662559658295247,0.3299350462327156
2023-03-20,0.33808110948784775,0.12926897138127094,0.5326499191308812,0.1698562718235736,0.38255157722016836,0.08518524457705029,0.36240690637920775
2023-03-27,0.32030239201235955,0.04480604272996203,0.6348915652576785,0.0828733883309301,0.3915679196996477,0.041517106091720185,0.4840415858777019
2023-04-03,0.29819276760718577,0.07068611911197178,0.6311211132808425,0.13096963402120124,0.38662520420994156,0.06563916833723302,0.4167659934316242
2023-04-10,0.3623912188801848,0.1372506754003001,0.5003581057195151,0.23458081349729898,0.37530535833150547,0.11797738470351872,0.27213644346767685
2023-04-17,0.3544806006525863,0.15341810187370844,0.49210129747370523,0.25189127512113557,0.3730494696457319,0.12692419469509808,0.24813506053803447
2023-04-24,0.26585907659203484,0.147912681921155,0.5862282414868102,0.24806554884912083,0.37473148926212163,0.12428941656509725,0.2529135453236603
2023-05-01,0.27610156468657265,0.12008419258858097,0.6038142427248464,0.23311612708470486,0.3763638709051436,0.11673835042367794,0.2737816515864736
2023-05-08,0.27488688961628,0.06650158765032319,0.6586115227333968,0.18142892282509537,0.38172055922705944,0.09079032168500938,0.34606019626283585
2023-05-15,0.23303249168205903,0.0009003952135797059,0.7660671131043614,0.004544889509215806,0.3995441082652761,0.00227322407894252,0.5936377781465655
2023-05-22,0.14753702303881702,0.0015976218210584164,0.8508653551401246,0.010641082852212838,0.3989354339973595,0.005320795713561561,0.5851026874368661
2023-05-29,0.12464831680498134,0.00308782470939918,0.8722638584856195,0.032919809957613934,0.3967046970507847,0.016461750508503546,0.5539137424830977
2023-06-05,0.0,0.025366642771005324,0.9746333572289947,0.10395279633752282,0.3895765453614024,0.051992050949231,0.45447860735184376
2023-06-12,0.15232339168341616,0.0,0.8476766083165839,0.004570195473697715,0.3995409970604321,0.002286199621403388,0.593602607844467
2023-06-19,0.32986351538961034,1.0964107656898806e-05,0.6701255205027328,0.0005713821208847894,0.3999428368704191,0.00028570490349371687,0.5992000761052024
2023-06-26,0.39936253541888744,0.03473142418454122,0.5659060403965713,0.252277394460969,0.37272257390080177,0.127277412037763,0.2477226196004663
2023-07-03,0.5601735387594635,0.0,0.43982646124053654,0.25202676116317035,0.3728634501066385,0.1270877549021654,0.24802203382802568
2023-07-10,0.5909443834811944,0.0,0.40905561651880573,0.25362878564433083,0.37086452085198024,0.12891028203526916,0.24659641146841985
2023-07-17,0.670838382427962,0.023798489654736337,0.30536312791730164,0.28853258716597996,0.3364673757006001,0.16353260779565773,0.21146742933776225
2023-07-24,0.5666915167898576,0.06556750548215942,0.3677409777279829,0.2546557680270454,0.37030919648778887,0.12967523218547078,0.24535980329969492
2023-07-31,0.5576038845442842,0.061134422226603646,0.3812616932291121,0.25046272755419935,0.3743201595013737,0.12558334585665878,0.2496337670877682
2023-08-07,0.47926056388931876,0.10969753436369488,0.41104190174698624,0.25033490587115675,0.37443095918597347,0.12546498083941776,0.2497691541034521
2023-08-14,0.36679882811630066,0.1027789124883961,0.5304222593953033,0.1852298718676039,0.3813464095267483,0.09268749331518603,0.34073622529046177
2023-08-21,0.3161285614493233,0.002615948121650545,0.6812554904290262,0.005900643124562515,0.3994080865818997,0.0029513488431946117,0.5917399214503432
2023-08-28,0.17328768092080407,0.0003115546191160359,0.8264007644600798,0.00038478451477806663,0.3999615102687601,0.0001923985239235578,0.5994613066925384
2023-09-04,0.1799253131888545,0.0005249936977268818,0.8195496931134186,0.0006032005177784184,0.3999396786630039,0.00030160097289936,0.5991555198463184
2023-09-11,0.0,0.000462440627822873,0.9995375593721771,0.0003588238017324728,0.3999641163930023,0.00017941258243535114,0.5994976472228298
2023-09-18,0.08743663833198248,0.006988234943695088,0.9055751267243224,0.004557586961898681,0.39954422550048413,0.0022788022605749188,0.5936193852770423
2023-09-25,0.0,1.0,0.0,0.013658887788659773,0.3986333690646945,0.006829856203462947,0.5808778869431829
2023-10-02,0.19731570358123326,0.25093524548811735,0.5517490509306494,0.20500773606315045,0.3793425126374634,0.1025909312294761,0.3130588200699101
2023-10-09,0.2796190190769119,0.23995334496334356,0.48042763595974447,0.23187502392265721,0.3762502075816211,0.11624989530916924,0.2756248731865524
2023-10-16,0.3607423175593401,0.09374717440156022,0.5455105080390997,0.2359927857913633,0.3759938576478322,0.11822242832514357,0.269790928235661
2023-10-23,0.4302907988347035,0.10320650482468953,0.46650269634060704,0.2513534375923929,0.37325701889299046,0.12656985065606885,0.24881969285854783
2023-10-30,0.8666120022812493,0.0,0.13338799771875068,0.2765372695954872,0.3484626924537381,0.1515372906792509,0.2234627472715238
2023-11-06,0.9024110272509412,0.0,0.09758897274905873,0.3738790659355244,0.25112093406447505,0.24887906593552467,0.12612093406447586
2023-11-13,0.8038405606022243,0.0,0.1961594393977757,0.3749703430853905,0.2500296569146095,0.24997034308539054,0.12502965691460952
2023-11-20,0.6552932281923796,0.1366854065887696,0.208021365218851,0.371246640948192,0.25375335904767354,0.24624664095048893,0.12875335905364563
2023-11-27,0.42325391382429856,0.3860313054544294,0.19071478072127204,0.34468688400801484,0.28031311128290626,0.21968688662416982,0.1553131180849091
2023-12-04,0.4280644351550825,0.42451548124063787,0.14742008360427955,0.3719165513591112,0.2530834486408668,0.24691655135912344,0.12808344864089855
2023-12-11,0.0,1.0,0.0,0.370660979844503,0.25433902015470433,0.2456609798449434,0.12933902015584925
2023-12-18,0.0,1.0,0.0,0.37492471345260975,0.2500752865473903,0.24992471345260975,0.1250752865473903
2023-12-25,0.4285329994450675,0.4282639955605402,0.1432030049943924,0.3747647481683516,0.25023525183164835,0.2497647481683516,0.12523525183164838
2024-01-01,0.5316948061230843,0.0,0.4683051938769156,0.36383149295203876,0.26116850704378075,0.23883149295436126,0.13616850704981925
2024-01-08,0.4380307161463279,0.0,0.5619692838536722,0.23927359470234938,0.37204708534009123,0.1218732169009935,0.266806103056566
2024-01-15,0.39306454812112085,0.15166016612909963,0.4552752857497795,0.25441957819154387,0.37058018109469015,0.12941971192141388,0.2455805287923521
2024-01-22,0.35709315639522976,0.12727854515033885,0.5156282984544314,0.21896858139436323,0.3779748100937188,0.10955558612320652,0.2935010223887114
2024-01-29,0.25471134145714613,0.010740497228541507,0.7345481613143124,0.022772232728941688,0.397716953773984,0.011389351338427353,0.5681214621586468
2024-02-05,0.35543017490263623,0.08162811860362122,0.5629417064937425,0.2110954122202094,0.3788159678712803,0.10558908994715956,0.30449952996135066
2024-02-12,0.3284634354932131,0.07406840125600532,0.5974681632507816,0.17451956365670904,0.3824000259668567,0.0873420138658392,0.35573839651059513
2024-02-19,0.22924494065659445,0.7087765825960075,0.06197847674739806,0.3749878357052641,0.25001216429473594,0.24998783570526412,0.12501216429473594
2024-02-26,0.026218259031630893,0.9737817409683691,0.0,0.37405930713148666,0.25094069286851306,0.24905930713148683,0.12594069286851348
2024-03-04,0.0,1.0,0.0,0.375,0.25,0.25,0.125
2024-03-11,0.42857114522442286,0.42856916179538274,0.1428596929801943,0.3749982645064744,0.25000173549352556,0.24999826450647442,0.12500173549352556
2024-03-18,0.4285558030052868,0.42844642404229405,0.14299777295241914,0.3749043143393781,0.25009568566062196,0.2499043143393781,0.12509568566062193
2024-03-25,0.4278647674061263,0.4229181390318148,0.1492170935620589,0.370714101684363,0.2542858981039294,0.2457141018019783,0.12928589840972932
2024-04-01,0.409179406264977,0.27340115024775924,0.3174194434872637,0.2815578445333049,0.3434157537888322,0.15657251213211762,0.2184538895457452
2024-04-08,0.40006951982888084,0.09244171007852155,0.5074887700925976,0.1442402726804814,0.38533052090978887,0.07225649846366457,0.39817270794606513
2024-04-15,0.40000031375963124,0.0026335817285988486,0.5973661045117699,0.005221270662635708,0.3994764720657156,0.002611413591329401,0.5926908436803193
2024-04-22,0.0,0.0,1.0,0.0006253757419559928,0.39993744925498537,0.0003126951880996681,0.599124479814959
2024-04-29,0.4000000000653867,5.352373300584235e-05,0.5999464762016075,0.00010702929966787615,0.3999892967758402,5.3514813274488426e-05,0.5998501591112174
2024-05-06,0.0,0.0,1.0,0.0005425303763429262,0.399945746729774,0.00027126531738905143,0.599240457576494
2024-05-13,0.40000002902421855,0.013406367137318704,0.5865936038384628,0.025775655147742764,0.3974223089259768,0.012887897329009695,0.5639141385972708
2024-05-20,0.2837471046049742,0.000572280380087519,0.7156806150149383,0.008823813934996918,0.3991163351956982,0.0044126199734996294,0.5876472308958053
2024-05-27,0.29306816051633183,0.08682896321622308,0.6201028762674451,0.2495637547715373,0.3748786465190437,0.12487353183232562,0.2506840668770933
2024-06-03,0.4397822122362834,0.03146618858132574,0.5287515991823908,0.24452566008392235,0.3753200176904068,0.12238917243151727,0.25776514979415366
2024-06-10,0.35185279858026436,0.060399758906900136,0.5877474425128356,0.23578785999975785,0.37619916072385434,0.11801729293108439,0.26999568634530335
2024-06-17,0.36847540043980526,0.022609604116386624,0.608914995443808,0.20825070030182669,0.3790622607377087,0.10418794416875146,0.30849909479171317
2024-06-24,0.3736147946685692,9.961803000296866e-05,0.6262855873014279,0.0006895828975701657,0.3999308708970947,0.00034488634497856636,0.5990346598603566
2024-07-01,0.33451201101167805,3.6928750700547755e-05,0.6654510602376214,0.00026857977369660685,0.3999731413567781,0.00013429025676623888,0.5996239886127592
2024-07-08,0.34948225929299287,1.0711153038409439e-05,0.6505070295539688,4.4096276620630474e-05,0.39999559033152826,2.204816098234743e-05,0.5999382652308687
2024-07-15,0.3840701398065606,0.002659062366755512,0.613270797826684,0.030244612995827133,0.39697552735435543,0.015122312801281268,0.5576575468485362
2024-07-22,0.44099080238328625,0.03277127639836681,0.526237921218347,0.24774757263222225,0.37475804714051164,0.12413333942514783,0.2533610408021182
2024-07-29,0.3800807683743625,0.074999199459898,0.5449200321657395,0.2027594794017798,0.3795300897153622,0.10148749655892313,0.3162229343239349
2024-08-05,0.34179462407535605,0.04545160714254456,0.6127537687820993,0.11349569055322781,0.3885759056108041,0.056789248239876744,0.4411391555960913
2024-08-12,0.3526570678285555,0.020491972369776484,0.626850959801668,0.05382042030229664,0.39459574057115815,0.026922553150377327,0.5246612859761679
2024-08-19,0.41908783522795223,0.00011308327015092153,0.5807990815018969,0.0003787554355112902,0.3999620810698137,0.00018940182144185669,0.5994697616732332
2024-08-26,0.44932819460070583,0.028019683877673767,0.5226521215216204,0.10216573592458886,0.3897829676066357,0.05108312285168634,0.45696817361708914
2024-09-02,0.4602446480530595,0.022977436174365515,0.5167779157725749,0.08063822976512998,0.39189382941882844,0.04034264132959756,0.4871252994864441
2024-09-09,0.40846206387292683,0.036453306073058564,0.5550846300540145,0.10406630125606282,0.38954465107711855,0.052060216626517594,0.454328831040301
2024-09-16,0.44959124926913596,0.029083317364443455,0.5213254333664207,0.058738946742407615,0.39409253724746063,0.029388122303591908,0.5177803937065398
2024-09-23,0.9930663582545355,0.0069336417454646535,0.0,0.07400014150347542,0.3925702201274545,0.03701660726406987,0.49641303110500007
2024-09-30,1.0,0.0,0.0,0.2524543241302011,0.3721193735075433,0.12769115877589868,0.24773514358635695
2024-10-07,1.0,0.0,0.0,0.24579685957804556,0.3745143795797076,0.12340172671262713,0.25628703412961973
2024-10-14,1.0,0.0,0.0,0.2473259405552839,0.37465750377736756,0.12400180481492198,0.25401475085242653
2024-10-21,0.400117488461546,0.18594461261365455,0.41393789892479943,0.23830965451737182,0.3758286273618604,0.11934394236224286,0.266517775758525
2024-10-28,0.40000531758025853,0.02584872138754737,0.5741459610321941,0.04791244395731419,0.3951865441794583,0.02396856165910723,0.5329324502041202
2024-11-04,0.4000003450228524,0.003299874470200092,0.5966997805069475,0.006530018988989824,0.39934546069677146,0.0032658636080113656,0.5908586567062275
2024-11-11,1.0,0.0,0.0,0.25075617713448467,0.37419406545710304,0.1257838201391582,0.24926593726925414
2024-11-18,0.4262760358481434,0.4102082867851112,0.1635156773667454,0.3613784547128963,0.26362154528706944,0.23637845471291535,0.13862154528711892
2024-11-25,0.4285714001575888,0.42857120126071035,0.14285739858170085,0.37499982596530057,0.25000017403469943,0.24999982596530057,0.1250001740346994
2024-12-02,0.0,0.0,1.0,0.37499993087452915,0.2500000691254709,0.24999993087452912,0.12500006912547088
2024-12-09,0.3600730984945825,0.41024466753179445,0.22968223397362297,0.3749860280712772,0.2500139719287229,0.24998602807127715,0.12501397192872288
2024-12-16,0.03651417476361784,0.8579211001957097,0.1055647250406724,0.3695199957328017,0.2554800042671288,0.24451999573284028,0.13048000426722922
2024-12-23,0.0,1.0,0.0,0.2498219526659122,0.37062881458830493,0.1273493041913471,0.25219992855443574
2024-12-30,0.5063286613404892,0.023308694007598732,0.47036264465191213,0.03964675991453273,0.3960115005516723,0.019836615211085488,0.5445051243227094
2025-01-06,0.3719991986457927,0.00040967557210028975,0.6275911257821071,0.0028334963030818374,0.39971612001997037,0.0014170427902750725,0.5960333408866727
2025-01-13,0.3243294567969383,1.4939176700124612e-05,0.6756556040263616,0.0010623854227793594,0.399893748507998,0.0005311999056808145,0.5985126661635418
2025-01-20,0.3670417822556745,0.0,0.6329582177443255,0.1663319784678458,0.38336429497214575,0.08316738211229498,0.3671363444477135
2025-01-27,0.3411780882790429,0.0,0.6588219117209572,0.09772329275924486,0.3901786695106367,0.04888886927597733,0.4632091684541412
2025-02-03,0.27272819219284133,0.0,0.7272718078071587,0.0007414623388141831,0.3999254316523958,0.00037096567703087197,0.5989621403317591
2025-02-10,0.26295550524704503,0.0,0.737044494752955,0.0004065245404787083,0.3999593453645886,0.00020326348210801252,0.5994308666128249
2025-02-17,0.23657865006114873,0.0,0.7634213499388514,0.0011725570576904564,0.3998827405726622,0.0005862805963834162,0.5983584217732638
2025-02-24,0.2435615110157084,0.0,0.7564384889842916,0.000574654220132194,0.39994253083787934,0.00028732918790357184,0.5991954857540849
2025-03-03,0.25712835612854584,0.024099889853645484,0.7187717540178087,0.14138291519794965,0.3858605953380527,0.07069207601128165,0.4020644134527159
2025-03-10,0.32649157387560823,0.004548858580636083,0.6689595675437557,0.020310282097189596,0.3979608434943784,0.010159656768540713,0.5715692176398912
2025-03-17,0.35574349077632567,0.00040755058919549,0.6438489586344789,0.0012989162347536438,0.39986996250406337,0.0006495391576331238,0.59818158210355
2025-03-24,0.37333244867362936,0.0019918061021786046,0.624675745224192,0.004736676987632523,0.39952628930549205,0.002368362380341099,0.5933686713265344
2025-03-31,0.359841292892707,0.0001726806195304392,0.6399860264877626,0.000911986616745305,0.39990876999751096,0.0004560107199362942,0.5987232326658075
2025-04-07,0.44003074779884555,0.0006893840178888452,0.5592798681832656,0.004048688915769733,0.3995951037957676,0.0020243596315823154,0.5943318476568803
2025-04-14,0.6087908731126832,0.03784974031580755,0.3533593865715091,0.08428014182253635,0.391566150583011,0.04214331270834338,0.4820103948861093
2025-04-21,0.6307678542088095,0.013843944985582767,0.35538820080560757,0.022842046203675224,0.39770561787035574,0.011426677273658021,0.568025658652311
2025-04-28,0.7236260422430124,0.19755155117456197,0.07882240658242563,0.3749596221502283,0.2500403778497717,0.2499596221502283,0.12504037784977168
2025-05-05,0.7708098249118259,0.0,0.22919017508817416,0.3308485877552959,0.29415141112651577,0.20584858837651163,0.1691514127416767
2025-05-12,0.7027906319072691,0.0,0.2972093680927308,0.36052222058644373,0.26447777351562024,0.23552222386307486,0.1394777820348612
2025-05-19,0.5596192669298794,0.0,0.44038073307012077,0.32229327007854874,0.3027047103604122,0.19729439205690377,0.1777076275041353
2025-05-26,0.5636549286074329,0.1173340246853237,0.31901104670724334,0.25570001105720425,0.3683883238712584,0.13120649165250278,0.24470517341903458
2025-06-02,0.46600160207736674,0.057485555653160963,0.47651284226947227,0.24889009507716495,0.3743511986179027,0.1248671541354607,0.2518915521694717
2025-06-09,0.3107991144795332,0.0005631203236265832,0.6886377651968402,0.06063702129158674,0.3938926166753128,0.030342777976642542,0.5151275840564579
2025-06-16,0.25482621048180476,0.0011002889837520465,0.7440735005344431,0.009464783406592606,0.3990457826732616,0.00473669114000696,0.5867527427801389
2025-06-23,0.3363043397815489,5.473865466723448e-05,0.663640921563784,0.00048497262298893997,0.39995101517753645,0.0002427571782525829,0.5993212550212219
2025-06-30,0.33882798082989957,0.0,0.6611720191701005,0.06198881950218022,0.39367067103329273,0.03106688031580634,0.5132736291487205
2025-07-07,0.3229034291492757,0.0,0.6770965708507244,0.05171581849908182,0.39477012838221615,0.0258902924539163,0.5276237606647858
2025-07-14,0.5253958003225175,0.0,0.47460419967748246,0.3121883040667248,0.3128116880642409,0.1871883084384105,0.18781169943062376
2025-07-21,0.5863517735546174,0.0,0.41364822644538257,0.3721974885269917,0.252802511472305,0.24719748852738244,0.12780251147332092
2025-07-28,0.5767139781892938,0.0,0.4232860218107062,0.3622166953240859,0.26278330462481253,0.2372166953524757,0.13778330469862593
2025-08-04,0.40968336637709407,0.2774627662156743,0.3128538674072316,0.28350161158360015,0.3414951460445793,0.15850341290127823,0.21649982947054225
2025-08-11,0.4016297281293542,0.21299743502813173,0.385372836842514,0.25514559459643193,0.36982553345940117,0.13016163456541352,0.2448672373787533
2025-08-18,0.40009064570808145,0.16537878389621263,0.43453057039570586,0.2207005424849282,0.3776566440360547,0.11050210552882657,0.2911407079501905
2025-08-25,0.4001250410216605,0.19581430486235546,0.4040606541159839,0.24629855203625547,0.37501456471462546,0.1233468205079883,0.25534006274113075
2025-09-01,0.0,0.8510992467786401,0.14890075322135998,0.25006847029592555,0.37452573173831477,0.1252939136102365,0.25011188435552323
2025-09-08,0.0,1.0,0.0,0.21047427692071696,0.3787705400990567,0.10533826746528717,0.3054169155149392
2025-09-15,0.12416088259949555,0.5224017197579599,0.35343739764254456,0.23099189271637235,0.37657082892243665,0.11567926958370069,0.27675800877749035
2025-09-22,0.03990828751463292,0.3602713612994525,0.5998203511859146,0.23357515424929925,0.37585203669563594,0.11722671483544636,0.2733460942196185
2025-09-29,0.24859895481788316,0.10172416431763862,0.6496768808644782,0.17462761133786575,0.38231169275782917,0.0874391090624797,0.35562158684182543
2025-10-06,0.43888793488399225,0.24949661937986814,0.31161544573613953,0.3749952895976402,0.2500047104023502,0.24999528959764553,0.12500471040236408
2025-10-13,0.5815925088713504,0.17469643394347886,0.24371105718517075,0.37149384205271224,0.25350615282528327,0.2464938448982703,0.12850616022373426
2025-10-20,0.4293166872508502,0.0019166749672392181,0.5687666377819105,0.09631670396118093,0.3860631492899872,0.0505501188216431,0.4670700279271889
2025-10-27,0.36602020303632593,0.0,0.6339797969636741,0.18408007180065097,0.3764300588758086,0.09490777698039565,0.34458209234314474
2025-11-03,0.34647427327170605,0.022646640664325056,0.6308790860639688,0.2203372475523532,0.36978685969374603,0.1147127435267425,0.2951631492271582
2025-11-10,0.5383917633698494,0.0,0.4616082366301506,0.33986088728699365,0.2851301391765794,0.2148658725850086,0.16014310095141832
2025-11-17,0.3243349557740109,0.0,0.6756650442259892,0.21924525198811862,0.37753591542619247,0.10992238120239024,0.29329645138329863
2025-11-24,0.34904229151552435,0.0,0.6509577084844755,0.020754634917447157,0.39791365362035425,0.010383363507557515,0.5709483479546411
2025-12-01,0.3495679394127723,0.0005234985469647875,0.6499085620402629,0.005689178415567139,0.399426674952162,0.0028470376557176327,0.5920371089765533
2025-12-08,0.32184629834025286,0.0639289252476023,0.6142247764121448,0.21941181174971544,0.37690882690341276,0.11034479027575533,0.2933345710711165
2025-12-15,0.26370552995102897,0.013561383044538773,0.7227330870044323,0.05692859282693214,0.39426414151053035,0.028488184861675193,0.5203190808008622
2025-12-22,0.3467930028572159,0.009312774045967824,0.6438942230968163,0.0483683198187252,0.3951008831105,0.024218762635822264,0.5323120344349523
2025-12-29,0.3727723815840074,0.006674325612441524,0.6205532928035511,0.040711471402483754,0.39587403475761673,0.020386190202427903,0.5430283036374716
2026-01-05,0.42627910993759155,0.15495562682872027,0.4187652632336882,0.2668255437047734,0.3581301705015163,0.14185014692350134,0.2331941388702089
2026-01-12,0.4433926477777109,0.12257177222893688,0.4340355799933522,0.2534084636906888,0.371248048438227,0.12859929028573558,0.24674419758534855
2026-01-19,0.48722313850889887,0.2747424216812005,0.2380344398099007,0.3377236132234617,0.2872763866296588,0.2127236133050614,0.16227638684181808
2026-01-26,0.44435072839619966,0.14302187435789546,0.41262739724590486,0.2525028414725032,0.3692918181379444,0.12928358613336566,0.24892175425618676
2026-02-02,0.4139857362786517,0.003515675064018844,0.5824985886573295,0.012390112165127897,0.3987506494619412,0.006200800150089517,0.5826584382228415
2026-02-09,0.42436268518534664,5.627103617869458e-05,0.5755810437784746,0.0003417832163007706,0.3999658123484868,0.00017089679141875442,0.5995215076437936
2026-02-16,0.38206125253347534,0.0001439170572761308,0.6177948304092485,0.000657304994485176,0.3999342689840227,0.0003286527842029998,0.5990797732372891
2026-02-23,0.36049872526767535,0.0004112437364868998,0.6390900309958378,0.002082777053748142,0.39979171847367356,0.0010413906496249607,0.5970841138229532
2026-03-02,0.3652178474780376,0.020068250151905925,0.6147139023700565,0.07925210311361465,0.39207329316872186,0.03962688295676102,0.4890477207609024
2026-03-09,0.38483190946415086,0.04235279301021886,0.5728152975256303,0.17667776343977437,0.38218624675693874,0.08841997999715598,0.3527160098061309
2026-03-16,0.39283194798909105,0.10712519095290286,0.5000428610580061,0.2509704690072346,0.37353753897624964,0.1262437979052989,0.24924819411121688
