week,p_RiskOn,p_Neutral,p_RiskOff,label,gross
2023-05-01,0.0027699510457468565,0.8912516821252919,0.10597836682893923,Neutral,0.7793583168433439
2023-05-08,0.001041916207192258,0.6214039600106115,0.3775541237821595,Neutral,0.7246975584849772
2023-05-15,7.846718705037618e-06,0.011428418537965897,0.9885637347432814,RiskOff,0.6022888223950466
2023-05-22,2.5841193217986534e-06,0.027030320010419124,0.9729670958702207,RiskOff,0.6054070976497895
2023-05-29,1.9413839331314735e-05,0.08654492658905377,0.9134356595716506,RiskOff,0.6173167508535647
2023-06-05,0.00018543361057195328,0.30759594248685657,0.6922186239025703,RiskOff,0.6615933619415993
2023-06-12,1.1094867438943059e-05,0.01148767381395729,0.9885012313186211,RiskOff,0.6023019727097774
2023-06-19,1.3854925431796063e-07,0.001429472759843304,0.9985703886909427,RiskOff,0.6002859499716946
2023-06-26,0.018219435379307303,0.9817803396377203,2.2498294475139767e-07,Neutral,0.8036438420792503
2023-07-03,0.017184957890070126,0.9820345507552134,0.0007804913547239903,Neutral,0.8032808933070753
2023-07-10,0.033488977683161135,0.962912730462468,0.00359829185439188,Neutral,0.8059781371657706
2023-07-17,0.30826099687792985,0.6917387390622413,2.6405984916647133e-07,Neutral,0.8616521465636324
2023-07-24,0.037554062151736886,0.9621968198950206,0.00024911795326258723,Neutral,0.807460988839711
2023-07-31,0.005628454578688959,0.9928285245093187,0.0015430209119778565,Neutral,0.8008170867333307
2023-08-07,0.004757476084386515,0.9935786032071253,0.0016639207084607644,Neutral,0.8006187110751632
2023-08-14,0.0010044311596626733,0.6395399685570794,0.3594556002832547,Neutral,0.7283097661752791
2023-08-21,1.0364513131463607e-05,0.01486774667847348,0.9851218888084328,RiskOff,0.6029776951409699
2023-08-28,6.270153393499469e-08,0.0009624227588956059,0.9990375145396051,RiskOff,0.6001925096324134
2023-09-04,7.146567712517531e-09,0.001509356247765867,0.9984906366056153,RiskOff,0.6003018741081496
2023-09-11,6.819361557401899e-09,0.0008975323629212433,0.99910246081773,RiskOff,0.6001795092003365
2023-09-18,8.840059354677293e-08,0.0114722641706073,0.9885276474287732,RiskOff,0.6022944881943433
2023-09-25,4.209328237055091e-06,0.03485511487583072,0.9651406757959047,RiskOff,0.6069727067064444
2023-10-02,0.0012567773366209563,0.7379483191189855,0.2607949035443563,Neutral,0.7480923747584232
2023-10-09,0.004782905758997327,0.8803860658796144,0.11483102836142592,Neutral,0.7779903754795444
2023-10-16,0.003495272917387324,0.9070689291251858,0.08943579795739937,Neutral,0.7828118949919756
2023-10-23,0.014275280843100792,0.982957506474575,0.002767212682374743,Neutral,0.8023016136321857
2023-10-30,0.21229847261907023,0.7877012575087691,2.6987214833817465e-07,Neutral,0.8424596405493745
2023-11-06,0.9910325274841851,0.008967472515797529,3.889245910836728e-15,RiskOn,0.9982065054968254
2023-11-13,0.999762744683105,0.00023725531687554774,1.4856550307577356e-16,RiskOn,0.9999525489366056
2023-11-20,0.9699731276117006,0.030026872359009568,2.940115433986505e-11,RiskOn,0.9939946255165489
2023-11-27,0.7574951044103052,0.24250486210289204,3.348678298694294e-08,RiskOn,0.9514990141846886
2023-12-04,0.9753324108729755,0.024667589126814587,1.562043254902329e-13,RiskOn,0.9950664821745209
2023-12-11,0.9652878387610649,0.03471216123333481,5.636690126473734e-12,RiskOn,0.9930575677511148
2023-12-18,0.9993977076209306,0.0006022923791223619,1.3633597649450677e-20,RiskOn,0.9998795415242285
2023-12-25,0.998117985346855,0.001882014653187057,2.2417284895033068e-18,RiskOn,0.9996235970694046
2024-01-01,0.9106519436433026,0.08934805632695249,2.972793559516299e-11,RiskOn,0.9821303887227013
2024-01-08,0.03452336311687273,0.8716250098980697,0.09385162698514034,Neutral,0.7881343472264127
2024-01-15,0.03535874251337705,0.9646395457454497,1.7117412370627353e-06,Neutral,0.8070714061544791
2024-01-22,0.0010613212812184169,0.8133130839054459,0.18562559481326638,Neutral,0.7630871452935349
2024-01-29,3.349349707890023e-05,0.058893179441895815,0.9410733270609742,RiskOff,0.6117920332871801
2024-02-05,0.0006054862541286605,0.7712251655931084,0.22816934815266762,Neutral,0.7544872276202161
2024-02-12,0.0011135500765853256,0.5891464642409414,0.4097399856824743,Neutral,0.7182747128788229
2024-02-19,0.9999026856422203,9.731435788730109e-05,3.7477729139959633e-28,RiskOn,0.9999805371285301
2024-02-26,0.9924744570518553,0.007525542948102643,2.029289268919388e-15,RiskOn,0.9984948914103386
2024-03-04,1.0,7.82250639686151e-20,5.26983995941761e-88,RiskOn,1.0
2024-03-11,0.9999861160517631,1.3883948204571947e-05,1.1497389060357733e-26,RiskOn,0.9999972232103268
2024-03-18,0.9992345147151366,0.0007654852849754087,5.096027972477331e-18,RiskOn,0.999846902943117
2024-03-25,0.9657128148114966,0.0342871836829686,1.5054766973819757e-09,RiskOn,0.9931425626611575
2024-04-01,0.2526796480696781,0.7471326198827927,0.00018773204762629307,Neutral,0.8504983832044879
2024-04-08,0.0017392048142319755,0.4573124860842766,0.5409483091013962,RiskOff,0.692158179142491
2024-04-15,7.844015392587949e-06,0.013144417912528671,0.9868477380721514,RiskOff,0.6026320211887063
2024-04-22,7.323991881161665e-08,0.0015647974432584824,0.9984351293167472,RiskOff,0.6003129887845738
2024-04-29,1.6346679388265502e-09,0.00026761376120037426,0.9997323846041015,RiskOff,0.6000535234060892
2024-05-06,1.293228306409525e-09,0.0013574286714991915,0.9986425700352,RiskOff,0.6002714862515476
2024-05-13,7.256056737266356e-07,0.06702967832504012,0.9329695960692214,RiskOff,0.6134062259072386
2024-05-20,7.2256816616385286e-06,0.022344538021049177,0.9776482362973677,RiskOff,0.6044717978769215
2024-05-27,0.0014642938426266473,0.9945764469202255,0.0039592592371813775,Neutral,0.799501006921116
2024-06-03,0.0019940700210863828,0.9618499310467192,0.03615599893218154,Neutral,0.7931676142177708
2024-06-10,0.0019076103810060248,0.9086590976319554,0.08943329198698591,Neutral,0.782494863678762
2024-06-17,0.0009100458012316059,0.7555669910972117,0.24352296310148958,Neutral,0.7514774165398947
2024-06-24,9.499442623722957e-07,0.0017243168992956235,0.998274733156543,RiskOff,0.6003452433576246
2024-07-01,3.700670238096419e-09,0.00067171449811892,0.9993282818012587,RiskOff,0.6001343443799206
2024-07-08,2.267353192126484e-10,0.00011024764372949295,0.9998897521295924,RiskOff,0.6000220496194744
2024-07-15,6.602921796539341e-08,0.07920471015019302,0.9207952238206029,RiskOff,0.6158409684417341
2024-07-22,0.004125408842597222,0.97825398286645,0.01762060829101233,Neutral,0.7973009601103648
2024-07-29,0.0015478214102360032,0.7257884528753594,0.27266372571440023,Neutral,0.7457768191391637
2024-08-05,0.0004989026086145512,0.3411552903024132,0.6583458070889767,RiskOff,0.6684306191039311
2024-08-12,0.000134264258886389,0.14616008980256082,0.8537056459384686,RiskOff,0.6292857236640162
2024-08-19,2.411738635439122e-07,0.000947065024040264,0.9990526938021278,RiskOff,0.6001895094743723
2024-08-26,3.0102006668959403e-06,0.30163550599613664,0.6983614838031715,RiskOff,0.6603283052794792
2024-09-02,0.0002676156620571826,0.22891553643542908,0.7708168479024602,RiskOff,0.6458901535518766
2024-09-09,0.00032069412177311866,0.30777888782511004,0.6919004180530615,RiskOff,0.661684055213698
2024-09-16,0.0002044956737359767,0.1607193709962744,0.8390761333299303,RiskOff,0.6322256724687136
2024-09-23,0.00018600217696250005,0.20780881989073247,0.7920051779322415,RiskOff,0.6416361648488933
2024-09-30,0.0233973491189053,0.9735746097125291,0.003028041168653753,Neutral,0.804073861590121
2024-10-07,0.007953307690561538,0.959116135665555,0.03293055664396547,Neutral,0.7950045502093849
2024-10-14,0.005378090438634765,0.9733420255836399,0.021279883977731368,Neutral,0.7968196412921856
2024-10-21,0.0029406664824587307,0.9219946658007745,0.07506466771683605,Neutral,0.7855751997531799
2024-10-28,0.0001329465760047957,0.12885164020774206,0.8710154132163649,RiskOff,0.6258235066720174
2024-11-04,8.625601070980909e-06,0.016473552474590158,0.9835178219244063,RiskOff,0.6032981607353868
2024-11-11,0.006490843903797381,0.9931553725786312,0.0003537835175517413,Neutral,0.8012274120772335
2024-11-18,0.8910276377033114,0.10897236229635247,2.4377280083560876e-13,RiskOn,0.9782055275405396
2024-11-25,0.9999986077223781,1.3922775953665047e-06,5.1897161946643355e-27,RiskOn,0.9999997215444545
2024-12-02,0.999999446996224,5.530037669726343e-07,1.9174071785750623e-30,RiskOn,0.9999998893992376
2024-12-09,0.9998882245702332,0.00011177542978287333,8.227427165469425e-24,RiskOn,0.9999776449140595
2024-12-16,0.9561599658627516,0.043840034136647034,4.942368186343511e-13,RiskOn,0.9912319931723658
2024-12-23,0.03854563753035902,0.9294920074561549,0.031962355013405906,Neutral,0.8013166565033265
2024-12-30,0.00014071531015999775,0.10516858568083888,0.8946906990091115,RiskOff,0.621090003260298
2025-01-06,2.958961033790429e-06,0.007109532142023958,0.9928875088970446,RiskOff,0.6014230900128797
2025-01-13,7.205773943095984e-08,0.0026600946538438055,0.9973398332883151,RiskOff,0.6005320477538035
2025-01-20,1.8559185144197922e-05,0.5540381237843311,0.445943317030442,Neutral,0.7108150484308743
2025-01-27,0.00031895724274481695,0.2857654634263453,0.713915579330884,RiskOff,0.6572806755823515
2025-02-03,2.347685666911817e-06,0.00185219693101857,0.998145455383366,RiskOff,0.6003713784605014
2025-02-10,1.2126080863570261e-08,0.001016913269769362,0.9989830746041625,RiskOff,0.6002033875043938
2025-02-17,2.071181042079066e-08,0.0029365264802133913,0.997063452807979,RiskOff,0.6005873135807686
2025-02-24,2.07963006417618e-08,0.0014378437682895638,0.9985621354354173,RiskOff,0.6002875770721826
2025-03-03,7.848594199295357e-06,0.44857936762873746,0.551412783776963,RiskOff,0.689719012963367
2025-03-10,4.657551114864427e-05,0.05230062148318306,0.9476528030057468,RiskOff,0.6104787545011432
2025-03-17,8.119844152178131e-07,0.0032524111066940028,0.9967467769089662,RiskOff,0.6006508070151501
2025-03-24,2.4057451680326793e-07,0.011926068215897756,0.9880736912095195,RiskOff,0.6023853098729467
2025-03-31,1.7435414027319447e-07,0.002282828112195788,0.9977169975336609,RiskOff,0.6004566353640934
2025-04-07,1.5266410172669767e-07,0.010183337971762772,0.9898165093640491,RiskOff,0.6020367286599414
2025-04-14,3.710892848683896e-05,0.24113353531389678,0.7588293557576893,RiskOff,0.6482415506342178
2025-04-21,5.854671526735942e-05,0.0590422708443409,0.9408991824403314,RiskOff,0.6118318728549389
2025-04-28,0.9996769772018773,0.0003230227981734879,2.416927076705068e-28,RiskOn,0.9999353954404161
2025-05-05,0.6467887100531982,0.3532112819952359,7.951561263874657e-09,RiskOn,0.9293577404203237
2025-05-12,0.8841778032114213,0.11582215484766803,4.1940877866544684e-08,RiskOn,0.9768355522540824
2025-05-19,0.5783609975212363,0.42162464123327337,1.4361245602111872e-05,RiskOn,0.9156693272552162
2025-05-26,0.05357353499411004,0.9399592359110814,0.006467229094820314,Neutral,0.8094212611798673
2025-06-02,0.0067221793123466884,0.9808298443003323,0.012447976387370099,Neutral,0.7988548405850345
2025-06-09,0.000266932899071397,0.16634657403114658,0.8333864930697588,RiskOff,0.6333760879658439
2025-06-16,4.361298576878635e-05,0.023936995942018847,0.9760193910722524,RiskOff,0.6048048443827353
2025-06-23,2.7106372557538175e-06,0.0012092472511827544,0.9987880421114566,RiskOff,0.6002429337050759
2025-06-30,0.0007988076961700637,0.1696199209234937,0.8295812713803696,RiskOff,0.6342435072631868
2025-07-07,0.000351028533345464,0.13962116855717632,0.860027802909581,RiskOff,0.6280646451248351
2025-07-14,0.49750649204102143,0.5024934520013499,5.595757571783495e-08,Neutral,0.8995012872166469
2025-07-21,0.9775799082204161,0.02242009177464823,5.001430484953979e-12,RiskOn,0.9955159816431355
2025-07-28,0.897733562924685,0.10226643671203316,3.633891735809086e-10,RiskOn,0.979546712512345
2025-08-04,0.2680393961959306,0.7319375471370474,2.30566669236616e-05,Neutral,0.8536032679057227
2025-08-11,0.04141820741070537,0.9583764967925018,0.00020529579686073889,Neutral,0.8082425823228232
2025-08-18,0.0022681987268331908,0.8208395471947464,0.17689225407845127,Neutral,0.765075188929701
2025-08-25,0.003129939249529715,0.9709074803200848,0.025962580430467584,Neutral,0.7954334717638781
2025-09-01,0.004150364171478375,0.9929670806986981,0.0028825551298258833,Neutral,0.8002535618083325
2025-09-08,0.0014772157594450924,0.76639630461316,0.2321264796274919,Neutral,0.7538701472264682
2025-09-15,0.0028028411512802808,0.8787083925487182,0.11848876630008315,Neutral,0.7768628149703047
2025-09-22,0.006746056570489859,0.8869293610451264,0.10632458238447162,Neutral,0.780084294837274
2025-09-29,0.001696878933814014,0.5886635598144739,0.4096395612518236,Neutral,0.7184114635364873
2025-10-06,0.9999623167811357,3.768321875043774e-05,6.822874629122482e-14,RiskOn,0.999992463356177
2025-10-13,0.9719507686750845,0.02804919490179419,3.642314288656962e-08,RiskOn,0.9943901464504055
2025-10-20,0.027724193380905437,0.23752776074222093,0.7347480458769731,RiskOff,0.658595229500866
2025-10-27,0.039150951322053845,0.5695476857421795,0.39130136293580814,Neutral,0.7295699176772823
2025-11-03,0.06651944890002943,0.7065767923739349,0.22690375872609575,Neutral,0.7679231380348349
2025-11-10,0.7189496590083028,0.2809865307040388,6.381028764759448e-05,RiskOn,0.9437771697441224
2025-11-17,0.004460434644017447,0.8089157914961265,0.18662377385984658,Neutral,0.7635673321568266
2025-11-24,6.240205426326241e-05,0.05345921669832563,0.9464783812474394,RiskOff,0.6107168041613874
2025-12-01,2.469503967712623e-05,0.014308217222007785,0.985667087738212,RiskOff,0.6028715214602105
2025-12-08,0.009495918722709933,0.8010510047815101,0.18945307649570348,Neutral,0.7640085684453402
2025-12-15,0.0002611676233580599,0.15520547655958936,0.8445333558170895,RiskOff,0.6311455623612833
2025-12-22,0.0003730545728120578,0.12980603332319138,0.8698209121040026,RiskOff,0.6261104284937666
2025-12-29,0.0003243207427462159,0.1079012294815412,0.8917744497756135,RiskOff,0.6217099741933472
2026-01-05,0.134982060370696,0.8647030556160212,0.00031488401334828214,Neutral,0.8269334352715219
2026-01-12,0.030293187466338616,0.967266467394391,0.002440345139380692,Neutral,0.8055705684654798
2026-01-19,0.7017889068183341,0.298211092137077,1.0444762362461453e-09,RiskOn,0.9403577811546814
2026-01-26,0.04810347829553122,0.9292961682473609,0.02260035345702691,Neutral,0.8051006249676361
2026-02-02,5.852740843232929e-05,0.03147351766301452,0.9684679549284443,RiskOff,0.6063181144959104
2026-02-09,5.1859269826708065e-08,0.0008548185223701176,0.9991451296184717,RiskOff,0.6001709844482489
2026-02-16,2.872436215634781e-09,0.0016448799621125159,0.9983551171655496,RiskOff,0.6003289771414559
2026-02-23,2.1294034854901367e-08,0.005223228992081081,0.9947767497139129,RiskOff,0.6010446543160475
2026-03-02,9.435671180530195e-06,0.22484657147312304,0.7751439928556116,RiskOff,0.6449730885630459
2026-03-09,0.00110303778168212,0.599104962581032,0.3997919996372944,Neutral,0.7202622076288844
2026-03-16,0.012121111786291688,0.9843848624059178,0.003494025807748803,Neutral,0.8017254171956752
2026-03-23,0.005655872914056453,0.9651663582244929,0.02917776886135617,Neutral,0.7952956208104645
2026-03-30,0.003312230191910418,0.9085195100901235,0.0881682597179154,Neutral,0.7830287940947586
2026-04-06,0.006815623887599812,0.9717345008838161,0.021449875228616747,Neutral,0.7970731497318227
2026-04-13,0.003756688903883489,0.989270273803151,0.006973037293016264,Neutral,0.7993567303222141
2026-04-20,0.007232355618409781,0.9759080075269289,0.016859636854738926,Neutral,0.7980745437527962
2026-04-27,0.027091831430625598,0.967082622370152,0.005825546199130615,Neutral,0.8042532570462255
2026-05-04,0.016851111307600183,0.9723211202962886,0.010827768396081986,Neutral,0.8012046685822803
2026-05-11,0.922991636313718,0.07700836368481342,1.5036648824104535e-12,RiskOn,0.9845983272624709
2026-05-18,0.24735232399728813,0.7506278667567797,0.002019809245893254,Neutral,0.8490665029502479
2026-05-25,0.08025486224057674,0.9196264429555207,0.00011869480380637264,Neutral,0.8160272334872771
