symbol,week,price,mcap,source,tier
AAVE,2020-10-12,40.75,645313327.8784337,real_cm,1_real_mcap
AAVE,2020-10-19,37.895,607178297.4357301,real_cm,1_real_mcap
AAVE,2020-10-26,30.757,490867846.060465,real_cm,1_real_mcap
AAVE,2020-11-02,53.931,855116330.6322325,real_cm,1_real_mcap
AAVE,2020-11-09,64.256,1026628175.0021836,real_cm,1_real_mcap
AAVE,2020-11-16,68.811,1107791120.760063,real_cm,1_real_mcap
AAVE,2020-11-23,68.886,1095878838.8054638,real_cm,1_real_mcap
AAVE,2020-11-30,87.838,1410782574.8938825,real_cm,1_real_mcap
AAVE,2020-12-07,83.929,1332110671.6159873,real_cm,1_real_mcap
AAVE,2020-12-14,85.629,1365768068.6604688,real_cm,1_real_mcap
AAVE,2020-12-21,76.751,1244145322.6852353,real_cm,1_real_mcap
AAVE,2020-12-28,93.778,1502455320.6708224,real_cm,1_real_mcap
AAVE,2021-01-04,127.007,2044401461.117968,real_cm,1_real_mcap
AAVE,2021-01-11,186.323,3019031351.029712,real_cm,1_real_mcap
AAVE,2021-01-18,264.401,4294912484.522544,real_cm,1_real_mcap
AAVE,2021-01-25,299.601,4816653885.889568,real_cm,1_real_mcap
AAVE,2021-02-01,472.907,7645383590.362048,real_cm,1_real_mcap
AAVE,2021-02-08,468.525,7588137172.172224,real_cm,1_real_mcap
AAVE,2021-02-15,436.965,6970087505.760752,real_cm,1_real_mcap
AAVE,2021-02-22,354.155,5712591193.019296,real_cm,1_real_mcap
AAVE,2021-03-01,414.89,6573340566.354912,real_cm,1_real_mcap
AAVE,2021-03-08,380.669,6210654798.015456,real_cm,1_real_mcap
AAVE,2021-03-15,367.339,5864825907.45112,real_cm,1_real_mcap
AAVE,2021-03-22,347.721,5499863336.668384,real_cm,1_real_mcap
AAVE,2021-03-29,403.4,6463469736.384976,real_cm,1_real_mcap
AAVE,2021-04-05,372.026,5902257168.506912,real_cm,1_real_mcap
AAVE,2021-04-12,381.498,6128227793.682304,real_cm,1_real_mcap
AAVE,2021-04-19,348.53,5545779266.852656,real_cm,1_real_mcap
AAVE,2021-04-26,482.41,7703103246.830432,real_cm,1_real_mcap
AAVE,2021-05-03,459.51,7341681354.333328,real_cm,1_real_mcap
AAVE,2021-05-10,527.88,8339890929.35768,real_cm,1_real_mcap
AAVE,2021-05-17,293.31,4696722085.042832,real_cm,1_real_mcap
AAVE,2021-05-24,324.38,5197629058.167376,real_cm,1_real_mcap
AAVE,2021-05-31,365.48,5829752610.773728,real_cm,1_real_mcap
AAVE,2021-06-07,316.27,5049007494.663568,real_cm,1_real_mcap
AAVE,2021-06-14,272.67,4371454675.55384,real_cm,1_real_mcap
AAVE,2021-06-21,202.87,3214557226.622448,real_cm,1_real_mcap
AAVE,2021-06-28,277.0,4452044579.395376,real_cm,1_real_mcap
AAVE,2021-07-05,305.09,4874624544.057296,real_cm,1_real_mcap
AAVE,2021-07-12,253.68,4076344283.35672,real_cm,1_real_mcap
AAVE,2021-07-19,288.07,4592601888.312304,real_cm,1_real_mcap
AAVE,2021-07-26,316.38,5082908362.97264,real_cm,1_real_mcap
AAVE,2021-08-02,360.72,5812672126.180656,real_cm,1_real_mcap
AAVE,2021-08-09,410.27,6576829630.849248,real_cm,1_real_mcap
AAVE,2021-08-16,400.98,6436415409.301296,real_cm,1_real_mcap
AAVE,2021-08-23,364.1,5844294495.569248,real_cm,1_real_mcap
AAVE,2021-08-30,416.8,6669763069.244048,real_cm,1_real_mcap
AAVE,2021-09-06,333.3,5346009970.13176,real_cm,1_real_mcap
AAVE,2021-09-13,340.0,5428116235.497872,real_cm,1_real_mcap
AAVE,2021-09-20,293.3,4665033952.946352,real_cm,1_real_mcap
AAVE,2021-09-27,310.6,4965474378.24696,real_cm,1_real_mcap
AAVE,2021-10-04,287.9,4632915633.947296,real_cm,1_real_mcap
AAVE,2021-10-11,304.4,4863378223.039328,real_cm,1_real_mcap
AAVE,2021-10-18,307.8,4918951532.089168,real_cm,1_real_mcap
AAVE,2021-10-25,314.2,5034526789.701184,real_cm,1_real_mcap
AAVE,2021-11-01,319.9,5107695971.973296,real_cm,1_real_mcap
AAVE,2021-11-08,315.1,5032530363.658208,real_cm,1_real_mcap
AAVE,2021-11-15,266.4,4304172424.326944,real_cm,1_real_mcap
AAVE,2021-11-22,238.6,3811126936.015312,real_cm,1_real_mcap
AAVE,2021-11-29,191.6,3072714037.253568,real_cm,1_real_mcap
AAVE,2021-12-06,179.9,2885261153.722176,real_cm,1_real_mcap
AAVE,2021-12-13,183.3,2953670909.858896,real_cm,1_real_mcap
AAVE,2021-12-20,267.8,4302750919.179904,real_cm,1_real_mcap
AAVE,2021-12-27,265.3,4266659832.4856,real_cm,1_real_mcap
AAVE,2022-01-03,209.5,3357128842.376128,real_cm,1_real_mcap
AAVE,2022-01-10,242.5,3880872791.723744,real_cm,1_real_mcap
AAVE,2022-01-17,158.4,2526016051.472784,real_cm,1_real_mcap
AAVE,2022-01-24,148.9,2388616270.261424,real_cm,1_real_mcap
AAVE,2022-01-31,173.5,2759771338.813456,real_cm,1_real_mcap
AAVE,2022-02-07,158.1,2535026130.97016,real_cm,1_real_mcap
AAVE,2022-02-14,137.6,2212360166.585888,real_cm,1_real_mcap
AAVE,2022-02-21,131.6,2098021650.441888,real_cm,1_real_mcap
AAVE,2022-02-28,116.7,1874259210.4852,real_cm,1_real_mcap
AAVE,2022-03-07,115.7,1853683697.275696,real_cm,1_real_mcap
AAVE,2022-03-14,152.6,2450513981.41176,real_cm,1_real_mcap
AAVE,2022-03-21,169.2,2697284300.058288,real_cm,1_real_mcap
AAVE,2022-03-28,243.0,3890907293.536224,real_cm,1_real_mcap
AAVE,2022-04-04,176.3,2852548534.806656,real_cm,1_real_mcap
AAVE,2022-04-11,166.7,2686802022.61656,real_cm,1_real_mcap
AAVE,2022-04-18,166.4,2664574179.600048,real_cm,1_real_mcap
AAVE,2022-04-25,146.5,2341249874.534912,real_cm,1_real_mcap
AAVE,2022-05-02,125.9,2016738220.987424,real_cm,1_real_mcap
AAVE,2022-05-09,92.1,1465228482.498083,real_cm,1_real_mcap
AAVE,2022-05-16,94.1,1511662408.1103137,real_cm,1_real_mcap
AAVE,2022-05-23,95.5,1520851809.3277872,real_cm,1_real_mcap
AAVE,2022-05-30,103.7,1663730533.788992,real_cm,1_real_mcap
AAVE,2022-06-06,70.3,1139556124.7078288,real_cm,1_real_mcap
AAVE,2022-06-13,54.1,858888062.469496,real_cm,1_real_mcap
AAVE,2022-06-20,65.5,1053464266.5556208,real_cm,1_real_mcap
AAVE,2022-06-27,57.7,922460765.5747328,real_cm,1_real_mcap
AAVE,2022-07-04,77.8,1239975503.6487343,real_cm,1_real_mcap
AAVE,2022-07-11,88.2,1428051544.7226975,real_cm,1_real_mcap
AAVE,2022-07-18,90.6,1458346622.4777071,real_cm,1_real_mcap
AAVE,2022-07-25,97.6,1572486186.3941505,real_cm,1_real_mcap
AAVE,2022-08-01,101.3,1619616996.72024,real_cm,1_real_mcap
AAVE,2022-08-08,107.5,1720612768.7256,real_cm,1_real_mcap
AAVE,2022-08-15,86.0,1379481020.7132192,real_cm,1_real_mcap
AAVE,2022-08-22,78.6,1267260098.4818256,real_cm,1_real_mcap
AAVE,2022-08-29,88.8,1418413618.0548272,real_cm,1_real_mcap
AAVE,2022-09-05,91.6,1460283602.7545776,real_cm,1_real_mcap
AAVE,2022-09-12,73.0,1172035787.6232512,real_cm,1_real_mcap
AAVE,2022-09-19,73.6,1180070287.7295408,real_cm,1_real_mcap
AAVE,2022-09-26,72.6,1165312326.5422368,real_cm,1_real_mcap
AAVE,2022-10-03,75.5,1205667534.335035,real_cm,1_real_mcap
AAVE,2022-10-10,75.8,1213214086.59232,real_cm,1_real_mcap
AAVE,2022-10-17,88.8,1421357273.6732545,real_cm,1_real_mcap
AAVE,2022-10-24,83.9,1340998584.3209264,real_cm,1_real_mcap
AAVE,2022-10-31,86.4,1391978871.7704191,real_cm,1_real_mcap
AAVE,2022-11-07,56.6,901695118.4628752,real_cm,1_real_mcap
AAVE,2022-11-14,56.1,896934921.4721456,real_cm,1_real_mcap
AAVE,2022-11-21,61.5,985658245.3788624,real_cm,1_real_mcap
AAVE,2022-11-28,64.4,1028986576.8785936,real_cm,1_real_mcap
AAVE,2022-12-05,59.6,954423563.6645328,real_cm,1_real_mcap
AAVE,2022-12-12,55.8,896154093.7350736,real_cm,1_real_mcap
AAVE,2022-12-19,54.4,870060655.6200272,real_cm,1_real_mcap
AAVE,2022-12-26,52.2,831948979.4747905,real_cm,1_real_mcap
AAVE,2023-01-02,59.3,947643649.9450912,real_cm,1_real_mcap
AAVE,2023-01-09,79.2,1266132972.3245215,real_cm,1_real_mcap
AAVE,2023-01-16,85.4,1366780683.022336,real_cm,1_real_mcap
AAVE,2023-01-23,87.6,1404136344.5203297,real_cm,1_real_mcap
AAVE,2023-01-30,85.7,1370964861.5061984,real_cm,1_real_mcap
AAVE,2023-02-06,77.4,1238047155.0418687,real_cm,1_real_mcap
AAVE,2023-02-13,90.1,1449018645.6851327,real_cm,1_real_mcap
AAVE,2023-02-20,82.2,1314457040.1087792,real_cm,1_real_mcap
AAVE,2023-02-27,75.0,1199895780.878379,real_cm,1_real_mcap
AAVE,2023-03-06,72.7,1163964693.3772624,real_cm,1_real_mcap
AAVE,2023-03-13,79.4,1282927266.4251935,real_cm,1_real_mcap
AAVE,2023-03-20,72.9,1168835100.9195504,real_cm,1_real_mcap
AAVE,2023-03-27,73.0,1169226942.1932993,real_cm,1_real_mcap
AAVE,2023-04-03,76.2,1222159772.8874688,real_cm,1_real_mcap
AAVE,2023-04-10,83.4,1331149491.042333,real_cm,1_real_mcap
AAVE,2023-04-17,70.4,1123841815.9413311,real_cm,1_real_mcap
AAVE,2023-04-24,70.2,1131041003.3441343,real_cm,1_real_mcap
AAVE,2023-05-01,68.7,1105834978.6142416,real_cm,1_real_mcap
AAVE,2023-05-08,62.3,995872370.446192,real_cm,1_real_mcap
AAVE,2023-05-15,63.9,1024208155.7854736,real_cm,1_real_mcap
AAVE,2023-05-22,69.0,1106014970.4739616,real_cm,1_real_mcap
AAVE,2023-05-29,62.8,1006148015.9764208,real_cm,1_real_mcap
AAVE,2023-06-05,52.2,833701997.791688,real_cm,1_real_mcap
AAVE,2023-06-12,50.93,814889413.655824,real_cm,1_real_mcap
AAVE,2023-06-19,68.76,1103206532.8959007,real_cm,1_real_mcap
AAVE,2023-06-26,70.69,1122946425.0919008,real_cm,1_real_mcap
AAVE,2023-07-03,71.84,1149529411.0445616,real_cm,1_real_mcap
AAVE,2023-07-10,76.83,1228782284.554064,real_cm,1_real_mcap
AAVE,2023-07-17,72.28,1157653801.657896,real_cm,1_real_mcap
AAVE,2023-07-24,70.86,1132278453.498088,real_cm,1_real_mcap
AAVE,2023-07-31,65.94,1052725360.9368272,real_cm,1_real_mcap
AAVE,2023-08-07,65.65,1050952352.4029088,real_cm,1_real_mcap
AAVE,2023-08-14,57.12,913352001.5682625,real_cm,1_real_mcap
AAVE,2023-08-21,58.35,931075298.4919168,real_cm,1_real_mcap
AAVE,2023-08-28,54.8,876966142.1874704,real_cm,1_real_mcap
AAVE,2023-09-04,54.03,864645903.1256368,real_cm,1_real_mcap
AAVE,2023-09-11,59.34,945928758.1286097,real_cm,1_real_mcap
AAVE,2023-09-18,61.74,989173521.095216,real_cm,1_real_mcap
AAVE,2023-09-25,72.21,1153663069.134448,real_cm,1_real_mcap
AAVE,2023-10-02,66.04,1056251368.5079744,real_cm,1_real_mcap
AAVE,2023-10-09,63.96,1023242354.3689792,real_cm,1_real_mcap
AAVE,2023-10-16,79.27,1269763488.6353216,real_cm,1_real_mcap
AAVE,2023-10-23,84.49,1355153928.9411216,real_cm,1_real_mcap
AAVE,2023-10-30,89.09,1427730609.9200273,real_cm,1_real_mcap
AAVE,2023-11-06,99.86,1573482245.5460527,real_cm,1_real_mcap
AAVE,2023-11-13,91.52,1463463790.3875072,real_cm,1_real_mcap
AAVE,2023-11-20,97.91,1568391295.6964111,real_cm,1_real_mcap
AAVE,2023-11-27,102.72,1646516935.605744,real_cm,1_real_mcap
AAVE,2023-12-04,97.98,1563287812.7520032,real_cm,1_real_mcap
AAVE,2023-12-11,100.1,1602235667.27328,real_cm,1_real_mcap
AAVE,2023-12-18,99.61,1599619271.2744527,real_cm,1_real_mcap
AAVE,2023-12-25,108.69,1743339514.621024,real_cm,1_real_mcap
AAVE,2024-01-01,94.94,1513155193.70492,real_cm,1_real_mcap
AAVE,2024-01-08,99.42,1595641617.7150657,real_cm,1_real_mcap
AAVE,2024-01-15,96.49,1546047823.5527809,real_cm,1_real_mcap
AAVE,2024-01-22,91.16,1456734446.5630064,real_cm,1_real_mcap
AAVE,2024-01-29,83.24,1332455502.4433775,real_cm,1_real_mcap
AAVE,2024-02-05,87.28,1393921794.6945615,real_cm,1_real_mcap
AAVE,2024-02-12,94.65,1514492132.7060816,real_cm,1_real_mcap
AAVE,2024-02-19,100.32,1603243348.617984,real_cm,1_real_mcap
AAVE,2024-02-26,112.65,1800443757.3232,real_cm,1_real_mcap
AAVE,2024-03-04,126.86,2016597410.42848,real_cm,1_real_mcap
AAVE,2024-03-11,126.91,2026222998.729424,real_cm,1_real_mcap
AAVE,2024-03-18,124.85,1999473619.455664,real_cm,1_real_mcap
AAVE,2024-03-25,128.31,2049096136.054624,real_cm,1_real_mcap
AAVE,2024-04-01,122.84,1962442450.43216,real_cm,1_real_mcap
AAVE,2024-04-08,87.94,1414374729.8458831,real_cm,1_real_mcap
AAVE,2024-04-15,91.1,1456671081.4939537,real_cm,1_real_mcap
AAVE,2024-04-22,90.29,1444795003.7555935,real_cm,1_real_mcap
AAVE,2024-04-29,90.01,1438147329.816352,real_cm,1_real_mcap
AAVE,2024-05-06,83.0,1328356635.0344,real_cm,1_real_mcap
AAVE,2024-05-13,85.33,1365510562.4812367,real_cm,1_real_mcap
AAVE,2024-05-20,109.59,1762799990.717792,real_cm,1_real_mcap
AAVE,2024-05-27,103.11,1653697049.108928,real_cm,1_real_mcap
AAVE,2024-06-03,93.45,1496027946.3681216,real_cm,1_real_mcap
AAVE,2024-06-10,85.8,1367722503.6534064,real_cm,1_real_mcap
AAVE,2024-06-17,80.75,1290974295.4962127,real_cm,1_real_mcap
AAVE,2024-06-24,97.43,1550495960.7396495,real_cm,1_real_mcap
AAVE,2024-07-01,78.2,1255405545.912376,real_cm,1_real_mcap
AAVE,2024-07-08,104.4,1670004404.068432,real_cm,1_real_mcap
AAVE,2024-07-15,98.34,1579946677.328765,real_cm,1_real_mcap
AAVE,2024-07-22,98.69,1579097656.4784672,real_cm,1_real_mcap
AAVE,2024-07-29,97.19,1564835536.4628448,real_cm,1_real_mcap
AAVE,2024-08-05,91.16,1462476196.8960223,real_cm,1_real_mcap
AAVE,2024-08-12,111.38,1784767234.051552,real_cm,1_real_mcap
AAVE,2024-08-19,135.47,2178612930.523616,real_cm,1_real_mcap
AAVE,2024-08-26,120.7,1937917141.4628,real_cm,1_real_mcap
AAVE,2024-09-02,125.98,2011917799.254128,real_cm,1_real_mcap
AAVE,2024-09-09,143.37,2297900163.986864,real_cm,1_real_mcap
AAVE,2024-09-16,162.11,2581915888.83792,real_cm,1_real_mcap
AAVE,2024-09-23,161.5,2578203327.734256,real_cm,1_real_mcap
AAVE,2024-09-30,150.12,2398894027.45832,real_cm,1_real_mcap
AAVE,2024-10-07,154.64,2467190974.79736,real_cm,1_real_mcap
AAVE,2024-10-14,158.88,2543080036.041312,real_cm,1_real_mcap
AAVE,2024-10-21,147.94,2363862114.144656,real_cm,1_real_mcap
AAVE,2024-10-28,132.87,2125580652.041584,real_cm,1_real_mcap
AAVE,2024-11-04,190.06,3039638412.10736,real_cm,1_real_mcap
AAVE,2024-11-11,161.98,2582454286.340336,real_cm,1_real_mcap
AAVE,2024-11-18,171.14,2742508620.394624,real_cm,1_real_mcap
AAVE,2024-11-25,209.24,3352717274.547408,real_cm,1_real_mcap
AAVE,2024-12-02,282.62,4531067786.110256,real_cm,1_real_mcap
AAVE,2024-12-09,368.48,5919556480.806192,real_cm,1_real_mcap
AAVE,2024-12-16,318.97,5088451418.041712,real_cm,1_real_mcap
AAVE,2024-12-23,332.74,5285544658.641984,real_cm,1_real_mcap
AAVE,2024-12-30,341.7,5475086165.281712,real_cm,1_real_mcap
AAVE,2025-01-06,287.92,4608095838.209088,real_cm,1_real_mcap
AAVE,2025-01-13,309.41,4955405321.154512,real_cm,1_real_mcap
AAVE,2025-01-20,316.56,5083256420.546336,real_cm,1_real_mcap
AAVE,2025-01-27,258.44,4077880166.043856,real_cm,1_real_mcap
AAVE,2025-02-03,241.25,3851872848.77632,real_cm,1_real_mcap
AAVE,2025-02-10,253.95,4061946759.5092,real_cm,1_real_mcap
AAVE,2025-02-17,247.7,3952769457.260464,real_cm,1_real_mcap
AAVE,2025-02-24,223.52,3577022160.97152,real_cm,1_real_mcap
AAVE,2025-03-03,178.6,2853797001.777328,real_cm,1_real_mcap
AAVE,2025-03-10,164.72,2635910160.502016,real_cm,1_real_mcap
AAVE,2025-03-17,185.05,2954884292.61584,real_cm,1_real_mcap
AAVE,2025-03-24,163.67,2609778174.625344,real_cm,1_real_mcap
AAVE,2025-03-31,129.0,2059532273.410144,real_cm,1_real_mcap
AAVE,2025-04-07,139.18,2220325000.053072,real_cm,1_real_mcap
AAVE,2025-04-14,140.94,2253086205.229584,real_cm,1_real_mcap
AAVE,2025-04-21,166.62,2672045452.415088,real_cm,1_real_mcap
AAVE,2025-04-28,171.11,2745825223.94088,real_cm,1_real_mcap
AAVE,2025-05-05,221.15,3526915103.573024,real_cm,1_real_mcap
AAVE,2025-05-12,232.12,3660823275.0916,real_cm,1_real_mcap
AAVE,2025-05-19,269.28,4274426689.316112,real_cm,1_real_mcap
AAVE,2025-05-26,246.13,3949710518.950112,real_cm,1_real_mcap
AAVE,2025-06-02,253.8,4069504460.581008,real_cm,1_real_mcap
AAVE,2025-06-09,274.97,4386343847.701488,real_cm,1_real_mcap
AAVE,2025-06-16,227.9,3634976099.410352,real_cm,1_real_mcap
AAVE,2025-06-23,278.61,4454686876.707824,real_cm,1_real_mcap
AAVE,2025-06-30,287.35,4577721972.822752,real_cm,1_real_mcap
AAVE,2025-07-07,305.8,4895261535.695488,real_cm,1_real_mcap
AAVE,2025-07-14,324.31,5178989148.474944,real_cm,1_real_mcap
AAVE,2025-07-21,304.93,4859624118.517984,real_cm,1_real_mcap
AAVE,2025-07-28,260.06,4163004136.44104,real_cm,1_real_mcap
AAVE,2025-08-04,306.19,4910765401.477152,real_cm,1_real_mcap
AAVE,2025-08-11,303.2,4858787200.52536,real_cm,1_real_mcap
AAVE,2025-08-18,348.67,5574444425.460704,real_cm,1_real_mcap
AAVE,2025-08-25,315.69,5056991694.753856,real_cm,1_real_mcap
AAVE,2025-09-01,301.56,4846211542.234048,real_cm,1_real_mcap
AAVE,2025-09-08,306.18,4906883156.59192,real_cm,1_real_mcap
AAVE,2025-09-15,294.02,4712322636.660144,real_cm,1_real_mcap
AAVE,2025-09-22,275.1,4402715031.270736,real_cm,1_real_mcap
AAVE,2025-09-29,285.67,4574876416.853584,real_cm,1_real_mcap
AAVE,2025-10-06,250.99,4026170027.479056,real_cm,1_real_mcap
AAVE,2025-10-13,222.44,3569631610.054688,real_cm,1_real_mcap
AAVE,2025-10-20,240.76,3859528175.936512,real_cm,1_real_mcap
AAVE,2025-10-27,231.37,3666825780.027376,real_cm,1_real_mcap
AAVE,2025-11-03,212.32,3395655287.113728,real_cm,1_real_mcap
AAVE,2025-11-10,172.9,2771119335.982304,real_cm,1_real_mcap
AAVE,2025-11-17,167.46,2676429395.059024,real_cm,1_real_mcap
AAVE,2025-11-24,177.46,2855533183.61448,real_cm,1_real_mcap
AAVE,2025-12-01,187.53,2988500741.174768,real_cm,1_real_mcap
AAVE,2025-12-08,188.59,3012144883.538544,real_cm,1_real_mcap
AAVE,2025-12-15,165.15,2637464736.870032,real_cm,1_real_mcap
AAVE,2025-12-22,153.64,2451899536.388912,real_cm,1_real_mcap
AAVE,2025-12-29,164.23,2622831179.153456,real_cm,1_real_mcap
AAVE,2026-01-05,167.95,2671104547.723664,real_cm,1_real_mcap
AAVE,2026-01-12,168.84,2732261905.485936,real_cm,1_real_mcap
AAVE,2026-01-19,147.96,2357293543.783056,real_cm,1_real_mcap
AAVE,2026-01-26,124.23,1990120897.840432,real_cm,1_real_mcap
AAVE,2026-02-02,112.52,1801110551.942592,real_cm,1_real_mcap
AAVE,2026-02-09,125.81,2005616899.488336,real_cm,1_real_mcap
AAVE,2026-02-16,117.95,1884475441.971504,real_cm,1_real_mcap
AAVE,2026-02-23,113.68,1818437285.563744,real_cm,1_real_mcap
AAVE,2026-03-02,105.53,1692109342.847072,real_cm,1_real_mcap
AAVE,2026-03-09,116.36,1861463947.94264,real_cm,1_real_mcap
AAVE,2026-03-16,106.32,1705144316.144784,real_cm,1_real_mcap
AAVE,2026-03-23,95.43,1525310594.7436032,real_cm,1_real_mcap
AAVE,2026-03-30,94.14,1502299845.7494624,real_cm,1_real_mcap
AAVE,2026-04-06,89.84,1436573095.9830785,real_cm,1_real_mcap
AAVE,2026-04-13,90.28,1443109947.8716528,real_cm,1_real_mcap
AAVE,2026-04-20,96.53,1545711163.7674289,real_cm,1_real_mcap
AAVE,2026-04-27,92.43,1483354901.6647296,real_cm,1_real_mcap
AAVE,2026-05-04,102.15,1637456530.40384,real_cm,1_real_mcap
AAVE,2026-05-11,89.19,1427102905.2832975,real_cm,1_real_mcap
AAVE,2026-05-18,85.59,1367788044.4067168,real_cm,1_real_mcap
AAVE,2026-05-25,80.48,1220950527.168413,real_cg_recent,1_real_mcap
ADA,2018-04-16,0.2816,8793300806.311745,real_cm,1_real_mcap
ADA,2018-04-23,0.36254,11284250849.106256,real_cm,1_real_mcap
ADA,2018-04-30,0.34654,10672028422.862383,real_cm,1_real_mcap
ADA,2018-05-07,0.27718,8667284275.669727,real_cm,1_real_mcap
ADA,2018-05-14,0.25556,7920548906.015142,real_cm,1_real_mcap
ADA,2018-05-21,0.19186,5965728581.547908,real_cm,1_real_mcap
ADA,2018-05-28,0.22659,7034817859.39798,real_cm,1_real_mcap
ADA,2018-06-04,0.17346,5373879306.226028,real_cm,1_real_mcap
ADA,2018-06-11,0.16044,4994398704.251163,real_cm,1_real_mcap
ADA,2018-06-18,0.13093,4069746115.630139,real_cm,1_real_mcap
ADA,2018-06-25,0.14211,4467639506.500876,real_cm,1_real_mcap
ADA,2018-07-02,0.14481,4512372227.917287,real_cm,1_real_mcap
ADA,2018-07-09,0.14227,4433098658.635424,real_cm,1_real_mcap
ADA,2018-07-16,0.16916,5264285460.5593815,real_cm,1_real_mcap
ADA,2018-07-23,0.16268,5078265267.45167,real_cm,1_real_mcap
ADA,2018-07-30,0.13024,4060639635.799685,real_cm,1_real_mcap
ADA,2018-08-06,0.11153,3474978554.972186,real_cm,1_real_mcap
ADA,2018-08-13,0.10143,3162192999.3053465,real_cm,1_real_mcap
ADA,2018-08-20,0.09306,2882310997.303109,real_cm,1_real_mcap
ADA,2018-08-27,0.10499,3252767550.357474,real_cm,1_real_mcap
ADA,2018-09-03,0.07601,2364573318.310971,real_cm,1_real_mcap
ADA,2018-09-10,0.06988,2169559664.3422675,real_cm,1_real_mcap
ADA,2018-09-17,0.08986,2801422886.6425223,real_cm,1_real_mcap
ADA,2018-09-24,0.08511,2641593477.585255,real_cm,1_real_mcap
ADA,2018-10-01,0.08464,2618180988.151135,real_cm,1_real_mcap
ADA,2018-10-08,0.0717,2185002835.446742,real_cm,1_real_mcap
ADA,2018-10-15,0.07721,2337240004.1355705,real_cm,1_real_mcap
ADA,2018-10-22,0.07364,2259711026.5848613,real_cm,1_real_mcap
ADA,2018-10-29,0.0773,2384071360.090584,real_cm,1_real_mcap
ADA,2018-11-05,0.077,2352209531.227404,real_cm,1_real_mcap
ADA,2018-11-12,0.06234,1899932155.6351843,real_cm,1_real_mcap
ADA,2018-11-19,0.03832,1150944443.083059,real_cm,1_real_mcap
ADA,2018-11-26,0.04187,1282910342.888376,real_cm,1_real_mcap
ADA,2018-12-03,0.0311,968029034.15477,real_cm,1_real_mcap
ADA,2018-12-10,0.029,893701164.105641,real_cm,1_real_mcap
ADA,2018-12-17,0.04369,1365872162.2057674,real_cm,1_real_mcap
ADA,2018-12-24,0.04263,1335039270.2558615,real_cm,1_real_mcap
ADA,2018-12-31,0.04822,1523472432.7307394,real_cm,1_real_mcap
ADA,2019-01-07,0.03944,1236998789.3267288,real_cm,1_real_mcap
ADA,2019-01-14,0.04287,1336829886.582825,real_cm,1_real_mcap
ADA,2019-01-21,0.04087,1266691241.4845214,real_cm,1_real_mcap
ADA,2019-01-28,0.03824,1173658259.258892,real_cm,1_real_mcap
ADA,2019-02-04,0.0429,1318865655.9753568,real_cm,1_real_mcap
ADA,2019-02-11,0.04157,1282407042.784617,real_cm,1_real_mcap
ADA,2019-02-18,0.04156,1312894954.1115966,real_cm,1_real_mcap
ADA,2019-02-25,0.04206,1299395600.335498,real_cm,1_real_mcap
ADA,2019-03-04,0.04557,1408850223.8001971,real_cm,1_real_mcap
ADA,2019-03-11,0.04983,1542888509.433372,real_cm,1_real_mcap
ADA,2019-03-18,0.06151,1905075659.4844482,real_cm,1_real_mcap
ADA,2019-03-25,0.06989,2167603702.4541454,real_cm,1_real_mcap
ADA,2019-04-01,0.0898,2801636739.912854,real_cm,1_real_mcap
ADA,2019-04-08,0.08416,2626433164.4000845,real_cm,1_real_mcap
ADA,2019-04-15,0.0733,2300936047.992408,real_cm,1_real_mcap
ADA,2019-04-22,0.06878,2079017556.5333693,real_cm,1_real_mcap
ADA,2019-04-29,0.06603,2036009806.840821,real_cm,1_real_mcap
ADA,2019-05-06,0.07022,2178859937.7060423,real_cm,1_real_mcap
ADA,2019-05-13,0.08613,2713456220.103237,real_cm,1_real_mcap
ADA,2019-05-20,0.08514,2686264958.9150457,real_cm,1_real_mcap
ADA,2019-05-27,0.0963,2990671063.6885448,real_cm,1_real_mcap
ADA,2019-06-03,0.07887,2452029667.2530117,real_cm,1_real_mcap
ADA,2019-06-10,0.09189,2875186455.601883,real_cm,1_real_mcap
ADA,2019-06-17,0.097,2988671626.2040787,real_cm,1_real_mcap
ADA,2019-06-24,0.08226,2544999341.4615183,real_cm,1_real_mcap
ADA,2019-07-01,0.0797,2487043838.657951,real_cm,1_real_mcap
ADA,2019-07-08,0.05923,1860578438.8570917,real_cm,1_real_mcap
ADA,2019-07-15,0.06107,1899108522.901472,real_cm,1_real_mcap
ADA,2019-07-22,0.05936,1844145962.9766648,real_cm,1_real_mcap
ADA,2019-07-29,0.05605,1753621312.4466977,real_cm,1_real_mcap
ADA,2019-08-05,0.05472,1712775382.8640296,real_cm,1_real_mcap
ADA,2019-08-12,0.05061,1576836958.591,real_cm,1_real_mcap
ADA,2019-08-19,0.04949,1539157505.3334708,real_cm,1_real_mcap
ADA,2019-08-26,0.04425,1386192026.950759,real_cm,1_real_mcap
ADA,2019-09-02,0.04657,1450244369.9093602,real_cm,1_real_mcap
ADA,2019-09-09,0.04664,1450333289.458239,real_cm,1_real_mcap
ADA,2019-09-16,0.04892,1524252222.8743298,real_cm,1_real_mcap
ADA,2019-09-23,0.03715,1162955623.467532,real_cm,1_real_mcap
ADA,2019-09-30,0.03881,1204146256.4953787,real_cm,1_real_mcap
ADA,2019-10-07,0.04127,1281845914.923635,real_cm,1_real_mcap
ADA,2019-10-14,0.03946,1227963528.340072,real_cm,1_real_mcap
ADA,2019-10-21,0.04216,1316170502.756703,real_cm,1_real_mcap
ADA,2019-10-28,0.04168,1300843781.6853871,real_cm,1_real_mcap
