week,VolC,MAXRET,CRASH8,BETA26,TVLC,SKEW52,NEWC,RMOM1w,RMOM2w,SMBC,NetRel,MomC,NetMom,FunC
2019-04-01,0.09514446100662839,0.09514446100662839,0.1695474295138118,0.10047255082299959,0.1255906885287495,0.11303161967587454,0.10047255082299959,0.047572230503314196,0.047572230503314196,0.03805778440265136,0.049950842028479915,0.00396435254194285,0.00396435254194285,0.009514446100662838
2019-04-08,0.09514446100662839,0.09514446100662839,0.1695474295138118,0.10047255082299959,0.1255906885287495,0.11303161967587454,0.10047255082299959,0.047572230503314196,0.047572230503314196,0.03805778440265136,0.049950842028479915,0.00396435254194285,0.00396435254194285,0.009514446100662838
2019-04-15,0.09514446100662839,0.09514446100662839,0.1695474295138118,0.10047255082299959,0.1255906885287495,0.11303161967587454,0.10047255082299959,0.047572230503314196,0.047572230503314196,0.03805778440265136,0.049950842028479915,0.00396435254194285,0.00396435254194285,0.009514446100662838
2019-04-22,0.09514446100662839,0.09514446100662839,0.1695474295138118,0.10047255082299959,0.1255906885287495,0.11303161967587454,0.10047255082299959,0.047572230503314196,0.047572230503314196,0.03805778440265136,0.049950842028479915,0.00396435254194285,0.00396435254194285,0.009514446100662838
2019-04-29,0.09514446100662839,0.09514446100662839,0.1695474295138118,0.10047255082299959,0.1255906885287495,0.11303161967587454,0.10047255082299959,0.047572230503314196,0.047572230503314196,0.03805778440265136,0.049950842028479915,0.00396435254194285,0.00396435254194285,0.009514446100662838
2019-05-06,0.09514446100662839,0.09514446100662839,0.1695474295138118,0.10047255082299959,0.1255906885287495,0.11303161967587454,0.10047255082299959,0.047572230503314196,0.047572230503314196,0.03805778440265136,0.049950842028479915,0.00396435254194285,0.00396435254194285,0.009514446100662838
2019-05-13,0.09514446100662839,0.09514446100662839,0.1695474295138118,0.10047255082299959,0.1255906885287495,0.11303161967587454,0.10047255082299959,0.047572230503314196,0.047572230503314196,0.03805778440265136,0.049950842028479915,0.00396435254194285,0.00396435254194285,0.009514446100662838
2019-05-20,0.09514446100662839,0.09514446100662839,0.1695474295138118,0.10047255082299959,0.1255906885287495,0.11303161967587454,0.10047255082299959,0.047572230503314196,0.047572230503314196,0.03805778440265136,0.049950842028479915,0.00396435254194285,0.00396435254194285,0.009514446100662838
2019-05-27,0.09514446100662839,0.09514446100662839,0.1695474295138118,0.10047255082299959,0.1255906885287495,0.11303161967587454,0.10047255082299959,0.047572230503314196,0.047572230503314196,0.03805778440265136,0.049950842028479915,0.00396435254194285,0.00396435254194285,0.009514446100662838
2019-06-03,0.09514446100662839,0.09514446100662839,0.1695474295138118,0.10047255082299959,0.1255906885287495,0.11303161967587454,0.10047255082299959,0.047572230503314196,0.047572230503314196,0.03805778440265136,0.049950842028479915,0.00396435254194285,0.00396435254194285,0.009514446100662838
2019-06-10,0.09514446100662839,0.09514446100662839,0.1695474295138118,0.10047255082299959,0.1255906885287495,0.11303161967587454,0.10047255082299959,0.047572230503314196,0.047572230503314196,0.03805778440265136,0.049950842028479915,0.00396435254194285,0.00396435254194285,0.009514446100662838
2019-06-17,0.09514446100662839,0.09514446100662839,0.1695474295138118,0.10047255082299959,0.1255906885287495,0.11303161967587454,0.10047255082299959,0.047572230503314196,0.047572230503314196,0.03805778440265136,0.049950842028479915,0.00396435254194285,0.00396435254194285,0.009514446100662838
2019-06-24,0.09514446100662839,0.09514446100662839,0.1695474295138118,0.10047255082299959,0.1255906885287495,0.11303161967587454,0.10047255082299959,0.047572230503314196,0.047572230503314196,0.03805778440265136,0.049950842028479915,0.00396435254194285,0.00396435254194285,0.009514446100662838
2019-07-01,0.09514446100662839,0.09514446100662839,0.1695474295138118,0.10047255082299959,0.1255906885287495,0.11303161967587454,0.10047255082299959,0.047572230503314196,0.047572230503314196,0.03805778440265136,0.049950842028479915,0.00396435254194285,0.00396435254194285,0.009514446100662838
2019-07-08,0.09514446100662839,0.09514446100662839,0.1695474295138118,0.10047255082299959,0.1255906885287495,0.11303161967587454,0.10047255082299959,0.047572230503314196,0.047572230503314196,0.03805778440265136,0.049950842028479915,0.00396435254194285,0.00396435254194285,0.009514446100662838
