week,factor,ic
2020-03-30,RMOM1w,-0.10909090909090909
2020-03-30,RMOM2w,-0.10519480519480517
2020-03-30,SMBC,-0.07012987012987014
2020-03-30,NetRel,
2020-03-30,MomC,-0.03896103896103896
2020-03-30,NetMom,
2020-03-30,FunC,
2020-04-06,VolC,-0.22207792207792207
2020-04-06,MAXRET,-0.41038961038961036
2020-04-06,CRASH8,0.5909090909090908
2020-04-06,BETA26,0.34935064935064936
2020-04-06,TVLC,
2020-04-06,SKEW52,-0.12105263157894736
2020-04-06,NEWC,-0.2274204508679625
2020-04-06,RMOM1w,0.3168831168831169
2020-04-06,RMOM2w,0.3844155844155844
2020-04-06,SMBC,0.2701298701298701
2020-04-06,NetRel,
2020-04-06,MomC,0.40649350649350646
2020-04-06,NetMom,
2020-04-06,FunC,
2020-04-13,VolC,0.23636363636363636
2020-04-13,MAXRET,0.04935064935064935
2020-04-13,CRASH8,0.01818181818181818
2020-04-13,BETA26,-0.025974025974025972
2020-04-13,TVLC,
2020-04-13,SKEW52,-0.30350877192982456
2020-04-13,NEWC,0.027290454104155502
2020-04-13,RMOM1w,-0.033766233766233764
2020-04-13,RMOM2w,-0.015584415584415586
2020-04-13,SMBC,0.17272727272727273
2020-04-13,NetRel,
2020-04-13,MomC,-0.0987012987012987
2020-04-13,NetMom,
2020-04-13,FunC,
2020-04-20,VolC,0.23376623376623373
2020-04-20,MAXRET,0.29480519480519485
2020-04-20,CRASH8,-0.6350649350649351
2020-04-20,BETA26,-0.5974025974025974
2020-04-20,TVLC,
2020-04-20,SKEW52,-0.03909774436090225
2020-04-20,NEWC,-0.43339840208266
2020-04-20,RMOM1w,-0.04675324675324675
2020-04-20,RMOM2w,-0.1987012987012987
2020-04-20,SMBC,-0.3025974025974026
2020-04-20,NetRel,
2020-04-20,MomC,-0.3896103896103896
2020-04-20,NetMom,
2020-04-20,FunC,
2020-04-27,VolC,-0.3181818181818181
2020-04-27,MAXRET,-0.21818181818181817
2020-04-27,CRASH8,0.4246753246753247
2020-04-27,BETA26,0.0012987012987012987
2020-04-27,TVLC,
2020-04-27,SKEW52,-0.051127819548872175
2020-04-27,NEWC,0.16634181549199542
2020-04-27,RMOM1w,-0.4
2020-04-27,RMOM2w,-0.42987012987012985
2020-04-27,SMBC,0.07142857142857142
2020-04-27,NetRel,
2020-04-27,MomC,0.015584415584415586
2020-04-27,NetMom,
2020-04-27,FunC,
2020-05-04,VolC,-0.34545454545454546
2020-05-04,MAXRET,-0.4402597402597402
2020-05-04,CRASH8,0.0987012987012987
2020-05-04,BETA26,0.274025974025974
2020-05-04,TVLC,
2020-05-04,SKEW52,0.07669172932330826
2020-05-04,NEWC,-0.11500977086751245
2020-05-04,RMOM1w,0.2038961038961039
2020-05-04,RMOM2w,0.12207792207792208
2020-05-04,SMBC,0.312987012987013
2020-05-04,NetRel,
2020-05-04,MomC,0.43376623376623374
2020-05-04,NetMom,
2020-05-04,FunC,
2020-05-11,VolC,-0.3571428571428571
2020-05-11,MAXRET,-0.22727272727272727
2020-05-11,CRASH8,0.011688311688311687
2020-05-11,BETA26,0.548051948051948
2020-05-11,TVLC,
2020-05-11,SKEW52,0.35037593984962395
2020-05-11,NEWC,0.21702408739971277
2020-05-11,RMOM1w,-0.05844155844155843
2020-05-11,RMOM2w,0.17012987012987013
2020-05-11,SMBC,0.36233766233766235
2020-05-11,NetRel,
2020-05-11,MomC,-0.04805194805194805
2020-05-11,NetMom,
2020-05-11,FunC,
2020-05-18,VolC,0.1012987012987013
2020-05-18,MAXRET,-0.02857142857142857
2020-05-18,CRASH8,-0.1883116883116883
2020-05-18,BETA26,0.47922077922077916
2020-05-18,TVLC,
2020-05-18,SKEW52,-0.051127819548872175
2020-05-18,NEWC,-0.024691363237093072
2020-05-18,RMOM1w,0.45974025974025967
2020-05-18,RMOM2w,0.5675324675324676
2020-05-18,SMBC,0.12337662337662336
2020-05-18,NetRel,
2020-05-18,MomC,0.2025974025974026
2020-05-18,NetMom,
2020-05-18,FunC,
2020-05-25,VolC,-0.35584415584415585
2020-05-25,MAXRET,-0.39610389610389607
2020-05-25,CRASH8,-0.24155844155844156
2020-05-25,BETA26,0.27662337662337666
2020-05-25,TVLC,
2020-05-25,SKEW52,-0.14415584415584418
2020-05-25,NEWC,-0.08447045317952892
2020-05-25,RMOM1w,0.3051948051948052
2020-05-25,RMOM2w,0.20779220779220778
2020-05-25,SMBC,0.17142857142857143
2020-05-25,NetRel,
2020-05-25,MomC,0.2857142857142857
2020-05-25,NetMom,
2020-05-25,FunC,
2020-06-01,VolC,-0.3090909090909091
2020-06-01,MAXRET,-0.2662337662337662
2020-06-01,CRASH8,-0.14805194805194805
2020-06-01,BETA26,0.36103896103896105
2020-06-01,TVLC,
2020-06-01,SKEW52,0.031168831168831172
2020-06-01,NEWC,0.24691363237093072
2020-06-01,RMOM1w,-0.21688311688311687
2020-06-01,RMOM2w,-0.1987012987012987
2020-06-01,SMBC,0.4454545454545455
2020-06-01,NetRel,
2020-06-01,MomC,0.24805194805194808
2020-06-01,NetMom,
2020-06-01,FunC,
2020-06-08,VolC,-0.43376623376623374
2020-06-08,MAXRET,-0.6077922077922078
2020-06-08,CRASH8,-0.02727272727272727
2020-06-08,BETA26,0.5077922077922078
2020-06-08,TVLC,
2020-06-08,SKEW52,0.36363636363636365
2020-06-08,NEWC,0.1721897699428859
2020-06-08,RMOM1w,0.5896103896103897
2020-06-08,RMOM2w,0.35584415584415585
2020-06-08,SMBC,0.2662337662337662
2020-06-08,NetRel,
2020-06-08,MomC,0.6454545454545455
2020-06-08,NetMom,
2020-06-08,FunC,
2020-06-15,VolC,-0.20909090909090908
2020-06-15,MAXRET,-0.05714285714285714
2020-06-15,CRASH8,-0.23636363636363636
2020-06-15,BETA26,0.05844155844155843
2020-06-15,TVLC,
2020-06-15,SKEW52,-0.26233766233766237
2020-06-15,NEWC,-0.3781677211575834
2020-06-15,RMOM1w,-0.10519480519480517
2020-06-15,RMOM2w,-0.13376623376623376
2020-06-15,SMBC,-0.34025974025974026
2020-06-15,NetRel,
2020-06-15,MomC,-0.04025974025974026
2020-06-15,NetMom,
2020-06-15,FunC,
2020-06-22,VolC,-0.6051948051948052
2020-06-22,MAXRET,-0.5818181818181818
2020-06-22,CRASH8,-0.044155844155844164
2020-06-22,BETA26,0.11688311688311687
2020-06-22,TVLC,
2020-06-22,SKEW52,-0.3025974025974026
2020-06-22,NEWC,-0.23261863260208737
2020-06-22,RMOM1w,0.4207792207792207
2020-06-22,RMOM2w,0.39350649350649347
2020-06-22,SMBC,-0.22337662337662337
2020-06-22,NetRel,
2020-06-22,MomC,0.33246753246753247
2020-06-22,NetMom,
2020-06-22,FunC,
2020-06-29,VolC,-0.2792207792207792
2020-06-29,MAXRET,-0.36363636363636365
2020-06-29,CRASH8,-0.0012987012987012987
2020-06-29,BETA26,0.23376623376623373
2020-06-29,TVLC,
2020-06-29,SKEW52,0.2038961038961039
2020-06-29,NEWC,0.14100067953813678
2020-06-29,RMOM1w,0.38311688311688313
2020-06-29,RMOM2w,0.2506493506493506
2020-06-29,SMBC,0.1948051948051948
2020-06-29,NetRel,
2020-06-29,MomC,0.21038961038961035
2020-06-29,NetMom,
2020-06-29,FunC,
2020-07-06,VolC,-0.34675324675324676
2020-07-06,MAXRET,-0.41038961038961036
2020-07-06,CRASH8,0.0987012987012987
2020-07-06,BETA26,0.6025974025974027
2020-07-06,TVLC,
2020-07-06,SKEW52,-0.251948051948052
2020-07-06,NEWC,-0.1923327241626197
2020-07-06,RMOM1w,0.461038961038961
2020-07-06,RMOM2w,0.45194805194805193
2020-07-06,SMBC,-0.2311688311688312
2020-07-06,NetRel,
2020-07-06,MomC,0.5389610389610389
2020-07-06,NetMom,
2020-07-06,FunC,
2020-07-13,VolC,0.6116883116883116
2020-07-13,MAXRET,0.5168831168831168
2020-07-13,CRASH8,-0.3675324675324675
2020-07-13,BETA26,-0.374025974025974
2020-07-13,TVLC,
2020-07-13,SKEW52,-0.287012987012987
2020-07-13,NEWC,-0.34113067630194377
2020-07-13,RMOM1w,-0.5272727272727272
2020-07-13,RMOM2w,-0.3207792207792208
2020-07-13,SMBC,-0.11168831168831168
2020-07-13,NetRel,
2020-07-13,MomC,-0.4766233766233766
2020-07-13,NetMom,
2020-07-13,FunC,
2020-07-20,VolC,0.3506493506493506
2020-07-20,MAXRET,0.28441558441558445
2020-07-20,CRASH8,-0.34155844155844156
2020-07-20,BETA26,-0.4636363636363636
2020-07-20,TVLC,
2020-07-20,SKEW52,-0.3922077922077922
2020-07-20,NEWC,-0.21052636023205668
2020-07-20,RMOM1w,0.3571428571428571
2020-07-20,RMOM2w,0.4090909090909091
2020-07-20,SMBC,-0.1077922077922078
2020-07-20,NetRel,
2020-07-20,MomC,-0.32987012987012987
2020-07-20,NetMom,
2020-07-20,FunC,
2020-07-27,VolC,-0.29740259740259745
2020-07-27,MAXRET,-0.21428571428571425
2020-07-27,CRASH8,0.374025974025974
2020-07-27,BETA26,0.7233766233766233
2020-07-27,TVLC,
2020-07-27,SKEW52,0.05714285714285714
2020-07-27,NEWC,0.39051340277612984
2020-07-27,RMOM1w,-0.3987012987012987
2020-07-27,RMOM2w,-0.4727272727272727
2020-07-27,SMBC,0.3571428571428571
2020-07-27,NetRel,
2020-07-27,MomC,0.03896103896103896
2020-07-27,NetMom,
2020-07-27,FunC,
2020-08-03,VolC,-0.17922077922077922
2020-08-03,MAXRET,-0.22077922077922077
2020-08-03,CRASH8,0.5064935064935064
2020-08-03,BETA26,0.21038961038961035
2020-08-03,TVLC,
2020-08-03,SKEW52,0.045454545454545456
2020-08-03,NEWC,0.2358674961859154
2020-08-03,RMOM1w,0.24285714285714283
2020-08-03,RMOM2w,0.04675324675324675
2020-08-03,SMBC,0.11948051948051949
2020-08-03,NetRel,
2020-08-03,MomC,0.22857142857142856
2020-08-03,NetMom,
2020-08-03,FunC,
2020-08-10,VolC,0.20779220779220778
2020-08-10,MAXRET,0.30129870129870134
2020-08-10,CRASH8,-0.09090909090909091
2020-08-10,BETA26,-0.22077922077922077
2020-08-10,TVLC,
2020-08-10,SKEW52,-0.015584415584415586
2020-08-10,NEWC,0.18453545156143245
2020-08-10,RMOM1w,-0.37532467532467534
2020-08-10,RMOM2w,-0.13636363636363635
2020-08-10,SMBC,0.14935064935064934
2020-08-10,NetRel,
2020-08-10,MomC,-0.18181818181818182
2020-08-10,NetMom,
2020-08-10,FunC,
2020-08-17,VolC,0.125974025974026
2020-08-17,MAXRET,0.12337662337662336
2020-08-17,CRASH8,0.05584415584415584
2020-08-17,BETA26,-0.21688311688311687
2020-08-17,TVLC,
2020-08-17,SKEW52,-0.5493506493506494
2020-08-17,NEWC,-0.22150809553136408
2020-08-17,RMOM1w,-0.32597402597402597
2020-08-17,RMOM2w,-0.14805194805194805
2020-08-17,SMBC,-0.22826086956521738
2020-08-17,NetRel,
2020-08-17,MomC,-0.05844155844155843
2020-08-17,NetMom,
2020-08-17,FunC,
2020-08-24,VolC,0.5961038961038961
2020-08-24,MAXRET,0.5376623376623377
2020-08-24,CRASH8,-0.39350649350649347
2020-08-24,BETA26,-0.4896103896103896
2020-08-24,TVLC,
2020-08-24,SKEW52,-0.2597402597402597
2020-08-24,NEWC,-0.43637163958319125
2020-08-24,RMOM1w,0.3207792207792208
2020-08-24,RMOM2w,-0.12857142857142856
2020-08-24,SMBC,-0.5095652173913043
2020-08-24,NetRel,
2020-08-24,MomC,-0.28831168831168835
2020-08-24,NetMom,
2020-08-24,FunC,
2020-08-31,VolC,0.251948051948052
2020-08-31,MAXRET,0.27792207792207796
2020-08-31,CRASH8,-0.007792207792207793
2020-08-31,BETA26,0.07142857142857142
2020-08-31,TVLC,
2020-08-31,SKEW52,0.1077922077922078
2020-08-31,NEWC,0.04742224198860204
2020-08-31,RMOM1w,-0.15844155844155844
2020-08-31,RMOM2w,-0.20129870129870128
2020-08-31,SMBC,0.07043478260869565
2020-08-31,NetRel,
2020-08-31,MomC,-0.1007905138339921
2020-08-31,NetMom,
2020-08-31,FunC,
2020-09-07,VolC,0.47727272727272735
2020-09-07,MAXRET,0.43280632411067194
2020-09-07,CRASH8,-0.2324675324675325
2020-09-07,BETA26,-0.34675324675324676
2020-09-07,TVLC,
2020-09-07,SKEW52,-0.087012987012987
2020-09-07,NEWC,-0.129214732757934
2020-09-07,RMOM1w,0.023715415019762844
2020-09-07,RMOM2w,-0.2865612648221344
2020-09-07,SMBC,0.008695652173913044
2020-09-07,NetRel,
2020-09-07,MomC,-0.1060869565217391
2020-09-07,NetMom,
2020-09-07,FunC,
2020-09-14,VolC,0.25304347826086954
2020-09-14,MAXRET,0.21130434782608692
2020-09-14,CRASH8,-0.3337662337662338
2020-09-14,BETA26,-0.2324675324675325
2020-09-14,TVLC,
2020-09-14,SKEW52,-0.31428571428571433
2020-09-14,NEWC,-0.27409185736531455
2020-09-14,RMOM1w,-0.24260869565217388
2020-09-14,RMOM2w,-0.3008695652173913
2020-09-14,SMBC,-0.33391304347826084
2020-09-14,NetRel,
2020-09-14,MomC,0.07391304347826086
2020-09-14,NetMom,
2020-09-14,FunC,
2020-09-21,VolC,0.14869565217391303
2020-09-21,MAXRET,0.09565217391304347
2020-09-21,CRASH8,-0.2964426877470355
2020-09-21,BETA26,-0.3363636363636363
2020-09-21,TVLC,
2020-09-21,SKEW52,-0.23636363636363636
2020-09-21,NEWC,-0.4013854815380722
2020-09-21,RMOM1w,-0.08173913043478259
2020-09-21,RMOM2w,-0.22
2020-09-21,SMBC,-0.03153846153846154
2020-09-21,NetRel,
2020-09-21,MomC,0.19913043478260867
2020-09-21,NetMom,
2020-09-21,FunC,
2020-09-28,VolC,0.14260869565217388
2020-09-28,MAXRET,-0.04434782608695652
2020-09-28,CRASH8,-0.05391304347826086
2020-09-28,BETA26,0.13766233766233765
2020-09-28,TVLC,
2020-09-28,SKEW52,-0.13506493506493505
2020-09-28,NEWC,-0.2767231422906083
2020-09-28,RMOM1w,0.248695652173913
2020-09-28,RMOM2w,0.3930434782608695
2020-09-28,SMBC,-0.22119658119658114
2020-09-28,NetRel,
2020-09-28,MomC,0.2573913043478261
2020-09-28,NetMom,
2020-09-28,FunC,
2020-10-05,VolC,0.1443478260869565
2020-10-05,MAXRET,0.023478260869565212
2020-10-05,CRASH8,-0.5252173913043477
2020-10-05,BETA26,-0.12467532467532469
2020-10-05,TVLC,
2020-10-05,SKEW52,-0.16753246753246753
2020-10-05,NEWC,-0.25209512468254425
2020-10-05,RMOM1w,0.0017391304347826085
2020-10-05,RMOM2w,0.07739130434782608
2020-10-05,SMBC,-0.4632478632478632
2020-10-05,NetRel,
2020-10-05,MomC,0.08230769230769232
2020-10-05,NetMom,
2020-10-05,FunC,
2020-10-12,VolC,0.34384615384615386
2020-10-12,MAXRET,-0.036923076923076927
2020-10-12,CRASH8,-0.4434782608695652
2020-10-12,BETA26,-0.3090909090909091
2020-10-12,TVLC,
2020-10-12,SKEW52,-0.24545454545454545
2020-10-12,NEWC,-0.44809309814672044
2020-10-12,RMOM1w,0.020769230769230772
2020-10-12,RMOM2w,0.36923076923076925
2020-10-12,SMBC,-0.3716239316239316
2020-10-12,NetRel,
2020-10-12,MomC,0.2581196581196581
2020-10-12,NetMom,
2020-10-12,FunC,
2020-10-19,VolC,0.2957264957264957
2020-10-19,MAXRET,-0.3217094017094017
2020-10-19,CRASH8,-0.797391304347826
2020-10-19,BETA26,-0.612987012987013
2020-10-19,TVLC,
2020-10-19,SKEW52,-0.13636363636363635
2020-10-19,NEWC,-0.5159622282911485
2020-10-19,RMOM1w,0.5733333333333333
2020-10-19,RMOM2w,0.5767521367521368
2020-10-19,SMBC,-0.3305418719211822
2020-10-19,NetRel,
2020-10-19,MomC,0.5938461538461539
2020-10-19,NetMom,
2020-10-19,FunC,
2020-10-26,VolC,0.0030769230769230765
2020-10-26,MAXRET,-0.02427350427350427
2020-10-26,CRASH8,0.04076923076923076
2020-10-26,BETA26,0.10389610389610389
2020-10-26,TVLC,
2020-10-26,SKEW52,-0.08051948051948052
2020-10-26,NEWC,0.011586347219151444
2020-10-26,RMOM1w,0.18837606837606835
2020-10-26,RMOM2w,0.03111111111111111
2020-10-26,SMBC,0.004926108374384235
2020-10-26,NetRel,
2020-10-26,MomC,0.14393162393162393
2020-10-26,NetMom,
2020-10-26,FunC,
2020-11-02,VolC,-0.1323076923076923
2020-11-02,MAXRET,0.13641025641025642
2020-11-02,CRASH8,0.08170940170940172
2020-11-02,BETA26,-0.1155844155844156
2020-11-02,TVLC,
2020-11-02,SKEW52,0.22597402597402597
2020-11-02,NEWC,0.1898188799733322
2020-11-02,RMOM1w,-0.042735042735042736
2020-11-02,RMOM2w,-0.031794871794871796
2020-11-02,SMBC,0.3305418719211822
2020-11-02,NetRel,
2020-11-02,MomC,-0.08472906403940884
2020-11-02,NetMom,
2020-11-02,FunC,
2020-11-09,VolC,0.3270935960591132
2020-11-09,MAXRET,0.18522167487684724
2020-11-09,CRASH8,-0.5083760683760683
2020-11-09,BETA26,-0.0909090909090909
2020-11-09,TVLC,
2020-11-09,SKEW52,-0.03506493506493507
2020-11-09,NEWC,-0.5058549892276333
2020-11-09,RMOM1w,-0.23152709359605908
2020-11-09,RMOM2w,-0.112807881773399
2020-11-09,SMBC,-0.2995073891625615
2020-11-09,NetRel,
2020-11-09,MomC,0.10640394088669947
2020-11-09,NetMom,
2020-11-09,FunC,
2020-11-16,VolC,0.08620689655172412
2020-11-16,MAXRET,-0.003940886699507388
2020-11-16,CRASH8,-0.35521367521367525
2020-11-16,BETA26,-0.19913043478260867
2020-11-16,TVLC,
2020-11-16,SKEW52,0.38311688311688313
2020-11-16,NEWC,-0.39023803506205823
2020-11-16,RMOM1w,0.24827586206896549
2020-11-16,RMOM2w,0.21231527093596053
2020-11-16,SMBC,-0.043842364532019694
2020-11-16,NetRel,
2020-11-16,MomC,0.15221674876847288
2020-11-16,NetMom,
2020-11-16,FunC,
2020-11-23,VolC,0.04334975369458127
2020-11-23,MAXRET,0.03399014778325122
2020-11-23,CRASH8,0.18719211822660095
2020-11-23,BETA26,-0.07130434782608694
2020-11-23,TVLC,
2020-11-23,SKEW52,-0.18311688311688312
2020-11-23,NEWC,0.08036487645624193
2020-11-23,RMOM1w,-0.1339901477832512
2020-11-23,RMOM2w,-0.25615763546798026
2020-11-23,SMBC,0.15517241379310343
2020-11-23,NetRel,
2020-11-23,MomC,0.0251231527093596
2020-11-23,NetMom,
2020-11-23,FunC,
2020-11-30,VolC,0.07142857142857141
2020-11-30,MAXRET,0.1004926108374384
2020-11-30,CRASH8,-0.21083743842364527
2020-11-30,BETA26,-0.07565217391304348
2020-11-30,TVLC,
2020-11-30,SKEW52,-0.14025974025974028
2020-11-30,NEWC,-0.2889191264009679
2020-11-30,RMOM1w,-0.07832512315270934
2020-11-30,RMOM2w,-0.034482758620689655
2020-11-30,SMBC,-0.06354679802955664
2020-11-30,NetRel,
2020-11-30,MomC,-0.08522167487684727
2020-11-30,NetMom,
2020-11-30,FunC,
2020-12-07,VolC,0.044334975369458116
2020-12-07,MAXRET,-0.009359605911330046
2020-12-07,CRASH8,-0.3660098522167487
2020-12-07,BETA26,-0.3278260869565217
2020-12-07,TVLC,
2020-12-07,SKEW52,-0.42987012987012985
2020-12-07,NEWC,-0.261309107495756
2020-12-07,RMOM1w,-0.1334975369458128
2020-12-07,RMOM2w,-0.04236453201970442
2020-12-07,SMBC,-0.038916256157635463
2020-12-07,NetRel,
2020-12-07,MomC,0.08522167487684727
2020-12-07,NetMom,
2020-12-07,FunC,
2020-12-14,VolC,-0.10640394088669947
2020-12-14,MAXRET,-0.21379310344827585
2020-12-14,CRASH8,-0.3798029556650246
2020-12-14,BETA26,-0.32692307692307687
2020-12-14,TVLC,
2020-12-14,SKEW52,-0.5025974025974026
2020-12-14,NEWC,-0.17108351000193833
2020-12-14,RMOM1w,0.5310344827586206
2020-12-14,RMOM2w,0.6857142857142855
2020-12-14,SMBC,0.05467980295566501
2020-12-14,NetRel,
2020-12-14,MomC,0.2950738916256157
2020-12-14,NetMom,
2020-12-14,FunC,
2020-12-21,VolC,0.20985221674876844
2020-12-21,MAXRET,-0.0901477832512315
2020-12-21,CRASH8,-0.3541871921182265
2020-12-21,BETA26,0.09196581196581195
2020-12-21,TVLC,
2020-12-21,SKEW52,-0.22337662337662337
2020-12-21,NEWC,0.05127574939539363
2020-12-21,RMOM1w,0.3467980295566502
2020-12-21,RMOM2w,0.3068965517241379
2020-12-21,SMBC,-0.15615763546798028
2020-12-21,NetRel,
2020-12-21,MomC,0.31330049261083737
2020-12-21,NetMom,
2020-12-21,FunC,
2020-12-28,VolC,0.4364532019704433
2020-12-28,MAXRET,0.5137931034482758
2020-12-28,CRASH8,0.3911330049261083
2020-12-28,BETA26,-0.1569230769230769
2020-12-28,TVLC,
2020-12-28,SKEW52,0.1077922077922078
2020-12-28,NEWC,-0.05423396570666634
2020-12-28,RMOM1w,-0.3684729064039408
2020-12-28,RMOM2w,-0.5482758620689654
2020-12-28,SMBC,0.007881773399014776
2020-12-28,NetRel,
2020-12-28,MomC,-0.6325123152709358
2020-12-28,NetMom,
2020-12-28,FunC,-0.39642857142857135
2021-01-04,VolC,-0.004433497536945812
2021-01-04,MAXRET,-0.003448275862068965
2021-01-04,CRASH8,0.09261083743842362
2021-01-04,BETA26,0.4899145299145299
2021-01-04,TVLC,
2021-01-04,SKEW52,-0.13376623376623376
2021-01-04,NEWC,0.48169622268557283
2021-01-04,RMOM1w,0.03990147783251231
2021-01-04,RMOM2w,0.2467980295566502
2021-01-04,SMBC,0.09359605911330048
2021-01-04,NetRel,
2021-01-04,MomC,-0.06305418719211821
2021-01-04,NetMom,
2021-01-04,FunC,-0.08928571428571427
2021-01-11,VolC,0.07586206896551723
2021-01-11,MAXRET,-0.014778325123152707
2021-01-11,CRASH8,-0.1650246305418719
2021-01-11,BETA26,0.10098522167487682
2021-01-11,TVLC,
2021-01-11,SKEW52,0.08831168831168833
2021-01-11,NEWC,0.2849748379859377
2021-01-11,RMOM1w,0.25467980295566495
2021-01-11,RMOM2w,0.04630541871921181
2021-01-11,SMBC,0.037438423645320185
2021-01-11,NetRel,
2021-01-11,MomC,0.20788177339901473
2021-01-11,NetMom,
2021-01-11,FunC,0.3235294117647059
2021-01-18,VolC,-0.06453201970443348
2021-01-18,MAXRET,-0.06157635467980294
2021-01-18,CRASH8,0.1926108374384236
2021-01-18,BETA26,0.17487684729064035
2021-01-18,TVLC,
2021-01-18,SKEW52,-0.13506493506493505
2021-01-18,NEWC,0.022679658386424106
2021-01-18,RMOM1w,-0.15123152709359602
2021-01-18,RMOM2w,0.007881773399014776
2021-01-18,SMBC,-0.006403940886699506
2021-01-18,NetRel,
2021-01-18,MomC,-0.005911330049261082
2021-01-18,NetMom,
2021-01-18,FunC,0.13823529411764704
2021-01-25,VolC,-0.23596059113300488
2021-01-25,MAXRET,-0.234975369458128
2021-01-25,CRASH8,-0.4901477832512314
2021-01-25,BETA26,0.47044334975369445
2021-01-25,TVLC,
2021-01-25,SKEW52,-0.2545454545454545
2021-01-25,NEWC,0.030075199164605878
2021-01-25,RMOM1w,0.1133004926108374
2021-01-25,RMOM2w,0.09950738916256155
2021-01-25,SMBC,0.029556650246305414
2021-01-25,NetRel,
2021-01-25,MomC,0.3940886699507388
2021-01-25,NetMom,
2021-01-25,FunC,-0.09999999999999999
2021-02-01,VolC,0.3389162561576354
2021-02-01,MAXRET,0.502463054187192
2021-02-01,CRASH8,0.3325123152709359
2021-02-01,BETA26,-0.5177339901477831
2021-02-01,TVLC,
2021-02-01,SKEW52,-0.1753246753246753
2021-02-01,NEWC,-0.10772837733551449
2021-02-01,RMOM1w,-0.09704433497536943
2021-02-01,RMOM2w,-0.35566502463054184
2021-02-01,SMBC,0.34285714285714275
2021-02-01,NetRel,
2021-02-01,MomC,-0.5591133004926107
2021-02-01,NetMom,
2021-02-01,FunC,-0.36470588235294116
2021-02-08,VolC,0.267487684729064
2021-02-08,MAXRET,0.25418719211822655
2021-02-08,CRASH8,-0.28620689655172404
2021-02-08,BETA26,-0.2344827586206896
2021-02-08,TVLC,
2021-02-08,SKEW52,-0.2766798418972332
2021-02-08,NEWC,-0.09959328247951453
2021-02-08,RMOM1w,0.15862068965517237
2021-02-08,RMOM2w,0.2743842364532019
2021-02-08,SMBC,0.21083743842364527
2021-02-08,NetRel,
2021-02-08,MomC,-0.15123152709359602
2021-02-08,NetMom,
2021-02-08,FunC,0.32647058823529407
2021-02-15,VolC,0.15960591133004923
2021-02-15,MAXRET,0.08472906403940884
2021-02-15,CRASH8,-0.12167487684729061
2021-02-15,BETA26,0.0024630541871921174
2021-02-15,TVLC,
2021-02-15,SKEW52,-0.15217391304347824
2021-02-15,NEWC,0.20165174521842302
2021-02-15,RMOM1w,0.12807881773399013
2021-02-15,RMOM2w,-0.11428571428571425
2021-02-15,SMBC,0.06798029556650244
2021-02-15,NetRel,
2021-02-15,MomC,0.17783251231527092
2021-02-15,NetMom,
2021-02-15,FunC,-0.5000000000000001
2021-02-22,VolC,0.16847290640394083
2021-02-22,MAXRET,0.28472906403940884
2021-02-22,CRASH8,0.10935960591133002
2021-02-22,BETA26,-0.48522167487684714
2021-02-22,TVLC,
2021-02-22,SKEW52,-0.5295652173913042
2021-02-22,NEWC,0.1298007741306135
2021-02-22,RMOM1w,-0.26502463054187186
2021-02-22,RMOM2w,0.006403940886699506
2021-02-22,SMBC,0.4282536151279199
2021-02-22,NetRel,
2021-02-22,MomC,-0.18522167487684724
2021-02-22,NetMom,
2021-02-22,FunC,0.5539215686274511
2021-03-01,VolC,-0.31034482758620685
2021-03-01,MAXRET,-0.21231527093596053
2021-03-01,CRASH8,0.0881773399014778
2021-03-01,BETA26,0.19014778325123147
2021-03-01,TVLC,
2021-03-01,SKEW52,-0.014782608695652172
2021-03-01,NEWC,-0.029388854520138907
2021-03-01,RMOM1w,0.2980295566502463
2021-03-01,RMOM2w,0.14975369458128074
2021-03-01,SMBC,0.35261401557285876
2021-03-01,NetRel,
2021-03-01,MomC,0.24630541871921177
2021-03-01,NetMom,
2021-03-01,FunC,0.058823529411764705
2021-03-08,VolC,0.2389162561576354
2021-03-08,MAXRET,0.22019704433497533
2021-03-08,CRASH8,0.08571428571428569
2021-03-08,BETA26,-0.18768472906403935
2021-03-08,TVLC,
2021-03-08,SKEW52,-0.2269565217391304
2021-03-08,NEWC,-0.01669821279553347
2021-03-08,RMOM1w,-0.43842364532019695
2021-03-08,RMOM2w,-0.3088669950738916
2021-03-08,SMBC,-0.08031145717463849
2021-03-08,NetRel,
2021-03-08,MomC,-0.16307007786429364
2021-03-08,NetMom,
2021-03-08,FunC,-0.22303921568627455
2021-03-15,VolC,0.035817575083426034
2021-03-15,MAXRET,-0.17063403781979977
2021-03-15,CRASH8,-0.267487684729064
2021-03-15,BETA26,0.18177339901477826
2021-03-15,TVLC,
2021-03-15,SKEW52,0.21846153846153843
2021-03-15,NEWC,-0.16742741362988223
2021-03-15,RMOM1w,0.0932146829810901
2021-03-15,RMOM2w,0.10300333704115683
2021-03-15,SMBC,0.026918798665183537
2021-03-15,NetRel,
2021-03-15,MomC,0.08120133481646273
2021-03-15,NetMom,
2021-03-15,FunC,-0.2132352941176471
2021-03-22,VolC,0.3699666295884316
2021-03-22,MAXRET,0.22447163515016688
2021-03-22,CRASH8,0.3270935960591132
2021-03-22,BETA26,-0.167487684729064
2021-03-22,TVLC,
2021-03-22,SKEW52,-0.09743589743589742
2021-03-22,NEWC,-0.0013358570236426774
2021-03-22,RMOM1w,-0.0967741935483871
2021-03-22,RMOM2w,-0.03136818687430478
2021-03-22,SMBC,-0.02647385984427141
2021-03-22,NetRel,
